RTECS_ID,CAS_RN,SMILES,mouse_intravenous_LD50
65125884,65125-88-4,CCCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,2.248456365
65125895,65125-89-5,CCCCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,2.481616184
65141460,65141-46-0,O=C(NCCO[N+](=O)[O-])c1cccnc1,2.576458589
65184103,65184-10-3,Cc1cc2c(OCC(O)CNC(C)CCn3cnc4c3c(=O)n(C)c(=O)n4C)cccc2[nH]1,4.066498901
65202633,65202-63-3,O=c1[nH]oc2c1CCNC2,3.243478324
65212375,65212-37-5,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CNCCO)=CCC3N)C2O)OCC1(C)O,3.561265738
65226031,65226-03-1,C#CC1(N2CC(OC(=O)Nc3cccc4ccccc34)C2)CCCCC1,3.650040881
65227614,65227-61-4,CN1CCC2CC(Cc3ccc(O)cc32)C1,3.780781208
65241283,65241-28-3,Cc1nc2cccc3c2n1CCC3=O,3.373761767
65241294,65241-29-4,O=C1CCn2c(Cc3ccccc3)nc3cccc1c32,3.476810106
65241307,65241-30-7,Cc1nc2cccc3c2n1CCC3O,2.956625507
65241318,65241-31-8,Cc1nc2cccc3c2n1CCC3=NO,3.5733121
65266479,65266-47-9,CCOC(CNCc1cc(C)c2[nH]c3ccccc3c2c1C)OCC,3.231045028
65267041,65267-04-1,NC(=O)CNC(=O)N(CCCl)N=O,3.969076695
65271809,65271-80-9,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,4.716830906
65274444,65274-44-4,CCN1CCCC1CNC(=O)N1c2ccccc2Sc2ccc(Cl)cc21,4.083610105
65274455,65274-45-5,CCN1CCCC1CNC(=O)N1c2ccccc2Sc2ccccc21,4.043228383
65277421,65277-42-1,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.220304261
65285021,65285-02-1,Cc1ccc2c(c1)c1c3n2C(=O)CCC3NCC1,3.359575315
65285587,65285-58-7,O=C1CCC2NCCc3c2n1c1ccc(Cl)cc31,3.374788325
65285714,65285-71-4,CC(O)CN1CCc2c3n(c4ccccc24)C(=O)CCC31,3.578805715
65384852,65384-85-2,C=CCN1C(=O)CCc2c(OCC(O)CNC(C)(C)C)cccc21,3.919658508
65400671,65400-67-1,CN1CCSC1=NCNC(=O)c1ccccc1,3.310430383
65400795,65400-79-5,CN1CCSC1=NC(=O)c1cccnc1,2.899347773
65400819,65400-81-9,CC(=O)NCC(=O)N=C1SCCN1C,2.722339487
65400820,65400-82-0,CN1CCSC1=NC(=O)CCC(=O)O,2.227770245
65425629,65425-62-9,COc1cccc(=O)c(O)c1,3.042390016
65445763,65445-76-3,CNCC1CCCC(c2ccccc2)(c2ccccc2)C1,3.747298364
65445774,65445-77-4,CN(C)CC1CC(c2ccccc2)(c2ccccc2)CCC1=O,4.186726138
65445785,65445-78-5,CN(C)CC1CCCC(c2ccccc2)(c2ccccc2)C1,4.105812198
65445810,65445-81-0,CC(=O)OC1CCC(c2ccccc2)(c2ccccc2)CC1CN(C)C,3.89270046
65445821,65445-82-1,NCC1=CCC(c2ccccc2)(c2ccccc2)CC1,3.721619385
65454128,65454-12-8,CC1OC(OC2CC(O)(C(=O)O)Cc3c(O)c4c(c(O)c32)C(=O)c2c(O)cccc2C4=O)CC(N)C1O,3.712204237
65456624,65456-62-4,CCN(CC)CCCC(C)NS(=O)(=O)c1cc(Cl)c(N)cc1OC,4.033352516
65456635,65456-63-5,CCN(CC)CCCN(C)S(=O)(=O)c1cc(Cl)c(N)cc1OC,3.90778267
65497076,65497-07-6,COC(=O)C1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC6COC(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,4.544579853
65536438,65536-43-8,Cc1cccc(NC2=NCCO2)c1,3.622803442
65536790,65536-79-0,c1ccc(CNC2=NCCO2)cc1,3.990780227
65566758,65566-75-8,NC1CC(O)C(CO)OC1OC1C(N)CC(N)C(OC2OC(CO)C(O)C(N)C2O)C1O,3.318530785
65573026,65573-02-6,Cc1nc[nH]c1CSCCNC(=N)NCCCc1cnc[nH]1,4.524847601
66146563,66146-56-3,CC(C(=O)O)c1ccc2c(c1)N(C)c1ccc(O)cc1S2,2.960581755
66171537,66171-53-7,CC(C)(C)OC(=O)C(C)(N)c1cccc(Cl)c1,3.629655901
66171560,66171-56-0,Cc1ccc(CC(C)(C)OC(=O)C(C)N)cc1,3.468581771
66171582,66171-58-2,COc1ccc(CC(C)(C)OC(=O)C(C)N)cc1,3.622086169
66202979,66202-97-9,CCNC(=O)Nc1c(OCCN2CCCCC2)c(OC)c2occc2c1OC,4.145538236
66202980,66202-98-0,CNC(=O)Nc1c(OCCN(C)C)c(OC)c2occc2c1OC,3.528114185
66202991,66202-99-1,CCN(CC)CCOc1c(NC(=O)NC)c(OC)c2ccoc2c1OC,3.693572478
66203018,66203-01-8,CNC(=O)Nc1c(OCCN2CCCCCC2)c(OC)c2occc2c1OC,4.101334573
66203029,66203-02-9,CNC(=O)Nc1c(OCCN2CCCCCCC2)c(OC)c2occc2c1OC,4.461857468
66203030,66203-03-0,CNC(=O)Nc1c(OCCCN2CCCCC2)c(OC)c2occc2c1OC,3.964307337
66203041,66203-04-1,CNC(=O)Nc1c(OCCN2CCN(C)CC2)c(OC)c2occc2c1OC,3.432422971
66203063,66203-06-3,COc1c(NC(=O)N(C)C)c(OCCN2CCCCC2)c(OC)c2occc12,4.194756258
66203074,66203-07-4,CNCCOc1c(NC(=O)NC)c(OC)c2ccoc2c1OC,3.683596719
66203085,66203-08-5,CNC(=O)Nc1c(OCCNC2CCCCC2)c(OC)c2occc2c1OC,4.614972662
66203165,66203-16-5,COc1c(NC(C)=O)c(OCCN2CCCCCC2)c(OC)c2occc12,4.057196823
66203176,66203-17-6,COc1c(NC(C)=O)c(OCCN2CCCCCCC2)c(OC)c2occc12,4.2693795
66203916,66203-91-6,CNC(=O)Nc1c(OCCNC(C)C)c(OC)c2occc2c1OC,3.855609385
66203938,66203-93-8,COc1c(N)c(OCCC2CCCCN2)c(OC)c2occc12,4.183458302
66203949,66203-94-9,CNC(=O)Nc1c(OCCN2CCCCC2)c(OC)c2occc2c1OC,3.87787907
66203983,66203-98-3,CNC(=O)Nc1c(OC(C)CN2CCCCC2)c(OC)c2occc2c1OC,4.230968431
66203994,66203-99-4,COc1c(NC(C)=O)c(OCCN2CCCCC2)c(OC)c2occc12,3.843216002
66204011,66204-01-1,COc1c(NC(C)=O)c(OCCN2CCN(C)CC2)c(OC)c2occc12,3.275819079
66236871,66236-87-1,COc1c(NC(C)=O)c(OCCN(C)C)c(OC)c2occc12,3.368463408
66277109,66277-10-9,CNC1C(O)COC(OC2C(N)CC(N)C(OC3OC(C(C)N)CCC3N)C2O)C1O,3.860385346
66322278,66322-27-8,CNC1C(O)COC(OC2C(N)CC(N)C(OC3OC(C(C)O)C(O)C(O)C3N)C2O)C1O,3.303313978
66322289,66322-28-9,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(O)C(NC)C3O)C2O)O1,3.79105968
66357593,66357-59-3,CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,3.656877113
66410513,66410-51-3,CN1CCCC1CNC(=O)c1cc(S(=O)(=O)N(C)C)cc2c1OCCO2,3.23933912
66424064,66424-06-4,CC[N+](C)(C)CCNC(C)=O,2.696937644
66473265,66473-26-5,C[N+](C)(C)Cc1ccc(CO)o1,3.355979938
66473276,66473-27-6,C[N+](C)(C)Cc1ccc(CCl)o1,1.712240179
66473287,66473-28-7,COc1ccc(C[N+](C)(C)C)o1,5.814400694
66508325,66508-32-5,CC(=O)N(O)CCCP(=O)(O)O,1.595776108
66508370,66508-37-0,O=CN(O)CCCP(=O)(O)O,1.56371834
66508529,66508-52-9,O=CN(O)CC=CP(=O)(O)O,1.558910075
66591546,66591-54-6,CC1CCCC(C)N1CCCOC(=O)c1ccccc1O,3.92040809
66591557,66591-55-7,CC1CCCC(C)N1CCCOC(=O)c1ccccc1S,3.834574697
66591604,66591-60-4,N=C(N)Nc1nn[nH]n1,2.84891063
66641381,66641-38-1,CC=C1CC(C)C(C)(O)C(=O)OCC2CCN3CCC(OC1=O)C23,3.506976374
66662779,66662-77-9,CCN(CC)CCCN1c2ccccc2N(C)C(=O)c2ccc(C)nc21,4.359616223
66685152,66685-15-2,CCC(=CN1CCCC1)CC,3.437266297
66778367,66778-36-7,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,4.343012033
66808284,66808-28-4,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,5.520025809
66816884,66816-88-4,CCOC(=O)C=CS(=O)(=O)c1ccc(Cl)cc1,4.183625677
66827529,66827-52-9,CCCCOc1ccc(CC(=O)OCCCN2CCCCC2C)cc1,4.078555561
66827698,66827-69-8,ClC1CCCC2(C1)OCC(C1CCCCN1)O2,3.539539434
66827701,66827-70-1,ClC1CCC2(CC1)OCC(C1CCCCN1)O2,3.238509438
66827767,66827-76-7,COc1ccccc1C(=O)OCCCN1CCCCC1C,4.102748298
66859583,66859-58-3,CCSC(CC)(CC)C(N)=O,3.202381799
66902372,66902-37-2,COC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,3.939792334
66902554,66902-55-4,CC1CCCCN1CCCOC(=O)Cc1ccc(O)cc1,3.595244414
66902565,66902-56-5,COc1ccc(CC(=O)OCCCN2C(C)CCCC2C)cc1,3.936194371
66902576,66902-57-6,COc1ccc(CC(=O)OCCCN2CCCCC2C)cc1,3.861645338
66902601,66902-60-1,CC1CCCC(C)N1CCCOC(=O)Cc1ccccc1,4.014369007
66902714,66902-71-4,CN(C)C(=O)Oc1ccc2ccccc2c1C[N+](C)(C)Cc1ccccc1,4.646667862
66902747,66902-74-7,CN(C)C(=O)Oc1ccc(C(C)(C)C)cc1C[N+](C)(C)C,5.426113309
66902769,66902-76-9,CCC(CC)c1cc(Cl)c(OCCOCC[N+](C)(C)Cc2ccc(Cl)cc2)c(C(CC)CC)c1,4.53112282
66902770,66902-77-0,Cc1cc(OCCOCC[N+](C)(C)Cc2ccc(Cl)cc2)cc(C)c1Cl,4.599190705
66902781,66902-78-1,CCC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccc(Cl)cc2)c(Cl)c1,4.070034902
66902792,66902-79-2,Cc1cc(OCCOCC[N+](C)(C)Cc2ccc(Cl)cc2)c(C(C)C)cc1Cl,4.53190789
66902838,66902-83-8,CC[N+](CC)(CCCCCCCCCC[N+](CC)(CC)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,5.913787017
66902861,66902-86-1,CN(C)C(=O)Oc1cccnc1C[N+](C)(Cc1ccccc1)Cc1ccccc1,5.415537564
66902872,66902-87-2,CCCC[N+](C)(CCCC)Cc1ncccc1OC(=O)N(C)C,6.207463362
66902952,66902-95-2,CC[N+](C)(CC)Cc1ncccc1OC(=O)N(C)C,6.580379119
66932909,66932-90-9,CNCC(=O)c1c(OC)cc(OC)cc1OC,3.527631716
66932976,66932-97-6,COc1cc(NC(=O)CN2CCN(CC(=O)c3c(OC)cc(OC)cc3OC)CC2)cc(OC)c1,3.376267972
66932998,66932-99-8,COc1cc(OC)c(C(=O)CN2CCN(CC(O)CO)CC2)c(OC)c1,3.214172468
66933004,66933-00-4,COc1cc(OC)c(C(=O)CN2CCN(CC(O)c3ccccc3)CC2)c(OC)c1,3.877163941
66935362,66935-36-2,COCCN(CC(=O)O)C(=O)C(CCCNC(=N)N)NS(=O)(=O)c1ccc2cc(OC)c(OC)cc2c1,2.957563828
66941353,66941-35-3,C[N+](C)(C)c1ccc(O)c(O)c1,3.982829253
66941364,66941-36-4,C[N+](C)(C)c1cc(O)cc(O)c1,4.089146735
66941375,66941-37-5,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc([N+](C)(C)C)c1,5.384675364
66941386,66941-38-6,CC(C)[N+](C)(Cc1cccc(OC(=O)N(C)C)n1)C(C)C,6.389784587
66941397,66941-39-7,CC[N+](C)(C)c1cc(C)cc(O)c1,4.311443196
66941400,66941-40-0,CC[N+](C)(C)c1cc(O)ccc1C,4.005505866
66941411,66941-41-1,CC[N+](C)(C)c1ccc(C)c(O)c1,4.653865877
66941422,66941-42-2,C[N+](C)(Cc1ccc([N+](=O)[O-])cc1)c1cccc(O)c1,4.206209779
66944590,66944-59-0,O=C(OCCN1CCN(CCOC(=O)C2CCCCCC2)CC1)C1CCCCCC1,3.88557708
66944603,66944-60-3,Cc1ccccc1C(=O)OCCN1CCN(CCOC(=O)c2ccccc2C)CC1,3.950570141
66944614,66944-61-4,CCCCC(=O)OCCN1CCN(CCOC(=O)CCCC)CC1,3.543409139
66944658,66944-65-8,O=C(OCCN1CCN(CCOC(=O)C2CC2)CC1)C1CC1,3.126425333
66944669,66944-66-9,O=C(OCCN1CCN(CCOC(=O)C2CCC2)CC1)C1CCC1,3.27907195
66944670,66944-67-0,O=C(OCCN1CCN(CCOC(=O)C2CCCC2)CC1)C1CCCC1,3.712818
66944681,66944-68-1,O=C(OCCN1CCN(CCOC(=O)C2CCCCC2)CC1)C1CCCCC1,3.924010794
66944705,66944-70-5,Cc1cccc(C(=O)OCCN2CCN(CCOC(=O)c3cccc(C)c3)CC2)c1,3.880934213
66944716,66944-71-6,Cc1ccc(C(=O)OCCN2CCN(CCOC(=O)c3ccc(C)cc3)CC2)cc1,3.755995476
66967780,66967-78-0,Cc1cc(O)c(C(C)C)cc1[N+](C)(C)C,4.800227451
66967791,66967-79-1,COc1ccc([N+](C)(C)C)cc1O,5.385589593
66967804,66967-80-4,COc1cc(O)cc([N+](C)(C)C)c1,4.321131603
66967815,66967-81-5,COc1ccc(O)cc1[N+](C)(C)C,4.017612807
66967826,66967-82-6,COc1cccc([N+](C)(C)C)c1OC(=O)N(C)C,5.257544872
66967837,66967-83-7,CN(C)C(=O)Oc1ccc2ccccc2c1C[N+](C)(C)C,5.80524856
66967859,66967-85-9,CN(C)C(=O)Oc1ccccc1OC[N+](C)(C)C,2.655484881
66967860,66967-86-0,CN(C)C(=O)Oc1cc([N+](C)(C)C)ccc1N=Nc1ccccc1,5.310969304
66967871,66967-87-1,CN(C)C(=O)Oc1ccccc1[N+](C)(C)C,5.549540394
66967882,66967-88-2,CC[N+](CC)(CC)Cc1ncccc1OC(=O)N(C)C,6.146735623
66967893,66967-89-3,CC(=O)Oc1cccnc1C[N+](C)(C)C,3.267626456
66967906,66967-90-6,C[N+](C)(C)Cc1ncccc1OC(=O)c1ccccc1,3.942152127
66967917,66967-91-7,CC(C)N(C(=O)Oc1cccnc1C[N+](C)(C)C)C(C)C,4.126543152
66967928,66967-92-8,CN(C)C(=O)Oc1cccnc1C[N+](C)(C)C,6.502082826
66967940,66967-94-0,Cc1ccc(N(C)C(=O)Oc2cccnc2C[N+](C)(C)C)cc1,4.923463702
66967984,66967-98-4,CN(C)C(=O)Oc1ccc(C(C)(C)CC(C)(C)C)cc1C[N+](C)(C)C,5.339375657
66967995,66967-99-5,Cc1cc(O)cc([N+](C)(C)C)c1,4.199556681
66968001,66968-00-1,Cc1ccc(O)cc1[N+](C)(C)C,3.919715984
66968023,66968-02-3,CN(C)C(=O)Sc1cccc([N+](C)(C)C)c1,4.123786329
66968045,66968-04-5,CC[N+](C)(CC)CCCCC[N+](C)(CC)CC,4.045797562
66968432,66968-43-2,CCSCC1(CC)C(=O)NC(=S)NC1=O,3.391564907
66968852,66968-85-2,CCCCCC(C)C1(CC)C(=O)NC(=S)NC1=O,3.301669707
66968976,66968-97-6,CCCCC(C)C1(CC)C(=O)NC(=S)NC1=O,3.431145292
67000888,67000-88-8,CP(=O)(F)OCCCCc1ccc2ccc3cccc4ccc1c2c34,4.37335466
67011238,67011-23-8,Cc1cccc([N+](C)(C)C)c1OC(=O)N(C)C,5.57599928
67011249,67011-24-9,C[N+](C)(C)c1cc(O)cc(-c2ccccc2)c1,4.756474454
67011409,67011-40-9,CC(=O)Nc1cccc(C(=O)O)c1,1.721798496
67011410,67011-41-0,CCCCCCC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,2.721144495
67011421,67011-42-1,CCCCCC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,2.320939733
67011432,67011-43-2,CCCCCCCC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,3.144933325
67011443,67011-44-3,CCCCC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,2.024509502
67031429,67031-42-9,CC(C)NCC(O)c1cccc(F)c1,3.381209765
67031430,67031-43-0,CCCNCC(O)c1cccc(F)c1,3.554660928
67031565,67031-56-5,Nc1c(I)cc(I)c(C(=O)O)c1I,2.813234597
67031576,67031-57-6,CC1CCCCN1CCCOC(=O)c1ccccc1C(=O)c1ccccc1,4.608612789
67031623,67031-62-3,O=CNc1c(I)c(NC=O)c(I)c(C(=O)O)c1I,1.898562869
67031656,67031-65-6,CC1CC(C)N(CCCOC(=O)c2ccccc2)C(C)C1,4.28543578
67031667,67031-66-7,CC1CCCCN1CCCOC(=O)c1ccc(Oc2ccccc2)cc1,4.004274686
67031985,67031-98-5,CCCCCC1CCN(CCCOC(=O)c2ccccc2)CC1,4.086733448
67032024,67032-02-4,CC1CCC(C)N(CCCOC(=O)c2ccccc2)C1,4.097977755
67032079,67032-07-9,CC1CC(C)N(CCCOC(=O)c2ccccc2O)C(C)C1,4.053530865
67032115,67032-11-5,CC(C)CCOc1ccc(C(=O)OCCCN2CCCCC2C)cc1,4.049591865
67032137,67032-13-7,CCC(COC(=O)c1ccccc1)NC(C)C,3.593520508
67032160,67032-16-0,CC(C)C1CCN(CCCOC(=O)c2ccccc2)CC1,4.014369007
67032171,67032-17-1,CC1CCCCN1CCCOC(=O)c1ccccc1S,3.844258183
67032182,67032-18-2,CC(CN1CCCCC1C)OC(=O)c1ccccc1,3.860944929
67032239,67032-23-9,CCC(COC(=O)c1ccccc1)NC1CCCC1,3.940126175
67032240,67032-24-0,CC(C)(CNC1CCCC1)OC(=O)c1ccccc1,4.019307421
67032251,67032-25-1,CC(CNC1CCCC1)OC(=O)c1ccccc1,3.8492228
67032262,67032-26-2,CC(COC(=O)c1ccccc1)NC1CCCC1,3.69432084
67032308,67032-30-8,CCCC(=O)Nc1c(I)c(NC(=O)CCC)c(I)c(C(=O)O)c1I,1.968757215
67032319,67032-31-9,CCCCCC(=O)Nc1c(I)c(NC(=O)CCCCC)c(I)c(C(=O)O)c1I,3.082863728
67032386,67032-38-6,CCCCOc1ccc(C(=O)OCC(C)(C)CN2CCC(C)CC2)cc1,4.001837035
67032397,67032-39-7,CCCCOc1ccc(C(=O)OCCCN2C(C)CCCC2C)cc1,4.160742317
67032400,67032-40-0,CCCCOc1ccc(C(=O)OCCCN2CCCCC2C)c(O)c1,4.066289888
67032422,67032-42-2,CCCCOc1ccc(C(=O)OC(C)CN2CCCCC2C)cc1,3.373840262
67032433,67032-43-3,CCCCOc1ccc(C(=O)OCCC(C)N2CCCC(C)C2)cc1,4.049591865
67032444,67032-44-4,CCCCOc1ccccc1C(=O)OCCCN1CCCCC1C,4.443878128
67032455,67032-45-5,CCCCOc1ccc(C(=O)OCCCN2CCCCC2C)cc1,4.180636693
67032466,67032-46-6,CCCCOc1ccc(C(=O)OCCCN2CCCC(C)C2)cc1,4.09169561
67032477,67032-47-7,CCCCOc1ccc(C(=O)OCCCN2CCC(C)CC2)cc1,4.09169561
67032557,67032-55-7,CCC(COC(=O)c1ccccc1)NC1CCCCC1,4.042011311
67046133,67046-13-3,ClCCN(Cl)CCCl,3.547710725
67048355,67048-35-5,CC1CCCC(C)N1CCCOC(=O)c1ccc(Oc2ccccc2)cc1,4.060094366
67049483,67049-48-3,CCCCCCCOc1ccc(C(=O)OCCCN2CCCCC2C)cc1,4.2129434
67049494,67049-49-4,CCCCCCOc1ccc(C(=O)OCCCN2C(C)CCCC2C)cc1,4.056157296
67049529,67049-52-9,CC1CCCN(CCCOC(=O)c2ccccc2O)C1C,4.209203629
67049530,67049-53-0,CC1CCN(CCCOC(=O)c2ccccc2O)C(C)C1,4.163446138
67049563,67049-56-3,CC1CCCN(CCCOC(=O)c2ccccc2)C1C,3.895883276
67049574,67049-57-4,CC1CCN(CCCOC(=O)c2ccccc2)C(C)C1,3.992793289
67049609,67049-60-9,CCCCC(=O)Nc1c(I)c(NC(=O)CCCC)c(I)c(C(=O)O)c1I,2.428929981
67049665,67049-66-5,CCC(CC)C1CCCCN1CCCOC(=O)c1ccccc1,4.246434291
67049789,67049-78-9,CC(C)N(C(=O)Oc1cccnc1CN(C)C)C(C)C,3.633288174
67049790,67049-79-0,CN(C)C(=O)Oc1ccccc1CN,3.72012353
67049803,67049-80-3,CN(C)C(=O)Oc1ccccc1N,2.857831648
67049814,67049-81-4,CN(Cc1ccccc1)Cc1ncccc1OC(=O)N(C)C,4.999092825
67049825,67049-82-5,CCN(CC)Cc1ncccc1OC(=O)N(C)C,6.16979541
67049836,67049-83-6,CN(C)Cc1c(OC(=O)N(C)C)ccc2ccccc12,4.763026332
67049847,67049-84-7,CN(C)Cc1ncccc1OC(=O)N(C)C,6.14472206
67049858,67049-85-8,CN(C)C(=O)Oc1cccc(N(C)C)c1,3.473509909
67049869,67049-86-9,CN(C)C(=O)Oc1cc(N(C)C)ccc1N=Nc1cccnc1,3.732616951
67049870,67049-87-0,CN(C)C(=S)SS(=O)C(C)(C)C,3.097689114
67049892,67049-89-2,CN(C)C(=O)Oc1ccccc1NC(=N)N,4.778636137
67049905,67049-90-5,CNCc1ncccc1OC(=O)N(C)C,4.381144139
67049916,67049-91-6,CN(C)C(=O)Oc1ccccc1C1CCCCN1C,4.816826043
67049927,67049-92-7,CN(C)C(=O)Oc1ccc(N(C)c2ccccn2)cc1,3.588383768
67049938,67049-93-8,CN(C)C(=O)Oc1cccnc1CN1CCCCC1,6.545457217
67050219,67050-21-9,CCCCC1(C(C)CC)C(=O)NC(=S)NC1=O,3.097115036
67050264,67050-26-4,CCC(C)C1(CC)C(=O)NC(=O)N(C)C1=O,3.479577229
67050366,67050-36-6,CCC(C)C1(CC(C)C)C(=O)NC(=S)NC1=O,3.796085041
67050515,67050-51-5,CCC(C)C1(C)C(=O)NC(=S)NC1=O,2.756970637
67050606,67050-60-6,CCCC1(C(C)CC)C(=O)NC(=S)NC1=O,3.083402276
67050651,67050-65-1,CCCCSCCC1(CC)C(=O)NC(=O)NC1=O,3.321215919
67051278,67051-27-8,CC(C)=CCC1(C(C)C)C(=O)NC(=O)N(C)C1=O,4.322760103
67057345,67057-34-5,CCCCN(CCCC)C(=S)S[Sn](CCCC)(CCCC)CCCC,3.945928206
67057801,67057-80-1,O=S(=O)(CCc1ccncc1)c1ccccc1,3.275986186
67057812,67057-81-2,CCc1ccc(S(=O)(=O)CCc2ccncc2)cc1,4.339550811
67057823,67057-82-3,CCOc1ccc(S(=O)(=O)CCc2ccncc2)cc1,4.515057808
67057834,67057-83-4,O=S(=O)(CCc1ccncc1)c1ccc(Cl)cc1,4.557790901
67057845,67057-84-5,O=S(=O)(CCc1ccncc1)c1ccc(Br)cc1,3.560711484
67057856,67057-85-6,CC(=O)Nc1ccc(S(=O)(=O)CCc2ccncc2)cc1,3.527234841
67057867,67057-86-7,O=[N+]([O-])c1cccc(S(=O)(=O)CCc2ccncc2)c1,3.461531213
67057878,67057-87-8,Cc1ccc(S(=O)(=O)CCc2ccncc2)cc1[N+](=O)[O-],3.862958671
67057889,67057-88-9,O=S(=O)(CCc1ccccn1)c1ccccc1,3.083627314
67057890,67057-89-0,Cc1ccc(S(=O)(=O)CCc2ccccn2)cc1,3.255847855
67057903,67057-90-3,Cc1ccc(S(=O)(=O)CCc2ccccn2)c(C)c1,3.470039712
67057914,67057-91-4,CNCCS(=O)(=O)c1ccc(OC)cc1,3.004380092
67057925,67057-92-5,CCCCNCCS(=O)(=O)c1ccc(OC)cc1,3.437945844
67057936,67057-93-6,COc1ccc(S(=O)(=O)CCNCc2ccccc2)cc1,3.555448685
67057947,67057-94-7,COc1ccc(S(=O)(=O)CCNCCc2ccccc2)cc1,3.606743172
67057958,67057-95-8,COc1ccc(S(=O)(=O)CCN(C)C)cc1,3.049732353
67057969,67057-96-9,COc1ccc(S(=O)(=O)CCN2CCCCC2)cc1,3.493347726
67057970,67057-97-0,COc1ccc(S(=O)(=O)CCN2CCOCC2)cc1,2.973958077
67057981,67057-98-1,Cc1ccc(S(=O)(=O)CCN2CCOCC2)cc1,2.957586328
67057992,67057-99-2,COc1ccc(S(=O)(=O)CCN2CCN(CCS(=O)(=O)c3ccc(OC)cc3)CC2)cc1,3.202166286
67070217,67070-21-7,CC(=O)Nc1cc(NC(C)=O)cc(C(=O)O)c1,1.626695336
67070228,67070-22-8,CC1CCCCN1CCOCCOC(=O)c1ccccc1,4.152851489
67160865,67160-86-5,CCCCCCCCNC(=S)Nc1ccccn1,3.168670957
67161197,67161-19-7,CN(C)C=NCc1ccco1,3.434218065
67161211,67161-21-1,CN(C)C=Nc1cccc2cccnc12,3.794263609
67195260,67195-26-0,CC(C=C1c2ccccc2CCc2ccccc21)CN(C)C,3.920478134
67195964,67195-96-4,CCCCOc1c(CCN(CCOC(=O)Nc2ccccc2)CCOC(=O)Nc2ccccc2)cccc1OC,3.484827949
67196014,67196-01-4,CC1CCCCN1CCCOC(=O)Nc1ccccc1,3.969265276
67196036,67196-03-6,CN1CCCCC1Cn1c2ccccc2c2ccc(Cl)cc21,3.682414473
67196047,67196-04-7,CC1CCC(Cn2c3ccccc3c3ccccc32)N(C)C1,3.822563307
67196058,67196-05-8,CC1CCCC(Cn2c3ccccc3c3ccccc32)N1C,3.717827957
67196069,67196-06-9,CCN1CCCC(Cn2c3ccccc3c3ccccc32)C1,3.81280347
67196070,67196-07-0,CCN1CCC(Cn2c3ccccc3c3ccccc32)CC1,4.068075975
67196081,67196-08-1,COc1ccc2c3ccccc3n(C3CCCN(C)C3)c2c1,3.769964851
67196092,67196-09-2,COc1ccc2c(c1)c1ccccc1n2CC1CCCCN1C,3.564870287
67196105,67196-10-5,COc1ccc2c3ccccc3n(CC3CCCN(C)C3)c2c1,3.748786884
67196116,67196-11-6,COc1ccc2c3ccccc3n(CC3CCN(C)CC3)c2c1,3.733274718
67196127,67196-12-7,Cc1ccc2c(c1)c1ccccc1n2CC1CCCCN1C,3.687864733
67196138,67196-13-8,CN1CCC(n2c3ccccc3c3ccccc32)CC1,3.577117417
67196149,67196-14-9,CN1CCCC(n2c3ccccc3c3ccccc32)C1,4.644064206
67196150,67196-15-0,CN1CCC(CCn2c3ccccc3c3ccccc32)CC1,3.803258152
67196172,67196-17-2,CCCN1CCCC(Cn2c3ccccc3c3ccccc32)C1,3.770360534
67219447,67219-44-7,BrCc1ccccc1C[P+](c1ccccc1)(c1ccccc1)c1ccccc1,4.144523615
67224548,67224-54-8,COC(=O)C1CCCC2(C)C1CCC13C(C(C)C)=CC(CC21)C1C(=O)N(CN2CCCCC2)C(=O)C13,3.575513234
67226964,67226-96-4,CC(C)NCC(O)c1sccc1Br,3.877845043
67227161,67227-16-1,CCC(=O)C(CCN1CCCCC1)(c1ccccc1)c1ccccc1,4.224650878
