RTECS_ID,CAS_RN,SMILES,mouse_intraperitoneal_LD50
78311872,78311-87-2,C=c1[nH]/c(=C\c2ccccc2OC)c(=O)n1-c1ccc([N+](=O)[O-])cc1OC,2.662003062
78311883,78311-88-3,C=c1[nH]/c(=C\c2ccc(OC)cc2)c(=O)n1-c1ccc([N+](=O)[O-])cc1OC,2.662003062
78311894,78311-89-4,C=c1[nH]/c(=C/c2ccc(NC(C)=O)cc2)c(=O)n1-c1ccc([N+](=O)[O-])cc1OC,2.692832604
78311907,78311-90-7,C=c1[nH]/c(=C\c2ccc(N(C)C)cc2)c(=O)n1-c1ccc([N+](=O)[O-])cc1OC,2.677155088
78311918,78311-91-8,C=c1[nH]/c(=C\c2ccc(OCc3ccccc3)cc2)c(=O)n1-c1ccc([N+](=O)[O-])cc1OC,2.743763486
78311929,78311-92-9,C=c1[nH]c(=Cc2ccc([N+](=O)[O-])cc2)c(=O)n1-c1ccc([N+](=O)[O-])cc1OC,2.679350662
78311930,78311-93-0,C=c1[nH]/c(=C\c2ccc(OC(C)=O)cc2)c(=O)n1-c1ccc([N+](=O)[O-])cc1OC,2.693914824
78311941,78311-94-1,C=c1[nH]/c(=C\c2ccc(OC)c(OC)c2)c(=O)n1-c1ccc([N+](=O)[O-])cc1OC,2.821062405
78311952,78311-95-2,C=c1[nH]/c(=C\c2ccc(OC(C)=O)c(OC)c2)c(=O)n1-c1ccc([N+](=O)[O-])cc1OC,2.725704436
78311963,78311-96-3,C=c1[nH]c(=Cc2cc(OC)c(OC)cc2[N+](=O)[O-])c(=O)n1-c1ccc([N+](=O)[O-])cc1OC,2.742709424
78313594,78313-59-4,COCc1c(CSSCc2cnc(C)c(O)c2COC)cnc(C)c1O,2.960790701
78339614,78339-61-4,O=C1NC2C[S+]3CCCC3C2N1,2.494023345
78356691,78356-69-1,CCOC(=O)c1ccc(-n2c(C=Cc3ccccc3O)nc3cc([N+](=O)[O-])ccc3c2=O)cc1,2.660336037
78356737,78356-73-7,COC(=O)c1ccc(-n2c(C=Cc3ccccc3)nc3cc([N+](=O)[O-])ccc3c2=O)cc1,2.630850776
78356760,78356-76-0,COC(=O)c1ccc(-n2c(C=Cc3ccc(O)c(OC)c3)nc3cc([N+](=O)[O-])ccc3c2=O)cc1,2.675265865
78361816,78361-81-6,CCCCCC(O)C1C(=O)OC(C)C(O)C=CC=CC=CC=CC=C(C)C(O)C(O)C(O)CC(O)CC(O)CC(O)CC(O)CC1O,4.529089463
78368544,78368-54-4,CC(=O)OCC12CC(OC(=O)CC(C)(C)O)C(C)=CC1OC1C(O)C(O)C2(C)C12CO2,4.286000221
78370191,78370-19-1,CCCC(=O)OCC1Cn2c(nc3ccccc32)O1,2.716492485
78370204,78370-20-4,C=C1Cn2c(nc3ccccc32)O1,2.913781065
78371763,78371-76-3,CCc1ccc(C[N+]2(C)C3CCC2CC(OC(=O)C(O)c2ccccc2)C3)cc1,4.198145528
78371774,78371-77-4,CCc1ccc(C[N+]2(C)C3CCC2CC(OC(=O)C2c4ccccc4Oc4ccccc42)C3)cc1,4.165668061
78371785,78371-78-5,CCC(CC)Cc1ccc(C[N+]2(C)C3CCC2CC(OC(=O)C(CO)c2ccccc2)C3)cc1,4.110842134
78371796,78371-79-6,CCCCCCCCc1ccc(C[N+]2(C)C3CCC2CC(OC(=O)C(O)c2ccccc2)C3)cc1,3.834962666
78371887,78371-88-7,CCCCNC(=O)NC(=O)c1ccco1,2.960973052
78372211,78372-21-1,CCCC(C(=O)Nc1c(C)cccc1Cl)N1CCCC1,3.640262007
78373112,78373-11-2,COC(=O)c1ccc(-n2c(C)nc3cc([N+](=O)[O-])ccc3c2=O)cc1,2.530592819
78388699,78388-69-9,CCC1(C2OC(C3OC(O)(COC(=O)NCCc4ccccc4)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)O)O3)O2)O1,4.481420332
78406765,78406-76-5,CCOc1ccccc1NC(=O)C(CN(C)CC)N(C)CC,3.514629693
78406776,78406-77-6,CCOc1ccccc1NC(=O)C(CN(CC)CC)N(CC)CC,3.61719715
78406787,78406-78-7,CCN(CC)CC(C(=O)Nc1ccc(OC)cc1C)N(CC)CC,3.517081997
78406798,78406-79-8,CCCN(CC)CC(C(=O)Nc1ccc(OC)cc1C)N(CC)CCC,3.741015435
78416816,78416-81-6,COc1cc2c(cc1OC)-c1cc(=Nc3c(C)cc(C)cc3C)n(C)c(=O)n1CC2,3.431897457
78472829,78472-82-9,O=C(O)CN1C(=O)C(=Cc2ccccc2)C(=O)N(CC(=O)O)C1=O,3.021801435
78472830,78472-83-0,O=C(O)CCN1C(=O)C(=Cc2ccccc2)C(=O)N(CCC(=O)O)C1=O,3.057003697
78472852,78472-85-2,O=C(O)CCN1C(=O)C(=Cc2ccc(O)cc2)C(=O)N(CCC(=O)O)C1=O,3.075871371
78472863,78472-86-3,O=C(O)c1ccc(N2C(=O)C(=Cc3ccc(O)cc3)C(=O)N(c3ccc(C(=O)O)c([N+](=O)[O-])c3)C2=O)cc1[N+](=O)[O-],3.250360546
78472885,78472-88-5,COc1ccc(C=C2C(=O)N(CCC(=O)O)C(=O)N(CCC(=O)O)C2=O)cc1,2.758304847
78472896,78472-89-6,COc1ccc(C=C2C(=O)N(c3ccc(C(=O)O)c([N+](=O)[O-])c3)C(=O)N(c3ccc(C(=O)O)c([N+](=O)[O-])c3)C2=O)cc1,2.760746575
78472954,78472-95-4,COc1ccc(C=C2C(=O)N(c3ccc(C(=O)O)c([N+](=O)[O-])c3)C(=O)N(c3ccc(C(=O)O)c([N+](=O)[O-])c3)C2=O)cc1OC,3.283112215
78499271,78499-27-1,Cc1ccc2c(c1)CC(=O)c1cc(C(C)C(=O)O)ccc1O2,3.190730529
78506806,78506-80-6,O=C(O)c1ccc(N2C(=O)C(=Cc3ccccc3)C(=O)N(c3ccc(C(=O)O)c([N+](=O)[O-])c3)C2=O)cc1[N+](=O)[O-],3.237826787
78533569,78533-56-9,COC(=O)N=C1NCC(c2ccccc2)CN1,3.936496987
78576688,78576-68-8,Oc1ccccc1Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.77625916
78576702,78576-70-2,Oc1cc(Cl)c(Cl)cc1Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.229357761
78576724,78576-72-4,Oc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,2.600167901
78583376,78583-37-6,CN1C(=O)C(C2CCN(CC(O)C3COc4ccccc4O3)CC2)c2ccccc21,3.310159939
78587618,78587-61-8,COC(=O)Cc1ccc2oc(=O)c(-c3ccccc3)nc2c1,2.470254623
78587629,78587-62-9,COC(=O)Cc1ccc2oc(=O)c(-c3ccc(Cl)cc3)nc2c1,2.518170317
78587630,78587-63-0,COC(=O)Cc1ccc2oc(=O)c(-c3ccc(F)cc3)nc2c1,2.495938215
78587641,78587-64-1,COC(=O)Cc1ccc2oc(=O)c(-c3ccc(C)cc3)nc2c1,2.490409406
78587652,78587-65-2,COC(=O)Cc1ccc2oc(=O)c(-c3ccc(OC)cc3)nc2c1,2.512310764
78587663,78587-66-3,COC(=O)C(C)c1ccc2oc(=O)c(-c3ccccc3)nc2c1,2.490409406
78587674,78587-67-4,COC(=O)C(C)c1ccc2oc(=O)c(-c3ccc(Cl)cc3)nc2c1,2.536262921
78587685,78587-68-5,COC(=O)C(C)c1ccc2oc(=O)c(-c3ccc(Br)cc3)nc2c1,2.589074549
78587696,78587-69-6,COC(=O)C(C)c1ccc2oc(=O)c(-c3ccc(F)cc3)nc2c1,2.514960601
78587709,78587-70-9,COC(=O)C(C)c1ccc2oc(=O)c(-c3ccc(C)cc3)nc2c1,2.509670179
78587710,78587-71-0,COC(=O)C(C)c1ccc2oc(=O)c(-c3ccc(OC)cc3)nc2c1,2.530644014
78593712,78593-71-2,CNC(=O)c1ccc(C)nc1Nc1ccc(C)cc1,3.000546356
78593723,78593-72-3,CNC(=O)c1ccc(C)nc1Nc1ccc(OC)cc1,2.785121797
78593734,78593-73-4,CCNC(=O)c1ccc(C)nc1Nc1ccccc1,2.81602193
78593756,78593-75-6,CCNC(=O)c1ccc(C)nc1Nc1ccc(OC)cc1,2.154343315
78593767,78593-76-7,CCCNC(=O)c1ccc(C)nc1Nc1ccc(C)cc1,3.013028839
78593778,78593-77-8,CCCNC(=O)c1ccc(C)nc1Nc1ccc(OC)cc1,2.63111604
78593789,78593-78-9,CCCCNC(=O)c1ccc(C)nc1Nc1ccccc1,2.982539517
78593790,78593-79-0,CCCCNC(=O)c1ccc(C)nc1Nc1ccc(C)cc1,2.91105102
78593803,78593-80-3,NS(=O)(=O)c1ccc(-n2cc3c(c2)C2C=CC3C2)cc1,2.757936283
78593814,78593-81-4,OCCn1cc2c(c1)C1C=CC2C1,2.544640935
78593825,78593-82-5,c1ccc(-n2cc3c(c2)C2CCC3C2)cc1,2.621782624
78593836,78593-83-6,NS(=O)(=O)c1ccc(-n2cc3c(c2)C2CCC3C2)cc1,2.760983085
78593847,78593-84-7,O=[N+]([O-])c1ccc(Cl)c(-n2cc3c(c2)C2CCC3C2)c1O,2.784949483
78593858,78593-85-8,CC(C)(C)n1cc2c(c1)C1CCC2C1,2.578185198
78593869,78593-86-9,c1ccc(N2CC3C4CCC(C4)C3C2)cc1,2.630069714
78593870,78593-87-0,CC(C)(C)N1CC2C3CCC(C3)C2C1,2.587338232
78597736,78597-73-6,COC(=O)Cc1ccc2oc(=O)c(-c3ccc(Br)cc3)nc2c1,2.573092177
78598988,78598-98-8,C[Si](C)(CN1CCCCCC1)c1ccco1,3.483420869
78598999,78598-99-9,C[Si](C)(CCN1CCCCCC1)c1ccco1,3.543112235
78599005,78599-00-5,C[Si](C)(CCCN1CCCCCC1)c1ccco1,3.578922318
78599016,78599-01-6,C[Si](C)(CN1CCCCCC1)c1cccs1,3.307045679
78599027,78599-02-7,C[Si](C)(CCN1CCCCCC1)c1cccs1,3.366648675
78599038,78599-03-8,C[Si](C)(CCCN1CCCCCC1)c1cccs1,3.408148964
78612983,78612-98-3,CC(=O)c1c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)nn(CCOC=O)c1=O,3.157633029
78612994,78612-99-4,CC(=O)c1c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)nn(C)c1=O,3.094865762
78613000,78613-00-0,CC(=O)c1c(OCCO)nnc(-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1,3.350318025
78613022,78613-02-2,c1ccc(CC(c2ccccc2)c2nnc(-c3ccccc3)o2)cc1,2.610658833
78613033,78613-03-3,COc1ccc(CC(c2ccccc2)c2nnc(-c3ccccc3)o2)cc1,2.648878171
78613044,78613-04-4,COc1ccc(C(Cc2ccccc2)c2nnc(-c3ccccc3)o2)cc1,2.648878171
78613055,78613-05-5,Nc1nnc(C(Cc2ccccc2)c2ccccc2)o1,2.520673454
78613066,78613-06-6,COc1ccc(C(Cc2ccccc2)c2nnc(N)o2)cc1,2.567235225
78613077,78613-07-7,COc1ccc(CC(c2ccccc2)c2nnc(N)o2)cc1,2.692173961
78613099,78613-09-9,COc1ccc(CC(c2ccccc2)c2nnc(N)o2)cc1OC,2.609284851
78613102,78613-10-2,COc1ccc(CC(c2ccc(OC)c(OC)c2)c2nnc(N)o2)cc1OC,2.68284426
78613113,78613-11-3,S=c1[nH]nc(C(Cc2ccccc2)c2ccccc2)o1,2.973694223
78613124,78613-12-4,COc1ccc(C(Cc2ccccc2)c2n[nH]c(=S)o2)cc1,2.591612697
78613135,78613-13-5,COc1ccc(CC(c2ccccc2)c2n[nH]c(=S)o2)cc1,2.649604644
78613157,78613-15-7,COc1ccc(CC(c2ccc(OC)c(OC)c2)c2n[nH]c(=S)o2)cc1OC,2.701645685
78613168,78613-16-8,O=C(O)CSc1nnc(CC(c2ccccc2)c2ccccc2)o1,2.753843404
78613179,78613-17-9,CCOC(=O)CSc1nnc(C(Cc2ccccc2)c2ccccc2)o1,2.663298003
78613180,78613-18-0,COc1ccc(C(Cc2nnc(SCC(=O)O)o2)c2ccccc2)cc1,2.790554901
78613191,78613-19-1,CCOC(=O)CSc1nnc(C(Cc2ccc(OC)cc2)c2ccccc2)o1,2.697320901
78613204,78613-20-4,Cc1cc(OCc2nnc(N)o2)ccc1Cl,2.476509192
78613226,78613-22-6,Cc1cccc(OC(C)c2nnc(N)o2)c1,2.495829677
78613237,78613-23-7,Cc1cc(OC(C)c2nnc(N)o2)ccc1Cl,2.50121165
78613248,78613-24-8,CC(C)(Oc1ccccc1)c1nnc(N)o1,2.43783773
78613259,78613-25-9,Cc1cccc(OC(C)(C)c2nnc(N)o2)c1,2.464770764
78613260,78613-26-0,CC(C)(Oc1ccc(Cl)cc1)c1nnc(N)o1,2.50121165
78613271,78613-27-1,Cc1cc(OC(C)(C)c2nnc(N)o2)ccc1Cl,2.582576287
78613282,78613-28-2,Cc1cc(OCCc2n[nH]c(=S)o2)ccc1Cl,2.955432774
78613293,78613-29-3,Cc1cccc(OC(C)(C)c2n[nH]c(=S)o2)c1,2.796440764
78613306,78613-30-6,CC(C)(Oc1ccc(Cl)cc1)c1n[nH]c(=S)o1,2.587455989
78613317,78613-31-7,Cc1cc(OC(C)(C)c2n[nH]c(=S)o2)ccc1Cl,2.755521181
78613328,78613-32-8,Cc1cc(OC(C)(C)C(=O)NN)ccc1Cl,2.783020521
78614354,78614-35-4,O=C1CCSC(=O)N1CCCCCCN1C(=O)CCSC1=O,3.029280404
78626309,78626-30-9,COc1ccc(CC(c2ccc(OC)cc2)c2n[nH]c(=S)o2)cc1,2.689461083
78664730,78664-73-0,CC(C)CC(NC(=O)C1CCCC(=O)N1)C(=O)N1CCCC1C(N)=O,1.94501904
78675168,78675-16-8,CCCCCC=C1CCCCC1=NOCCCN1CCN(C)CC1,3.224709127
78679160,78679-16-0,CC1CC(=O)N(C)c2ccccc2N1C,2.569848278
78683779,78683-77-9,CC(C)CC(NC(=O)C(O)C(O)C(N)CC(N)=O)C1Cc2cccc(O)c2C(=O)O1,4.781720507
78697560,78697-56-0,C=C(C)C1Cc2oc(cc2C=O)C2OC2(C)CC2OC(=O)C3(OC23)C(OC(C)=O)C1,4.71644785
78702848,78702-84-8,CC(=O)Nc1cccc(OCCCN2CCN(c3ccccc3)CC2)c1,2.631893697
78740202,78740-20-2,Cn1c(=O)c2c(nc(NCc3ccccc3)n2CC(O)CO)n(C)c1=O,2.811268172
78743165,78743-16-5,O=C1NC(=O)C(c2csc(-c3ccc(Cl)c(Cl)c3)n2)=C1O,2.816139477
78755814,78755-81-4,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,1.879802396
78772346,78772-34-6,Cc1cccc(NC(=S)NNC(=O)Cc2nc3ccccc3[nH]2)c1,2.229712552
78772357,78772-35-7,COc1ccccc1NC(=S)NNC(=O)Cc1nc2ccccc2[nH]1,2.249715533
78772380,78772-38-0,O=C(Cc1nc2ccccc2[nH]1)NNC(=S)Nc1cccc(Cl)c1,2.255081856
78772415,78772-41-5,Cc1ccccc1NC(=S)NNCCc1nc2ccccc2[nH]1,2.21144227
78772460,78772-46-0,S=C(NNCCc1nc2ccccc2[nH]1)Nc1ccccc1Cl,2.237869086
78772471,78772-47-1,S=C(NNCCc1nc2ccccc2[nH]1)Nc1cccc(Cl)c1,2.237869086
78772506,78772-50-6,CCNC(=S)NNCCc1nc2ccccc2[nH]1,2.119536308
78788995,78788-99-5,CCCCCCN1CCN(Cc2ccc(N(CC)CC)c(Br)c2)C(=O)C1=O,3.641880452
78789078,78789-07-8,COC(=O)c1ccc(CN2CCN(Cc3ccc(Nc4ncccn4)cc3)C(=O)C2=O)o1,2.939958317
78798080,78798-08-0,COC(=O)NC1C(C)OC(OC2CC=C(C)C3C=CC4C(OC5CC(OC6CC(OC7CC(O)C(O)C(C)O7)C(OC7CC(O)C(OC)C(C)O7)C(C)O6)C(O)C(C)O5)C(C)CC(C)C4C3(C)C(=O)C3=C(O)C4(CC(C)C(CO)=CC4C=C2C)OC3=O)CC1(C)[N+](=O)[O-],3.889310603
78800085,78800-08-5,C=CC1(C(C)C#CCC)C(=O)NC(=S)NC1=O,3.578956819
78807666,78807-66-6,O=C(CN1N=C(c2ccccc2)CC1c1ccccc1[N+](=O)[O-])N1c2ccccc2Sc2ccccc21,2.704654041
78807677,78807-67-7,O=C(CN1N=C(c2ccccc2)CC1c1ccc([N+](=O)[O-])cc1)N1c2ccccc2Sc2ccccc21,2.704654041
78807688,78807-68-8,O=C(CN1N=C(c2ccccc2)CC1c1ccc(Cl)c(Cl)c1)N1c2ccccc2Sc2ccccc21,2.724669015
78807699,78807-69-9,CCOc1cc(C2CC(c3ccccc3)=NN2CC(=O)N2c3ccccc3Sc3ccccc32)ccc1O,2.717372551
78807702,78807-70-2,O=C(CN1N=C(c2ccc([N+](=O)[O-])cc2)CC1c1ccccc1[N+](=O)[O-])N1c2ccccc2Sc2ccccc21,2.74161166
78807713,78807-71-3,O=C(CN1N=C(c2ccc([N+](=O)[O-])cc2)CC1c1ccc([N+](=O)[O-])cc1)N1c2ccccc2Sc2ccccc21,2.74161166
78807724,78807-72-4,CN(C)c1ccc(C2CC(c3ccc([N+](=O)[O-])cc3)=NN2CC(=O)N2c3ccccc3Sc3ccccc32)cc1,2.740090973
78807735,78807-73-5,CCOc1cc(C2CC(c3ccc([N+](=O)[O-])cc3)=NN2CC(=O)N2c3ccccc3Sc3ccccc32)ccc1O,2.753306462
78807746,78807-74-6,Cc1ccc(C2CC(c3ccc([N+](=O)[O-])cc3)=NN2CC(=O)N2c3ccccc3Sc3ccccc32)cc1C,2.72806226
78807757,78807-75-7,O=C(CN1N=C(c2ccc([N+](=O)[O-])cc2)CC1c1ccccc1)N1c2ccccc2Sc2ccccc21,2.704654041
78807768,78807-76-8,O=C(CN1N=C(c2ccc(Cl)cc2)CC1c1ccccc1[N+](=O)[O-])N1c2ccccc2Sc2ccccc21,2.733222953
78807779,78807-77-9,O=C(CN1N=C(c2ccc(Cl)cc2)CC1c1ccc([N+](=O)[O-])cc1)N1c2ccccc2Sc2ccccc21,2.733222953
78807780,78807-78-0,O=C(CN1N=C(c2ccc(Cl)cc2)CC1c1ccc(Cl)c(Cl)c1)N1c2ccccc2Sc2ccccc21,2.751990794
78807791,78807-79-1,O=C(CN1N=C(c2ccc(Cl)cc2)CC1c1ccccc1)N1c2ccccc2Sc2ccccc21,2.695512321
78816429,78816-42-9,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1CC2,3.626866746
78816430,78816-43-0,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCN3CCCC3C1)c1ccccc1CC2,3.568289983
78816554,78816-55-4,CCN(CC)CCC(=O)N1c2ccccc2CCc2ccc(NC(=O)OC)cc21,3.898179778
78850518,78850-51-8,CN(C)CCCC(CNC(=O)N(CCCl)N=O)(c1ccc(F)cc1)c1ccc(F)cc1,3.548823994
78850541,78850-54-1,CN(C)CCCC(CNC(=O)N(CCCl)N=O)(c1ccccc1)c1ccccc1,3.426962505
78850574,78850-57-4,CC(CN(C)C)CC(CNC(=O)N(CCCl)N=O)(c1ccccc1)c1ccccc1,3.374385729
78851953,78851-95-3,CC(C)CC(=O)c1ccc[n+](COC[n+]2cccc(C=NO)c2)c1,3.287274673
78853391,78853-39-1,CCN(CC)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,3.045003607
78859468,78859-46-8,CC(C)C1NC(=O)C(CC(=O)O)NC1=O,4.330862042
78868390,78868-39-0,O=C(O)Cc1ccc(-c2cc(-c3ccccc3)on2)cc1,2.48086146
78868403,78868-40-3,O=C(O)Cc1ccc(-c2cc(-c3ccc(Cl)cc3)on2)cc1,2.496569892
78868414,78868-41-4,O=C(O)Cc1ccc(-c2cc(-c3ccc(F)cc3)on2)cc1,2.473172997
78868425,78868-42-5,COc1ccc(-c2cc(-c3ccc(CC(=O)O)cc3)no2)cc1,2.657262294
78868436,78868-43-6,CC(C(=O)O)c1ccc(-c2cc(-c3ccccc3)on2)cc1,2.70093179
78868447,78868-44-7,CC(C(=O)O)c1ccc(-c2cc(-c3ccc(Cl)cc3)on2)cc1,2.749152379
78868458,78868-45-8,CC(C(=O)O)c1ccc(-c2cc(-c3ccc(F)cc3)on2)cc1,2.493195862
78868469,78868-46-9,COc1ccc(-c2cc(-c3ccc(C(C)C(=O)O)cc3)no2)cc1,2.676523067
78868470,78868-47-0,COC(=O)Cc1ccc(-c2cc(-c3ccccc3)on2)cc1,2.467344638
78868481,78868-48-1,COC(=O)Cc1ccc(-c2cc(-c3ccc(Cl)cc3)on2)cc1,2.515565226
78868492,78868-49-2,COC(=O)Cc1ccc(-c2cc(-c3ccc(F)cc3)on2)cc1,2.493195862
78868505,78868-50-5,COC(=O)Cc1ccc(-c2cc(-c3ccc(OC)cc3)on2)cc1,2.509670179
78868516,78868-51-6,COC(=O)C(C)c1ccc(-c2cc(-c3ccccc3)on2)cc1,2.487631804
78868527,78868-52-7,COC(=O)C(C)c1ccc(-c2cc(-c3ccc(Cl)cc3)on2)cc1,2.533764435
78868538,78868-53-8,COC(=O)C(C)c1ccc(-c2cc(-c3ccc(F)cc3)on2)cc1,2.512336127
78886585,78886-58-5,OC(Cn1ccnc1)c1cccc2c1CCCC2,2.953029081
78886609,78886-60-9,OC(Cn1ccnc1)c1ccc2ccccc2c1,3.081573514
78886610,78886-61-0,O=C(Cn1ccnc1)c1cccc2c1CCCC2,3.190432916
78886632,78886-63-2,O=C(Cn1ccnc1)c1ccc(Cl)c2ccccc12,2.876216236
78893397,78893-39-7,COc1cc2c(cc1OC)C(=CN(C)C)C(=O)NC2,3.532322467
78915250,78915-25-0,CCN(CC)CCN/C=C1\C(=O)NC(c2ccccc2)c2cc(OC)c(OC)cc21,3.260103203
78915272,78915-27-2,COc1cc2c(cc1OC)C(c1ccccc1)N=C(NCc1ccccc1)C2,3.412726475
78915330,78915-33-0,COc1cc2c(cc1OC)/C(=N/N)NCC2,3.21456914
78932931,78932-93-1,COc1ccc(C=Nc2ccc(N3CCN(c4ccccc4)CC3)cc2)cc1,2.870970109
78932942,78932-94-2,COc1ccccc1C=Nc1ccc(N2CCN(c3ccccc3)CC2)cc1,2.569940113
78932953,78932-95-3,C(=Nc1ccc(N2CCN(c3ccccc3)CC2)cc1)c1ccc(OCc2ccccc2)cc1,2.650872613
78932964,78932-96-4,COc1ccc(C=Nc2ccc(N3CCN(c4ccccc4C)CC3)cc2)cc1,2.88706677
78932975,78932-97-5,COc1ccccc1C=Nc1ccc(N2CCN(c3ccccc3C)CC2)cc1,2.586036775
78932986,78932-98-6,COc1cc(C=Nc2ccc(N3CCN(c4ccccc4C)CC3)cc2)c([N+](=O)[O-])cc1OC,2.663261699
78932997,78932-99-7,COc1ccccc1C=Nc1ccc(N2CCN(c3ccc(C)cc3)CC2)cc1,2.88706677
78933003,78933-00-3,Cc1ccc(N2CCN(c3ccc(N=Cc4cc(Cl)cc(Cl)c4)cc3)CC2)cc1,2.627749792
78933014,78933-01-4,COc1cc(C=Nc2ccc(N3CCN(c4ccc(C)cc4)CC3)cc2)c([N+](=O)[O-])cc1OC,2.663261699
78933025,78933-02-5,COc1ccc(CNc2ccc(N3CCN(c4ccccc4)CC3)cc2)cc1,2.572290606
78933036,78933-03-6,COc1ccccc1CNc1ccc(N2CCN(c3ccccc3)CC2)cc1,2.873320602
78933047,78933-04-7,Oc1ccccc1CNc1ccc(N2CCN(c3ccccc3)CC2)cc1,2.856696272
78933058,78933-05-8,c1ccc(COc2ccc(CNc3ccc(N4CCN(c5ccccc5)CC4)cc3)cc2)cc1,2.652824371
78933069,78933-06-9,COc1ccc(CNc2ccc(N3CCN(c4ccccc4C)CC3)cc2)cc1,2.588301966
78933070,78933-07-0,COc1ccccc1CNc1ccc(N2CCN(c3ccccc3C)CC2)cc1,2.588301966
78933081,78933-08-1,Cc1ccccc1N1CCN(c2ccc(NCc3ccccc3O)cc2)CC1,2.572290606
78933092,78933-09-2,COc1cc(CNc2ccc(N3CCN(c4ccccc4C)CC3)cc2)c([N+](=O)[O-])cc1OC,2.966188681
78933105,78933-10-5,COc1ccccc1CNc1ccc(N2CCN(c3ccc(C)cc3)CC2)cc1,2.588301966
78933116,78933-11-6,Cc1ccc(N2CCN(c3ccc(NCc4ccccc4O)cc3)CC2)cc1,2.873320602
78933127,78933-12-7,Cc1ccc(N2CCN(c3ccc(NCc4cc(Cl)cc(Cl)c4)cc3)CC2)cc1,2.629808029
78933138,78933-13-8,COc1cc(CNc2ccc(N3CCN(c4ccc(C)cc4)CC3)cc2)c([N+](=O)[O-])cc1OC,2.665158685
78959087,78959-08-7,O=C(NN=C1CSc2ccccc2N1)c1ccccc1,2.452332413
78959098,78959-09-8,O=C(NN=C1CSc2ccccc2N1)c1ccccc1O,2.476186516
78959101,78959-10-1,O=C(NN=C1CSc2ccccc2N1)c1ccc(Cl)cc1,2.502155259
78959112,78959-11-2,O=C(NN=C1CSc2ccccc2N1)c1ccc(Cl)cc1Cl,2.54684607
78959123,78959-12-3,O=C(NN=C1CSc2ccccc2N1)c1cccnc1,2.453844069
78959134,78959-13-4,O=C(NN=C1CSc2ccccc2N1)c1ccncc1,2.453844069
78959145,78959-14-5,O=C(NN=C1CSc2ccccc2N1)c1ccco1,2.436666645
78959156,78959-15-6,CC(C)(C)OC(=O)NN=C1CSc2ccccc2N1,2.446171995
78959167,78959-16-7,CC(=O)NN=C1CSc2cc(Cl)ccc2N1,2.407781679
78959178,78959-17-8,O=C(NN=C1CSc2cc(Cl)ccc2N1)c1ccccc1,2.502155259
78959189,78959-18-9,O=C(NN=C1CSc2cc(Cl)ccc2N1)c1ccccc1O,2.523486332
78959190,78959-19-0,O=C(NN=C1CSc2cc(Cl)ccc2N1)c1ccc(O)cc1,2.523486332
78959203,78959-20-3,O=C(NN=C1CSc2cc(Cl)ccc2N1)c1ccc(Cl)cc1,2.54684607
78959214,78959-21-4,O=C(NN=C1CSc2cc(Cl)ccc2N1)c1ccc(Cl)cc1Cl,2.587364064
78959225,78959-22-5,O=C(NN=C1CSc2cc(Cl)ccc2N1)c1ccc([N+](=O)[O-])cc1,2.559664884
78959236,78959-23-6,O=C(NN=C1CSc2cc(Cl)ccc2N1)c1ccco1,2.488214996
78959247,78959-24-7,O=C(NN=C1CSc2cc(Cl)ccc2N1)c1ccc([N+](=O)[O-])o1,2.547478103
78959258,78959-25-8,O=C(NN=C1CSc2cc(Cl)ccc2N1)c1cccnc1,2.503503327
78959269,78959-26-9,O=C(NN=C1CSc2cc(Cl)ccc2N1)c1ccncc1,2.503503327
78959270,78959-27-0,CC(=O)NN=C1COc2ccccc2N1,2.312213335
78959281,78959-28-1,CCC(=O)NN=C1COc2ccccc2N1,2.340927717
78959292,78959-29-2,CCCC(=O)NN=C1COc2ccccc2N1,2.367860751
78959305,78959-30-5,CC(C)C(=O)NN=C1COc2ccccc2N1,2.367860751
78959316,78959-31-6,O=C(Cc1ccccc1)NN=C1COc2ccccc2N1,2.44919289
78959327,78959-32-7,O=C(NN=C1COc2ccccc2N1)c1ccccc1O,2.452226645
78959338,78959-33-8,COc1ccc(C(=O)NN=C2COc3ccccc3N2)cc1,2.47321536
78959349,78959-34-9,CCOc1ccc(C(=O)NN=C2COc3ccccc3N2)cc1,2.493236316
78959350,78959-35-0,Cc1ccc(C(=O)NN=C2COc3ccccc3N2)cc1,2.44919289
78959361,78959-36-1,O=C(NN=C1COc2ccccc2N1)c1ccc(Cl)cc1,2.479622811
78959372,78959-37-2,O=C(NN=C1COc2ccccc2N1)c1ccco1,2.410353695
