RTECS_ID,CAS_RN,SMILES,rabbit_skin_LD50
2173571,2173-57-1,CC(C)COc1ccc2ccccc2c1,1.602669747
2179579,2179-57-9,C=CCSSCC=C,1.608882451
2198610,2198-61-0,CCCCCC(=O)OCCC(C)C,1.571231195
2212671,2212-67-1,CCSC(=O)N1CCCCCC1,1.72404407
2216515,2216-51-5,CC1CCC(C(C)C)C(O)C1,1.494902829
2227136,2227-13-6,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,2.209594092
2235123,12-03-35,C=CC=CC=C,1.075780079
2235430,2235-43-0,O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,1.476399131
2275185,2275-18-5,CCOP(=S)(OCC)SCC(=O)NC(C)C,4.309281801
2275232,2275-23-2,CNC(=O)C(C)SCCSP(=O)(OC)OC,2.393942632
2282340,2282-34-0,CCCC(C)c1cccc(OC(=O)NC)c1,2.512472501
2475469,2475-46-9,CNc1ccc(NCCO)c2c1C(=O)c1ccccc1C2=O,2.170739763
2497189,2497-18-9,CCCC=CCOC(C)=O,1.453923484
2511106,2010/6/11,CCOP(C)(=O)SCC,3.845609586
2528361,2528-36-1,CCCCOP(=O)(OCCCC)Oc1ccccc1,1.757863479
2533826,2533-82-6,C[As]=S,1.940317222
2549931,2549-93-1,NCC1CCC(CN)CC1,2.529790772
2550267,2550-26-7,CC(=O)CCc1ccccc1,1.471892851
2556107,10-07-56,CCOC(C)OCCc1ccccc1,1.589444678
2568254,2568-25-4,CC1COC(c2ccccc2)O1,1.516413728
2583804,2583-80-4,O=S(=O)(O)c1ccc(C=Cc2ccccc2)c(-n2nc3ccc4cc(S(=O)(=O)O)ccc4c3n2)c1,2.404447981
2593159,2593-15-9,CCOc1nc(C(Cl)(Cl)Cl)ns1,2.163185938
2597537,2597-53-7,CCOP(=O)(OC=CCl)N(CC)CC,3.086530595
2624171,2624-17-1,O=c1[nH]c(=O)[nH]c(=O)[nH]1,1.411872129
2631405,2631-40-5,CNC(=O)Oc1ccccc1C(C)C,1.275386648
2639636,2639-63-6,CCCCCCOC(=O)CCC,1.537234607
2646971,2646-97-1,Nc1cccc(C(F)(F)F)c1,2.083313985
2655154,2655-15-4,CNC(=O)Oc1cc(C)cc(C)c1C,1.888170505
2664633,2664-63-3,Oc1ccc(Sc2ccc(O)cc2)cc1,1.328284111
2675776,2675-77-6,COc1cc(Cl)c(OC)cc1Cl,1.617117816
2686999,2686-99-9,CNC(=O)Oc1cc(C)c(C)c(C)c1,1.888170505
2687947,2687-94-7,CCCCCCCCN1CCCC1=O,1.994145513
2691410,2691-41-0,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,2.672179986
2702729,2702-72-9,O=C(O)COc1ccc(Cl)cc1Cl,2.146706885
2759719,2759-71-9,O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1,1.879317524
2764729,2764-72-9,c1cc[n+]2c(c1)-c1cccc[n+]1CC2,2.614873642
2782403,2782-40-3,CCCCNC(=O)c1ccccc1,1.248578893
2782709,2782-70-9,COP(=S)(OC)SCc1ccc(SP(=S)(OC)OC)cc1,2.208953822
2785877,2785-87-7,CCCc1ccc(O)c(OC)c1,2.729321584
2820511,2820-51-1,CN1CCCC1c1cccnc1,3.511177226
2835394,2835-39-4,C=CCOC(=O)CC(C)C,2.404705461
2872482,2872-48-2,COc1cc(N)c2c(c1N)C(=O)c1ccccc1C2=O,2.127545351
2873974,2873-97-4,C=CC(=O)NC(C)(C)CC(C)=O,1.228461956
2915539,2915-53-9,CCCCCCCCOC(=O)C=CC(=O)OCCCCCCCC,1.385994182
2921882,2921-88-2,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,2.243770767
2922545,2922-54-5,O=C(O)CCC(=O)O,2.771175772
2984647,2984-64-7,CCOP(=S)(CC)Sc1ccc(Cl)cc1,3.031728756
2987464,2987-46-4,N#CSc1ccc(N)cc1,2.972567298
3001578,3001-57-8,O=S1(=O)CC(Cl)C(Cl)C1,2.223528101
3016191,3016-19-1,CC=C(C)C=CC=C(C)C,1.754087018
3025307,3025-30-7,CCCCCC=CC=CC(=O)OCC,1.593928171
3060897,3060-89-7,CON(C)C(=O)Nc1ccc(Br)cc1,1.40487227
3064708,3064-70-8,O=S(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,2.678255692
3132998,3132-99-8,O=Cc1cccc(Br)c1,1.568248672
3337711,3337-71-1,COC(=O)NS(=O)(=O)c1ccc(N)cc1,2.061160212
3380345,3380-34-5,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,1.493233121
3383968,3383-96-8,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,2.682060363
3391864,3391-86-4,C=CC(O)CCCCC,1.589424897
3478942,3478-94-2,CC1CCCCN1CCCOC(=O)c1ccc(Cl)c(Cl)c1,2.120909393
3547339,3547-33-9,CCCCCCCCSCCO,1.146337988
3558609,3558-60-9,COCCc1ccccc1,1.535367468
3569571,3569-57-1,CCCCCCCCS(=O)CCCCl,4.474987981
3570614,3570-61-4,O=S(=O)(O)OCCOc1cc(Cl)c(Cl)cc1Cl,2.905208782
3571742,3571-74-2,C=CCSC1=NCCS1,2.670679603
3572063,06-03-72,CC(=O)CCc1ccc(OC(C)=O)cc1,2.007949978
3586149,3586-14-9,Cc1cccc(Oc2ccccc2)c1,1.566409206
3613330,3613-33-0,CCOC(C)(C)CCCC(C)CC=O,1.602758643
3748138,3748-13-8,C=C(C)c1cccc(C(=C)C)c1,1.898297257
3766607,3766-60-7,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,2.675231923
3825261,3825-26-1,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.983599018
3848246,3848-24-6,C=C(O)C(=O)CCC,1.358483083
3862086,08-06-62,CCc1ccccc1OP(=O)(Oc1ccccc1CC)Oc1ccccc1CC,1.914290256
3862122,12-02-62,Cc1ccc(OP(=O)(Oc2ccc(C)cc2C)Oc2ccc(C)cc2C)c(C)c1,1.715633169
3913711,3913-71-1,CCCCCCCC=CC=O,1.656754702
3966265,3966-26-5,O=C(C=Cc1ccccc1)NO,1.610596292
3984223,3984-22-3,C=CC1OCCO1,3.602567819
4016142,4016-14-2,CC(C)OCC1CO1,1.08052929
4076624,4076-62-4,CC=CC=CC(=O)NO,1.502232463
4080313,4080-31-3,ClC=CC[N+]12CN3CN(CN(C3)C1)C2,2.581817804
4097896,4097-89-6,NCCN(CCN)CCN,3.096874377
4126709,4126-70-9,NCCOC(=O)C=CC(=O)OCCN,1.650664194
4147517,4147-51-7,CCSc1nc(NC(C)C)nc(NC(C)C)n1,1.407205589
4154352,4154-35-2,C=C(C)C(=O)O[Sn](CCC)(CCC)CCC,1.920462486
4169044,04-04-69,CC(CO)Oc1ccccc1,1.881364682
4170303,4170-30-3,CC=CC=O,2.26587866
4189473,4189-47-3,CC(O)COC(=O)CBr,2.384437403
4193559,4193-55-9,O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O,2.66133934
4234791,4234-79-1,CCOC(=O)CCC(=O)CC1(O)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C42Cl,3.528485226
4242335,4242-33-5,O=C(OCCF)C(c1ccccc1)c1ccccc1,4.567012915
4261681,4261-68-1,CC(C)N(CCCl)C(C)C,2.919561229
4312974,4312-97-4,O=C(O)C=CCl,2.425322238
4364061,06-01-64,COC(C=Cc1ccccc1)OC,1.552013239
4395920,4395-92-0,CC(C)c1ccc(CC=O)cc1,1.511166518
4430313,4430-31-3,O=C1CCC2CCCCC2O1,1.644041677
4433367,4433-36-7,CC(=O)CCCC(C)CCC=C(C)C,1.59402551
4437858,4437-85-8,CCC1COC(=O)O1,1.763862071
4442799,4442-79-9,OCCC1CCCCC1,2.021579006
4454051,05-01-54,COC1CCC=CO1,1.365487985
4824786,4824-78-6,CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,2.896585736
4940118,11-08-40,CCc1occc(=O)c1O,1.447585911
4948281,4948-28-1,CC1(O)CCC2CC1C2(C)C,1.489263615
5089769,5089-76-9,CCC(C)O[Si](OC(C)CC)(OC(C)CC)OC(C)CC,1.606069859
5131248,5131-24-8,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,2.476089304
5131668,5131-66-8,CCCCOCC(C)O,1.629879617
5205118,2011/8/5,CC(C)=CCOC(=O)c1ccccc1,1.580336399
5216251,5216-25-1,Clc1ccc(C(Cl)(Cl)Cl)cc1,2.060548644
5234684,5234-68-4,CC1=C(C(=O)Nc2ccccc2)SCCO1,1.468546706
5251796,5251-79-6,O=C(O)CONC(=O)c1ccccc1,2.637209449
5259881,5259-88-1,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,1.222888724
5281130,5281-13-0,CCCCOCCOCCOC(OCCOCCOCCCC)c1ccc2c(c1)OCO2,1.659513079
5331328,5331-32-8,COC1CC2CCC1(C)C2(C)C,1.527062499
5340363,5340-36-3,CCCCCC(C)(O)CC,1.460169902
5392405,5392-40-5,CC(C)=CCCC(C)=CC=O,1.830337699
5431334,5431-33-4,CCCCCCCCC=CCCCCCCCC(=O)OCC1CO1,1.62650974
5434571,5434-57-1,CCCCCCOC(=O)C(C)(C)C,1.571231195
5435643,5435-64-3,CC(CC=O)CC(C)(C)C,1.755087841
5462066,06-06-62,COc1ccc(CC(C)C=O)cc1,1.552013239
5579851,5579-85-1,O=c1[nH]c2cc(Cl)c(Br)cc2o1,1.895574642
5585397,5585-39-7,CC(C)=CCCC(C)=CC#N,1.540408055
5598130,5598-13-0,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,2.207549546
5714716,5714-71-6,C=CC(C)C(C)C=O,1.049884463
5760509,5760-50-9,CC=CCCCCCCCC(=O)OC,1.59836585
5836102,10-02-36,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.521878717
5837785,5837-78-5,CC=C(C)C(=O)OCC,1.408819768
5870939,5870-93-9,CCCCCCCOC(=O)CCC,1.571231195
5888335,5888-33-5,C=CC(=O)OC1CC2CCC1(C)C2(C)C,1.619721351
5903139,5903-13-9,CN(C(=O)CF)c1cccc2ccccc12,5.093907743
5910850,5910-85-0,CCC=CC=CC=O,2.54646382
5915413,5915-41-3,CCNc1nc(Cl)nc(NC(C)(C)C)n1,1.8840681
5988910,5988-91-0,CC(C)CCCC(C)CC=O,1.550420157
5989275,5989-27-5,C=C(C)C1CC=C(C)CC1,1.435328255
6012971,6012-97-1,Clc1sc(Cl)c(Cl)c1Cl,2.937962349
6033165,6033-16-5,CCCCCCC=O,1.358650462
6090159,6090-15-9,CC(C)=CCCC(C)(C)O,1.454057846
6091447,6091-44-7,C1CCNCC1,2.48927557
6117915,6117-91-5,CC=CCO,1.822948145
6142387,6142-38-7,COC(C)C=O,2.041915498
6145739,6145-73-9,CC(Cl)COP(=O)(OCC(C)Cl)OCC(C)Cl,2.214276777
6187242,6187-24-2,CCCC=C(CC)[N+](=O)[O-],2.009772521
6259763,6259-76-3,CCCCCCOC(=O)c1ccccc1O,1.647938199
6284817,6284-81-7,CCCCOC(OCCCC)C(OCCCC)OCCCC,2.152858691
6305040,6305-04-0,O=C(CCl)c1ccc(O)cc1,1.328876311
6413101,2010/1/13,CCOC(=O)CC1(C)OCCO1,1.542068174
6416688,6416-68-8,O=S(=O)(O)c1cc(-n2nc3ccc4ccccc4c3n2)ccc1C=Cc1ccccc1,2.329890885
6515384,6515-38-4,O=c1[nH]c(Cl)c(Cl)cc1Cl,1.996590468
6522210,6522-21-0,ClC1CCC2SC1CCC2Cl,2.926665474
6707604,6707-60-4,O=C1CCCCCCCCCCOCCCCO1,1.709924302
6728263,6728-26-3,CCCC=CC=O,2.213716929
6789806,6789-80-6,CCC=CCC=O,1.423666455
6814580,6814-58-0,Cc1[nH]nc(Cl)c1[N+](=O)[O-],1.90727159
6837247,6837-24-7,O=C1CCCN1C1CCCCC1,2.019251337
6838933,6838-93-3,CC(C)OP(C)(=O)O,1.839173117
6923224,6923-22-4,CNC(=O)C=C(C)OP(=O)(OC)OC,2.917262319
6988212,6988-21-2,CNC(=O)Oc1ccccc1C1OCCO1,2.058714057
7011838,7011-83-8,CCCCCCC1(C)CCC(=O)O1,1.566505843
7143693,7143-69-3,C=CC(C)(CCC=C(C)C)OC(=O)Cc1ccccc1,1.736217967
7149260,7149-26-0,C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1N,1.73779038
7152809,7152-80-9,CN(C)c1ccc(SC#N)cc1,2.150683357
7212444,7212-44-4,C=CC(C)(O)CCC=C(C)CCC=C(C)C,1.648110098
7287196,7287-19-6,CSc1nc(NC(C)C)nc(NC(C)C)n1,1.891310801
7287367,7287-36-7,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,2.476661383
7289523,7289-52-3,CCCCCCCCCCOC,1.537345519
7327608,7327-60-8,N#CCN(CC#N)CC#N,1.826534782
7337453,7337-45-3,CC(C)(C)N,1.950335166
7492446,7492-44-6,CCCCC(C=O)=Cc1ccccc1,1.575811118
7492662,7492-66-2,CCOC(C=C(C)CCC=C(C)C)OCC,1.655829681
7492673,7492-67-3,CC(C)=CCCC(C)CCOCC=O,1.59836585
7493574,7493-57-4,CCCOC(C)OCCc1ccccc1,1.619721351
7779411,7779-41-1,CCCCCCCCCC(OC)OC,1.607107449
7779659,7779-65-9,CC(C)CCOC(=O)C=Cc1ccccc1,1.640075774
7780065,06-05-80,CC(C)OC(=O)C=Cc1ccccc1,1.580336399
7782403,7782-40-3,C,0.728164329
7785333,7785-33-3,CC=C(C)C(=O)OCC=C(C)CCC=C(C)C,1.67459479
7786290,7786-29-0,CCCCCCC(C)C=O,1.454057846
7786347,7786-34-7,COC(=O)C=C(C)OP(=O)(OC)OC,4.50109824
7790014,01-04-90,CC(=O)OC(C)(C#N)C#N,3.09888275
7795917,7795-91-7,CCC(C)OCCO,2.197468023
8003223,8003-22-3,O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,2.135595334
10004441,10004-44-1,Cc1cc(=O)[nH]o1,1.69499545
10008909,10008-90-9,C=C[Sn](Cl)(C=C)C=C,3.991414377
10029046,10029-04-6,C=C(CO)C(=O)OCC,2.558118313
10031580,10031-58-0,CCc1ccc(C)[n+](C(C)CCC(C)(C)CC(C)(C)C)c1,3.611910212
10031820,10031-82-0,CCOc1ccc(C=O)cc1,1.47763342
10031966,10031-96-6,C=CCc1ccc(OC=O)c(OC)c1,1.584815012
10032130,10032-13-0,CCCCCCOC(=O)CC(C)C,1.571231195
10032152,10032-15-2,CCCCCCOC(=O)C(C)CC,1.571231195
10042598,10042-59-8,CCCCCC(CO)CCC,1.199439761
10048325,10048-32-5,CC1CC=CC(=O)O1,1.347283539
10094345,10094-34-5,CCCC(=O)OC(C)(C)Cc1ccccc1,1.644068149
10138746,10138-74-6,CC(CN)NCCO,1.072543986
10140848,10140-84-8,CCOCCOc1ccc(Cl)cc1Cl,2.274361088
10140973,10140-97-3,C=C(Cl)c1ccc([N+](=O)[O-])cc1,2.672793877
10265926,10265-92-6,COP(N)(=O)SC,3.077743489
10311849,10311-84-9,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,3.433967258
10312831,10312-83-1,COCC=O,1.801509249
10415879,10415-87-9,CCC(C)(O)CCc1ccccc1,1.552120441
10433597,10433-59-7,O=C(O)CCCOc1ccc(Cl)cc1Cl,1.396361523
10453868,10453-86-8,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,2.13155066
10484363,10484-36-3,CC=Cc1ccc(OCCCCC)c(OC)c1,1.670874568
10486143,10486-14-3,C=C(C)CCCC(C)CCOC(=O)Cc1ccccc1,1.739420433
10519116,10519-11-6,CC(=O)OC1CCC2CCCCC2C1,1.593928171
10519127,10519-12-7,O=COC1CCC2CCCCC2C1,1.56172851
10537470,10537-47-0,CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O,3.09673626
10552746,10552-74-6,CC(C)OC(=O)c1cc(C(=O)OC(C)C)cc([N+](=O)[O-])c1,1.868190219
10563265,10563-26-5,NCCCNCCNCCCN,2.962523853
10605217,10605-21-7,COC(=O)Nc1nc2ccccc2[nH]1,1.352046247
12078283,12078-28-3,C1=CCC=C1,2.186752714
12225182,12225-18-2,COc1cc(NC(=O)C(=NNc2cc(OC)c(S(=O)(=O)Nc3ccccc3)cc2OC)C(C)=O)c(OC)cc1Cl,2.294497089
12771685,12771-68-5,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,3.107727083
12789036,12789-03-6,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,2.720458275
13042029,13042-02-9,N#CC=CCCC#N,1.325992254
13080892,13080-89-2,Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,2.887799089
13116535,13116-53-5,ClCC(Cl)(Cl)CCl,1.35995728
13121705,13121-70-5,O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,2.20148959
13171216,13171-21-6,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,3.573583714
13181174,13181-17-4,O=[N+]([O-])c1ccc(ON=Cc2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1,2.964751646
13194484,13194-48-4,CCCSP(=O)(OCC)SCCC,5.004224614
13253446,13253-44-6,CSCCC1NC(=O)NC1=O,1.542140469
13254347,13254-34-7,CC(C)CCCC(C)(C)O,1.460169902
13257448,13257-44-8,CCCCCCC#CC(OC)OC,1.566505843
13302062,13302-06-2,CCCC[Sn](CCCC)(CCCC)OS(C)(=O)=O,2.418321588
13347427,13347-42-7,Oc1ccc(Cl)cc1C1CCCC1,2.364334649
13356086,13356-08-6,CC(C)(C[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c1ccccc1)O[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c1ccccc1)CC(C)(C)c1ccccc1)c1ccccc1,2.72127669
13360457,13360-45-7,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,1.467679126
13426910,13426-91-0,C1CN[Cu+2]2(N1)NCCN2,1.351491924
13516273,13516-27-3,N=C(N)NCCCCCCCCNCCCCCCCCNC(=N)N,2.550931219
13560899,13560-89-9,ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl,1.912308428
13674878,13674-87-8,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,1.259635203
13684565,13684-56-5,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,2.176545583
13706860,13706-86-0,C=C(O)C(=O)CC(C)C,1.408819768
13816336,13816-33-6,CC(C)c1ccc(C#N)cc1,1.463011567
13826352,13826-35-2,OCc1cccc(Oc2ccccc2)c1,1.30154433
13863315,13863-31-5,CN(CCO)c1nc(Nc2ccccc2)nc(Nc2ccc(C=Cc3ccc(Nc4nc(Nc5ccccc5)nc(N(C)CCO)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)n1,2.631924474
13889924,13889-92-4,CCCSC(=O)Cl,1.488610248
13952846,13952-84-6,CCC(C)N,1.466209009
13980002,13980-00-2,CC(=O)N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,2.166128045
14255880,14255-88-0,O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,2.273155275
14374926,14374-92-6,CC=Cc1cc(C(C)C)ccc1C,1.54229499
14437173,14437-17-3,COC(=O)C(Cl)Cc1ccc(Cl)cc1,2.489009299
14727470,14727-47-0,CC1C2C(=O)CC3C2C(C)(C)CCCC13C,1.644154876
14765301,14765-30-1,CCC(C)C1CCCCC1=O,1.489263615
14959865,14959-86-5,CCCCC=CCCCCCCOC(C)=O,2.048374658
14974711,14974-71-1,C1OC1CSCC1CO1,3.068070034
15112897,15112-89-7,CN(C)[SiH](N(C)C)N(C)C,2.529183295
15242963,15242-96-3,CCCCCCCCCCCCCCCCCC(=O)O,1.755087841
15271417,15271-41-7,CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2,2.90179449
15299997,15299-99-7,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,1.76702785
15457053,15457-05-3,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,1.516141223
15625895,15625-89-5,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,1.758268956
15662336,15662-33-6,CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,2.091273805
15932806,15932-80-6,CC(C)=C1CCC(C)CC1=O,1.692561738
15972608,15972-60-8,CCc1cccc(CC)c1N(COC)C(=O)CCl,1.886928827
16066389,16066-38-9,CCCOC(=O)OOC(=O)OCCC,1.770207979
16079882,16079-88-2,CC1(C)C(=O)N(Cl)C(=O)N1Br,2.081836784
16212285,16212-28-5,N#CC(Cl)=C(Cl)Cl,3.560765516
16227104,16227-10-4,CCCCn1cnnc1,2.599207046
16324279,16324-27-9,O=S(=O)(O)c1cccc(Nc2nc(NCCO)nc(Nc3ccc(C=Cc4ccc(Nc5nc(NCCO)nc(Nc6cccc(S(=O)(=O)O)c6)n5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)n2)c1,2.694175957
16356119,16356-11-9,C=CC=CC=CCCCCC,1.699736581
16409453,16409-45-3,CC(=O)OC1CC(C)CCC1C(C)C,1.59836585
16409464,16409-46-4,CCC(C)C(=O)OC1CC(C)CCC1C(C)C,1.681940973
16491240,16491-24-0,CC=CC=CCOC(=O)C(C)C,1.52694893
16537512,16537-51-2,CCP(=S)(OC(C)C)SCN1C(=O)c2ccccc2C1=O,3.453027567
16587716,16587-71-6,CCC(C)(C)C1CCC(=O)CC1,1.553934645
16646427,16646-42-7,CC1(C(=O)O)CC=CCC1,2.447722248
16672870,16672-87-0,O=P(O)(O)CCCl,1.401695192
16752775,16752-77-5,CNC(=O)ON=C(C)SC,1.440711008
17096478,17096-47-8,CN(CCO[N+](=O)[O-])[N+](=O)[O-],1.91673023
17256392,17256-39-2,CC(CCl)N(C)C,1.536460603
17351756,17351-75-6,C=COCC1CCC(COC=C)CC1,1.991868179
17455139,17455-13-9,C1COCCOCCOCCOCCOCCO1,1.832400483
17511603,17511-60-3,CCC(=O)OC1CC2CC1C1CC=CC21,1.615497645
17597954,17597-95-4,CCCCCCOCC(OC)OC,1.580429986
17606314,17606-31-4,CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c1ccccc1,2.334077602
17796826,17796-82-6,O=C1c2ccccc2C(=O)N1SC1CCCCC1,1.718245853
17804352,17804-35-2,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,1.462881443
17831719,17831-71-9,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,2.003349934
18181709,18181-70-9,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,2.916980047
18181801,18181-80-1,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,1.622965345
18479588,18479-58-8,C=CC(C)CCCC(C)(C)O,1.494902829
18530568,18530-56-8,CN(C)C(=O)NC1CC2CC1C1CCCC21,2.487863677
18705221,18705-22-1,C#CCOP(=O)(OCCC)c1ccccc1,4.953737816
18829555,18829-55-5,CCCCC=CC=O,2.115386012
19009564,19009-56-4,CCCCCCCCC(C)C=O,1.532234443
19044883,19044-88-3,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],2.238504005
19089920,19089-92-0,CC=CC(=O)OCCCCCC,1.532122218
19095886,19095-88-6,Cc1cc(Cl)ccc1OC(C)C(=O)O,2.377484337
19120628,19120-62-8,CC(C)CO[V](=O)(OCC(C)C)OCC(C)C,2.171242802
19219864,19219-86-4,CCC(c1ccccc1)C(C)C,1.909224298
19666309,19666-30-9,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,2.237073501
19721223,19721-22-3,OCCCS,2.394013663
19910657,19910-65-7,CCC(C)OC(=O)OOC(=O)OC(C)CC,2.290494646
20056922,20056-92-2,CCCCC=CCCCCCCO,1.697377806
20354261,20354-26-1,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,1.319836975
20777495,20777-49-5,C=C(C)C1CCC(C)C(OC(C)=O)C1,1.593928171
20780498,20780-49-8,CC(=O)OCCC(C)CCCC(C)C,1.602758643
21087649,21087-64-9,CSc1nnc(C(C)(C)C)c(=O)n1N,1.029980016
21145777,21145-77-7,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,1.713330908
21267721,21267-72-1,C#CC(C)N(C(=O)CCl)c1ccccc1,2.061083944
21280295,21280-29-5,CC12CCC3(CCCC(C)(C)C3C1)OC2=O,1.648024157
21302090,21302-09-0,CCCCCCCCCCCCO[PH](=O)OCCCCCCCCCCCC,1.92287383
21452186,21452-18-6,Cc1nc(C)c(C(=O)Nc2ccccc2)s1,2.06503417
21548323,21548-32-3,CCOP(=O)(N=C1SCS1)OCC,4.192178826
21586210,21586-21-0,CC(N)CC(C)(C)N,1.861116044
21609905,21609-90-5,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,2.711883119
21722838,21722-83-8,CC(=O)OCCC1CCCCC1,1.532122218
21725462,21725-46-2,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,2.080442486
21923239,21923-23-9,CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,4.066448566
22029761,22029-76-1,CC1=C(C=CC(C)O)C(C)(C)CCC1,1.589543028
22042962,22042-96-2,O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CCN(CP(=O)(O)O)CP(=O)(O)O,2.05933542
22224926,22224-92-6,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,3.23154404
22248799,22248-79-9,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,2.165498357
22898017,22898-01-7,O=C(O)C(F)(F)C(F)F,1.863438855
22936863,22936-86-3,CC(C)Nc1nc(Cl)nc(NC2CC2)n1,1.48229986
23135220,23135-22-0,CNC(=O)ON=C(SC)C(=O)N(C)C,2.471739574
23184669,23184-66-9,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,1.953620451
23192429,23192-42-9,CCCCCCCCC=CCCCCCCOC(C)=O,2.144544227
23383962,23383-96-2,O=S(=O)(Nc1ccc(Cl)cc1Cl)C(F)(F)F,3.769496962
23384227,23384-22-7,O=S(=O)(Nc1ccc(F)cc1F)C(F)(F)F,3.717954948
23422539,23422-53-9,CNC(=O)Oc1cccc(/N=C/N(C)C)c1,1.336302736
23436193,23436-19-3,CC(C)COCC(C)O,1.218151323
23564058,23564-05-8,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,1.534536293
23564069,23564-06-9,CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,1.568736633
23850944,23850-94-4,CCCCC(CC)C(=O)O[Sn](CCCC)(OC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC,1.87898471
