RTECS_ID,CAS_RN,SMILES,mammal (species unspecified)_unreported_LD50
68173762,68173-76-2,COc1ccc(-c2nc(-c3ccc(Nc4nc(-c5ccc(Br)cc5)cs4)cc3)cs2)cc1,2.813311556
68173773,68173-77-3,COc1ccc(-c2nc(-c3ccc(Nc4nc(-c5ccc(C)cc5)cs4)cc3)cs2)cc1,2.755501354
68173784,68173-78-4,COc1ccc(-c2nc(-c3ccc(Nc4nc(-c5ccc([N+](=O)[O-])cc5)cs4)cc3)cs2)cc1,2.784062482
68173795,68173-79-5,c1ccc(Cc2nc(-c3ccc(Nc4nc(-c5ccccc5)cs4)cc3)cs2)cc1,2.725893264
68173808,68173-80-8,Clc1ccc(-c2csc(Nc3ccc(-c4csc(Cc5ccccc5)n4)cc3)n2)cc1,2.759693335
68194876,68194-87-6,Cn1c(-c2ccccc2)csc1=Nc1ccc(CC(=O)O)cc1,2.607997552
68194956,68194-95-6,CCn1c(-c2ccc(C)cc2)csc1=Nc1ccc(CC(=O)O)cc1,2.644018618
70057102,70057-10-2,Cc1ccc(Nc2cc(Cl)ccc2C(=O)N/N=C/c2ccccc2[N+](=O)[O-])cc1,2.611558691
70439133,70439-13-3,CCOCCN(C(=O)CCl)c1cccc(C)c1,2.504717165
70540362,70540-36-2,Clc1ccccc1-c1nsc(-c2ccccc2Cl)n1,3.089488271
70647619,70647-61-9,O=C(NP(=O)(N1CC1)N1CC1)OC1CCCCC1,3.357415478
70650907,70650-90-7,Clc1cccc(-c2nsc(-c3cccc(Cl)c3)n2)c1,3.089488271
70882541,70882-54-1,C#CCOC(=O)C=Cc1c[nH]c2ccccc12,2.563078303
70882552,70882-55-2,C[N+](C)(C)CCOC(=O)C=Cc1c[nH]c2ccccc12,3.737758606
70882563,70882-56-3,C[N+]1(CCOC(=O)C=Cc2c[nH]c3ccccc23)CCCCC1,3.964649175
70882574,70882-57-4,C[N+]1(CCOC(=O)C=Cc2c[nH]c3ccccc23)CCOCC1,3.967373133
70882610,70882-61-0,O=C(C=Cc1c[nH]c2ccccc12)NC1CCCCC1,2.224597801
70882621,70882-62-1,O=C(C=Cc1c[nH]c2ccccc12)Nc1cccc(OCc2ccccc2)c1,2.362242076
70882632,70882-63-2,O=C(C=Cc1c[nH]c2ccccc12)Nc1ccc(OCc2ccccc2)cc1,2.362242076
70882643,70882-64-3,COc1ccc(NC(=O)C=Cc2c[nH]c3ccccc23)cc1,2.289794012
70882654,70882-65-4,O=C(C=Cc1c[nH]c2ccccc12)Nc1cccc([N+](=O)[O-])c1,2.283455297
71203855,71203-85-5,C[n+]1cccc2c1Cc1ccccc1-2,3.959628009
71354193,71354-19-3,O=S(=O)(O)SCCNCc1cccc2ccccc12,3.172312429
71354217,71354-21-7,c1ccc2c(CNCCSSCCNCc3cccc4ccccc34)cccc2c1,3.335114743
71354239,71354-23-9,O=P(O)(O)SCCNCc1cccc2ccccc12,2.996097027
71381083,71381-08-3,C[n+]1cccc2c1C(=O)c1ccccc1-2,3.991733195
71509007,71509-00-7,COc1ccc2nc(-n3nc(C)cc3C)cc(C)c2c1,2.427050948
71605588,71605-58-8,N=C(N)SCCNCc1cccc2nsnc12,3.427133792
71605599,71605-59-9,O=S(=O)(O)SCCNCc1cccc2nsnc12,3.183847569
71605602,71605-60-2,CN(CCSC(=S)SCCN(C)c1cccc2nsnc12)c1cccc2nsnc12,2.738380598
71605613,71605-61-3,O=P(O)(O)C(S)CNCc1cccc2nsnc12,3.007635421
71605624,71605-62-4,O=P(O)(O)SCCNCc1ccc2nsnc2c1,2.706605426
71605668,71605-66-8,SCCNCc1ccc2nsnc2c1,2.87572089
71605679,71605-67-9,NCC1C=CC=C2C1=NSN2CCSSCCN1SN=C2CC=CC=C21,3.325985416
71605691,71605-69-1,c1cc(C2NCCS2)c2nsnc2c1,2.4458493
71605704,71605-70-4,c1cc2nsnc2cc1C1NCCS1,2.4458493
71605737,71605-73-7,O=P(O)(O)SCc1cccc2nsnc12,2.418718809
71605748,71605-74-8,O=P(O)(O)SCc1ccc2nsnc2c1,2.339537563
71716217,71716-21-7,CCOC(=O)CC[Ge]12OCCN(CCO1)CCO2,2.107075589
72020098,72020-09-8,CNc1c([N+](=O)[O-])cc(C(=O)O)cc1S(N)(=O)=O,2.439714705
72020101,72020-10-1,COc1ccc(CCc2c([N+](=O)[O-])cc(C(=O)O)cc2S(N)(=O)=O)cc1OC,2.613211585
72020112,72020-11-2,NS(=O)(=O)c1cc(C(=O)O)cc([N+](=O)[O-])c1CCc1ccc(Cl)cc1,3.16859117
72020123,72020-12-3,NS(=O)(=O)c1cc(C(=O)O)cc([N+](=O)[O-])c1CCCc1ccccc1,3.144912832
72020134,72020-13-4,CNc1c(N)cc(C(=O)O)cc1S(=O)(=O)NC,2.413780743
72020145,72020-14-5,CNc1c(N)cc(C(=O)O)cc1S(N)(=O)=O,2.389626724
72020156,72020-15-6,COc1ccc(CCc2c(N)cc(C(=O)O)cc2S(N)(=O)=O)cc1OC,2.580265624
72020167,72020-16-7,Nc1cc(C(=O)O)cc(S(N)(=O)=O)c1CCc1ccc(Cl)cc1,2.550001972
72020178,72020-17-8,Nc1cc(C(=O)O)cc(S(N)(=O)=O)c1CCCc1ccccc1,2.524262373
72020189,72020-18-9,CNS(=O)(=O)c1cc(C(=O)O)cc2ncn(C)c12,2.430207324
72020190,72020-19-0,Cn1cnc2cc(C(=O)O)cc(S(N)(=O)=O)c21,2.406974258
72020203,72020-20-3,COc1ccc(CCn2cnc3cc(C(=O)O)cc(S(N)(=O)=O)c32)cc1OC,2.607918024
72020214,72020-21-4,NS(=O)(=O)c1cc(C(=O)O)cc2ncn(CCc3ccc(Cl)cc3)c12,2.579583547
72020225,72020-22-5,NS(=O)(=O)c1cc(C(=O)O)cc2ncn(CCCc3ccccc3)c12,2.555586531
72020236,72020-23-6,CCCCn1cnc2cc(C(=O)O)cc(S(N)(=O)=O)c21,2.473247495
72020247,72020-24-7,NS(=O)(=O)c1cc(C(=O)O)cc2ncn(CCc3ccccc3)c12,2.538297185
72020258,72020-25-8,Cc1nc2cc(C(=O)O)cc(S(N)(=O)=O)c2n1C,2.430207324
72020269,72020-26-9,COc1ccc(CCn2c(C)nc3cc(C(=O)O)cc(S(N)(=O)=O)c32)cc1OC,2.622689517
72020270,72020-27-0,Cc1nc2cc(C(=O)O)cc(S(N)(=O)=O)c2n1CCc1ccc(Cl)cc1,2.595333055
72020281,72020-28-1,Cc1nc2cc(C(=O)O)cc(S(N)(=O)=O)c2n1CCCc1ccccc1,2.572213857
72020292,72020-29-2,CCCCn1c(C)nc2cc(C(=O)O)cc(S(N)(=O)=O)c21,2.493267003
72020305,72020-30-5,Cc1nc2cc(C(=O)O)cc(S(N)(=O)=O)c2n1CCc1ccccc1,2.555586531
72020316,72020-31-6,CNS(=O)(=O)c1cc(C(=O)O)cc2nc(C)n(C)c12,2.452260371
72020327,72020-32-7,CNS(=O)(=O)c1cc(C(=O)O)cc2nc(-c3ccco3)n(C)c12,2.692339543
72020338,72020-33-8,Cn1c(-c2ccco2)nc2cc(C(=O)O)cc(S(N)(=O)=O)c21,2.506929649
72020349,72020-34-9,COc1ccc(CCn2c(-c3ccco3)nc3cc(C(=O)O)cc(S(N)(=O)=O)c32)cc1OC,2.757019459
72020350,72020-35-0,CCCCn1c(-c2ccco2)nc2cc(C(=O)O)cc(S(N)(=O)=O)c21,2.560378947
72020361,72020-36-1,NS(=O)(=O)c1cc(C(=O)O)cc2nc(-c3ccco3)n(CCCc3ccccc3)c12,2.62886486
72034209,72034-20-9,CNc1c([N+](=O)[O-])cc(C(=O)O)cc1S(=O)(=O)NC,2.461301894
72307450,72307-45-0,O=C(c1nnc2c(-c3ccccc3)cnn2c1C(F)(F)F)C(F)(F)F,2.556564205
72307461,72307-46-1,O=C(c1nnc2c(-c3ccccc3)cnn2c1-c1ccccc1)C(F)(F)F,2.566222944
72307472,72307-47-2,O=C(c1nnc2c(-c3ccccc3)cnn2c1-c1ccc(F)cc1)C(F)(F)F,2.586933702
72307483,72307-48-3,O=C(c1nnc2c(-c3ccccc3)cnn2c1-c1ccc(F)cc1)C(F)(F)C(F)(F)F,2.639800144
72307494,72307-49-4,O=C(c1ccc(F)cc1)c1nnc2c(-c3ccccc3)cnn2c1-c1ccc(F)cc1,2.615317604
72889442,72889-44-2,COC(=O)c1ccc(-n2c(C=Cc3ccc(OC)cc3)nc3cc(Cl)ccc3c2=O)cc1,2.817053525
72889475,72889-47-5,CCOC(=O)c1ccc(-n2c(C=Cc3ccc(O)cc3)nc3cc(Cl)ccc3c2=O)cc1,2.650200637
72889486,72889-48-6,CCOC(=O)c1ccc(-n2c(C=Cc3cccc([N+](=O)[O-])c3)nc3cc(Cl)ccc3c2=O)cc1,2.677504754
72889511,72889-51-1,CCOC(=O)c1ccc(-n2c(C=Cc3ccco3)nc3cc(Cl)ccc3c2=O)cc1,2.624129395
73166219,73166-21-9,Cc1ccc2c(c1)c1c3n2CCN=C3CCC1,3.49351033
73166220,73166-22-0,COc1ccc2c(c1)c1c3n2CCN=C3CCC1,3.81256289
73291324,73291-32-4,c1n[nH]c2c1C1CC2C2CCCC12,2.338075323
75307130,75307-13-0,COc1ccc2nc(-n3nc(C)cc3C)sc2c1,2.413859459
75319572,75319-57-2,O=C1NC(=O)C2NNC(N/N=C/c3ccc([N+](=O)[O-])o3)NC2N1,3.209859365
75412429,75412-42-9,Cc1ccccc1Nc1cc(Cl)ccc1C(=O)N/N=C/c1ccccc1[N+](=O)[O-],2.611558691
75412430,75412-43-0,Cc1ccccc1Nc1cc(Cl)ccc1C(=O)N/N=C/c1cccc([N+](=O)[O-])c1,2.611558691
75412441,75412-44-1,Cc1ccccc1Nc1cc(Cl)ccc1C(=O)N/N=C/c1ccc(O)cc1,2.579608701
75412452,75412-45-2,Cc1ccccc1Nc1cc(Cl)ccc1C(=O)N/N=C/c1ccccc1Cl,2.600202674
75412463,75412-46-3,Cc1ccccc1Nc1cc(Cl)ccc1C(=O)N/N=C/c1ccc(Cl)cc1,2.600202674
75412474,75412-47-4,Cc1ccccc1Nc1cc(Cl)ccc1C(=O)NN=Cc1ccc(N(C)C)cc1,2.609505834
75412485,75412-48-5,COc1cc(C=NNC(=O)c2ccc(Cl)cc2Nc2ccccc2C)ccc1O,2.612649311
75412496,75412-49-6,COc1cc(C=NNC(=O)c2ccc(Cl)cc2Nc2ccccc2C)c([N+](=O)[O-])cc1OC,2.671077454
75412510,75412-51-0,Cc1cccc(Nc2cc(Cl)ccc2C(=O)N/N=C/c2cccc([N+](=O)[O-])c2)c1,2.611558691
75412521,75412-52-1,Cc1cccc(Nc2cc(Cl)ccc2C(=O)N/N=C/c2ccc(O)cc2)c1,2.579608701
75412532,75412-53-2,Cc1cccc(Nc2cc(Cl)ccc2C(=O)N/N=C/c2ccccc2Cl)c1,2.600202674
75412543,75412-54-3,Cc1cccc(Nc2cc(Cl)ccc2C(=O)N/N=C/c2ccc(Cl)cc2)c1,2.600202674
75412554,75412-55-4,Cc1cccc(Nc2cc(Cl)ccc2C(=O)NN=Cc2ccc(N(C)C)cc2)c1,2.609505834
75412565,75412-56-5,COc1cc(C=NNC(=O)c2ccc(Cl)cc2Nc2cccc(C)c2)ccc1O,2.612649311
75412576,75412-57-6,COc1ccccc1Nc1cc(Cl)ccc1C(=O)N/N=C/c1ccccc1[N+](=O)[O-],2.628229489
75412587,75412-58-7,COc1ccccc1Nc1cc(Cl)ccc1C(=O)N/N=C/c1cccc([N+](=O)[O-])c1,2.628229489
75412598,75412-59-8,COc1ccccc1Nc1cc(Cl)ccc1C(=O)N/N=C/c1ccc(O)cc1,2.597526261
75412601,75412-60-1,COc1ccccc1Nc1cc(Cl)ccc1C(=O)N/N=C/c1ccccc1Cl,2.617306547
75412612,75412-61-2,COc1ccccc1Nc1cc(Cl)ccc1C(=O)N/N=C/c1ccc(Cl)cc1,2.617306547
75412623,75412-62-3,COc1ccccc1Nc1cc(Cl)ccc1C(=O)N/N=C/c1ccc(N(C)C)cc1,2.626254116
75412634,75412-63-4,COc1cc(/C=N/NC(=O)c2ccc(Cl)cc2Nc2ccccc2OC)ccc1O,2.629279087
75423006,75423-00-6,COc1cc(C=NNC(=O)c2ccc(Cl)cc2Nc2cccc(C)c2)c([N+](=O)[O-])cc1OC,2.671077454
75423017,75423-01-7,COc1ccccc1Nc1cc(Cl)ccc1C(=O)N/N=C/c1cc(OC)c(OC)cc1[N+](=O)[O-],2.685648602
77472709,77472-70-9,NC(=O)CN1CC(c2ccccc2)CC1=O,2.297573506
78050529,78050-52-9,COc1ccc(C=CC(=O)c2cc(Br)c(O)cc2O)cc1,3.111685596
78050530,78050-53-0,COc1ccc(C=CC(=O)c2cc(Br)c(O)cc2O)cc1OC,2.879905196
78050541,78050-54-1,COc1ccc(C=CC(=O)c2cc(Br)c(O)cc2O)cc1O,3.164565786
78050552,78050-55-2,O=C(C=Cc1ccc(O)c(O)c1)c1cc(Br)c(O)cc1O,3.068373892
78050563,78050-56-3,O=C(O)c1cc(C=CC(=O)c2cc(Br)c(O)cc2O)ccc1O,2.879854801
78050574,78050-57-4,O=C(C=Cc1ccccc1O)c1cc(Br)c(O)cc1O,3.224213116
78080690,78080-69-0,O=C(C=Cc1ccccc1)c1cc(Br)c(O)cc1O,3.248727787
78364337,78364-33-7,CCc1c(C)nn(-c2nc3ccc(Cl)cc3s2)c1C,2.465095706
78364382,78364-38-2,CCc1c(C)nn(-c2nc3ccc(OC)cc3s2)c1C,2.45846863
78364428,78364-42-8,Cc1nn(-c2nc3ccc([N+](=O)[O-])cc3s2)c(C)c1C(C)C,2.500217258
78364439,78364-43-9,CCOC(=O)Cc1c(C)nn(-c2nc3ccccc3s2)c1C,2.498858935
78364508,78364-50-8,Cc1nn(-c2nc3ccccc3s2)c(C)c1CC(=O)O,2.458402133
78808023,78808-02-3,Cc1ccccc1N1CCN(CC2COc3ccc4c(C)cc(=O)oc4c3C2=O)CC1,2.667445689
78808034,78808-03-4,Cc1cccc(N2CCN(CC3COc4ccc5c(C)cc(=O)oc5c4C3=O)CC2)c1,2.667445689
78808045,78808-04-5,Cc1ccc(N2CCN(CC3COc4ccc5c(C)cc(=O)oc5c4C3=O)CC2)cc1,2.667445689
78808056,78808-05-6,Cc1cc(=O)oc2c3c(ccc12)OCC(CN1CCN(c2ccccc2Cl)CC1)C3=O,2.688133956
78808067,78808-06-7,Cc1cc(=O)oc2c3c(ccc12)OCC(CN1CCN(c2cccc(Cl)c2)CC1)C3=O,2.688133956
78808078,78808-07-8,Cc1cc(=O)oc2c3c(ccc12)OCC(CN1CCN(c2ccc(Cl)cc2)CC1)C3=O,2.688133956
80276035,80276-03-5,OC1c2ccccc2-c2cccnc21,2.71888113
80370463,80370-46-3,Nn1nc(-c2ccc(Cl)cc2)cc1OCCN1CCOCC1,2.80995814
80370474,80370-47-4,Nn1nc(-c2ccc(Cl)cc2)cc1OCCN1CCCCC1,2.807296845
80370485,80370-48-5,Nn1nc(-c2ccc(Cl)cc2)cc1OCCCN1CCCCC1,2.825881596
80370496,80370-49-6,Nn1nc(-c2ccc(Cl)cc2)cc1OCCN1CCCC1,2.787881104
80370509,80370-50-9,Nn1nc(-c2ccc(Cl)cc2)cc1OCCN1CCN(c2ccccc2)CC1,2.900814849
80370510,80370-51-0,Nn1nc(-c2ccccc2)cc1OCCN1CCCC1,2.736160564
80370521,80370-52-1,Nn1nc(-c2ccccc2)cc1OCCN1CCOCC1,2.760951458
80370543,80370-54-3,Cc1c(-c2ccccc2)nn(N)c1OCCN1CCCC1,2.757971164
80370554,80370-55-4,CN(C)CCOc1cc(-c2ccccc2)nn1N,2.692519093
80761644,80761-64-4,O=C(NNn1cnc2nc(=O)[nH]c(=O)c-2n1)c1ccncc1,3.176435663
80761655,80761-65-5,O=C1NC(=O)C2NNC(Nc3nncs3)NC2N1,3.130780701
80761666,80761-66-6,Cn1c(=O)c2nnc(C(C#N)C#N)nc2n(C)c1=O,3.109262919
80761677,80761-67-7,CCOC(=O)C(C#N)C1NNC2C(=O)NC(=O)NC2N1,3.149619342
80761688,80761-68-8,CNC(=O)c1nnc(NN)nc1NC,2.99388132
80761699,80761-69-9,CNC(=O)c1nnc(N(C)N)nc1NC,3.023723547
80761702,80761-70-2,CNC(=O)c1nnc(Nc2ccccc2)nc1NC,3.111069189
80761713,80761-71-3,CCS(=O)(=O)c1nnc(C(=O)NC)c(NC)n1,3.112757447
82039949,82039-94-9,CN(C)N=Nc1nc[nH]c1[N+](=O)[O-],6.566222944
82039950,82039-95-0,CCN(CC)N=Nc1nc[nH]c1[N+](=O)[O-],6.627801981
82039961,82039-96-1,O=[N+]([O-])c1nc[nH]c1N=NN(CCO)CCO,6.688795218
82846148,82846-14-8,COc1ccc(C=CC(=O)c2cc(Cl)cc(CO)c2O)cc1OC,2.750162374
82846159,82846-15-9,O=C(O)c1cc(C(=O)C=Cc2ccccc2O)c(O)cc1O,2.933438114
82846160,82846-16-0,O=C(O)c1cc(C=CC(=O)c2cc(C(=O)O)c(O)cc2O)ccc1O,2.661844224
82846397,82846-39-7,O=C(C=Cc1cc(Br)cc(Br)c1O)c1cc(Br)c(O)cc1O,3.914647215
83394449,83394-44-9,CC(C)Cc1ccc(C(C)C(=O)NCCO)cc1,1.945336934
85239174,85239-17-4,OC(COc1cccc2cccnc12)CN1CCCC1,2.43512419
85239185,85239-18-5,OC(COc1cccc2cccnc12)CN1CCOCC1,2.459915437
85239196,85239-19-6,OC(COc1cccc2cccnc12)CN1CCCCC1,2.456935102
85239209,85239-20-9,CC1CCCCN1CC(O)COc1cccc2cccnc12,2.47770282
85239210,85239-21-0,CC1CCCN(CC(O)COc2cccc3cccnc23)C1,2.47770282
85239221,85239-22-1,CN1CCN(CC(O)COc2cccc3cccnc23)CC1,2.479128838
85239232,85239-23-2,Cc1ccccc1N1CCN(CC(O)COc2cccc3cccnc23)CC1,2.57690315
85239243,85239-24-3,COc1ccccc1N1CCN(CC(O)COc2cccc3cccnc23)CC1,2.594930389
85239254,85239-25-4,CCN(CC)CC(O)COc1cccc2cccnc12,2.438327126
85239265,85239-26-5,CN(CC(O)COc1cccc2cccnc12)c1ccccc1,2.489087612
85239276,85239-27-6,CCN(CC(O)COc1cccc2cccnc12)c1ccccc1,2.50840581
85239287,85239-28-7,OC(COc1cccc2cccnc12)CN(c1ccccc1)c1ccccc1,2.568731944
85239298,85239-29-8,OC(COc1cccc2cccnc12)CN(C1CCCCC1)C1CCCCC1,2.582685936
85547224,85547-22-4,COc1cc2ccnc3cc[nH]c(c1OC)c23,3.881291434
85592752,85592-75-2,CC(NC(=O)c1ccc(N)cc1)c1ccccc1,2.52464017
85603312,85603-31-2,CCOC(C(=O)CN(C)C)(c1ccccc1)c1ccccc1,3.218065538
85603323,85603-32-3,CCCOC(C(=O)CN(C)C)(c1ccccc1)c1ccccc1,3.095413464
85603334,85603-33-4,C#CCOC(C(=O)CN(C)C)(c1ccccc1)c1ccccc1,3.373750621
85603345,85603-34-5,CC#CCOC(C(=O)CN(C)C)(c1ccccc1)c1ccccc1,3.251800392
85603356,85603-35-6,CN(C)CC(=O)C(Oc1ccccc1)(c1ccccc1)c1ccccc1,3.140435131
85603367,85603-36-7,CN(C)CC(=O)C(OCc1ccccc1)(c1ccccc1)c1ccccc1,3.441718091
85603378,85603-37-8,CCOC(C(=O)CN1CCCCC1)(c1ccccc1)c1ccccc1,2.6531649
85603389,85603-38-9,CCOC(C(=O)CN1CCCC1)(c1ccccc1)c1ccccc1,2.991274417
85603390,85603-39-0,CCOC(C(=O)CN1CCOCC1)(c1ccccc1)c1ccccc1,2.849515384
86427330,86427-33-0,Cc1ccc(CN2C(=O)C(Cl)C2c2c[nH]c3ccccc23)c(C)c1,2.52999211
86427352,86427-35-2,COc1ccc(CN2C(=O)C(Cl)C2c2c[nH]c3ccccc23)cc1,2.532512329
86427385,86427-38-5,O=C1C(Cl)C(c2c[nH]c3ccccc23)N1Cc1ccccc1,2.492458652
86427410,86427-41-0,Cc1ccc(CN2C(=O)CSC2c2c[nH]c3ccccc23)c(C)c1,2.651872177
86427432,86427-43-2,COc1ccc(CN2C(=O)CSC2c2c[nH]c3ccccc23)cc1,2.52947142
86427443,86427-44-3,O=C1CSC(c2c[nH]c3ccccc23)N1CCc1ccccc1,2.508439484
96928288,96928-28-8,Cc1ccc(Nc2nc(-c3ccc(OC(C)C(=O)O)cc3)cs2)cc1,2.717022787
96928302,96928-30-2,CC(Oc1ccc(-c2csc(Nc3ccc(Cl)cc3)n2)cc1)C(=O)O,2.573856357
97118791,97118-79-1,O=C1c2ccccc2C(=O)N1Cc1nc2ccccc2c(=O)o1,2.486114385
98067164,98067-16-4,CC(CN1C(=O)CCc2ccc(O)cc21)N1CCCCC1,3.447144478
98132720,98132-72-0,O=C1CCc2cc(O)ccc2N1CCN1CCCCC1,3.080392279
98132731,98132-73-1,O=C1CCc2ccc(O)cc2N1CCN1CCCCC1,3.126573265
100311033,100311-03-3,O=S(=O)(O)c1ccc(N=Nc2ccc(N(CCCl)CCCl)cc2)cc1,3.428462012
100333402,100333-40-2,SCc1ccc2c(c1)N=S=N2,2.181541096
100333424,100333-42-4,c1cc2c(cc1CNCCSSCCNCc1ccc3c(c1)N=S=N3)N=S=N2,3.3508951
100346609,100346-60-9,CCOCCN(C(=O)CCl)c1cccc(OC)c1,2.392767279
100347566,100347-56-6,SCc1cccc2c1N=S=N2,2.357632355
100446864,100446-86-4,BrC[Ge]12OCCN(CCO1)CCO2,2.94490925
100811812,100811-81-2,CCN(CC)CCOC(=O)c1ccc(Cl)c(N)c1,2.587486465
100860900,100860-90-0,CCNC1C=CC=CC=C1,3.131008813
100907117,100907-11-7,OC(c1cccnc1)c1nccc2ccccc12,2.896294679
101491514,101491-51-4,CON1C(C)(C)CC(OC(=O)NP(=O)(N2CC2)N2CC2)CC1(C)C,3.380687498
101491525,101491-52-5,CON1C(C)(C)CC(OCCOC(=O)NP(=O)(N2CC2)N2CC2)CC1(C)C,3.159704661
101491536,101491-53-6,CON1CC(C)(C)C(OC(=O)NP(=O)(N2CC2(C)C)N2CC2(C)C)C(C)(C)C1,3.07555009
101491547,101491-54-7,CON1C(C)(C)CC(OCCOC(=O)NP(=O)(N2CC2(C)C)N2CC2(C)C)CC1(C)C,3.709039935
101512214,101512-21-4,NC(=O)c1cncc(O)c1,2.237185448
101512225,101512-22-5,CCOC(=O)c1cncc(NC(=O)c2ccccc2)c1,2.528736778
101512236,101512-23-6,CCOC(=O)c1cncc(NC(=O)c2cc(OC)c(OC)c(OC)c2)c1,2.556743809
102411007,102411-00-7,CCOCCN(C(=O)CCl)c1ccccc1,2.326404141
102411018,102411-01-8,COCCN(C(=O)CCBr)c1ccccc1C,2.368163933
102411029,102411-02-9,COCCCN(C(=O)CCl)c1ccccc1,2.366275653
102411030,102411-03-0,COCCCN(C(=O)CCl)c1ccccc1C,2.335925144
102582989,102582-98-9,CN(C)CCOC(=O)CCSCCC(=O)OCCN(C)C,2.551524543
102732649,102732-64-9,CCN(CC)C(=S)SC(=CC(=O)c1cccs1)c1ccccc1,2.655086787
102732661,102732-66-1,CC[N+](CC)=C1SC(CC(=O)c2ccccc2)(c2ccccc2)S1,2.649013401
102732683,102732-68-3,CC[N+](CC)=C1SC(CC(=O)c2cccs2)(c2ccccc2)S1,2.65629589
103654417,103654-41-7,c1ccc(Sc2nnc[nH]2)nc1,2.912499946
103654428,103654-42-8,Cc1nnc(Sc2ccccn2)[nH]1,2.733631218
103654439,103654-43-9,c1ccc(-c2nnc(Sc3ccccn3)[nH]2)cc1,3.043649264
103654440,103654-44-0,c1ccc(-n2c(Sc3ccccn3)nnc2-c2ccncc2)cc1,2.609200137
103654451,103654-45-1,CCOc1ccc2nc3cc([N+](=O)[O-])ccc3c(Sc3nnc[nH]3)c2c1,2.389036072
103654462,103654-46-2,CCOc1ccc2nc3cc([N+](=O)[O-])ccc3c(Sc3nnc(C)[nH]3)c2c1,2.509518039
103674915,103674-91-5,CCOc1ccc2nc3cc([N+](=O)[O-])ccc3c(Sc3nnc(-c4ccccc4)[nH]3)c2c1,2.683094046
106110650,106110-65-0,CCCCN(CCCC)C(=S)SC(=CC(=O)c1ccccc1)c1ccccc1,2.711423362
106110683,106110-68-3,CCCCN(CCCC)C(=S)SC(=CC(=O)c1ccco1)c1ccccc1,2.700700473
106128421,106128-42-1,CCCCN(CCCC)C(=S)SC(=CC(=O)c1cccs1)c1ccccc1,2.717738096
106128432,106128-43-2,CCN(CC)C(=S)SC(=CC(=O)c1ccco1)c1ccccc1,2.635344237
106287994,106287-99-4,CCCN(CCC)CCN1C(C)Cc2c([nH]c3ccccc23)C1c1ccc(OC)c(OC)c1,3.205705942
106288033,106288-03-3,CCCN(CCC)CCCN1C(C)Cc2c([nH]c3ccccc23)C1c1ccc(OC)c(OC)c1,3.032736795
106522978,106522-97-8,O=C(C=Cc1cccc([N+](=O)[O-])c1)c1cc(Br)c(O)cc1O,3.385190248
106636560,106636-56-0,O=C(O)CSc1c2ccccc2nc2ccc(Cl)cc12,3.076221873
108051214,108051-21-4,COc1ccccc1C=CC(=O)c1ccc(O)cc1O,2.618906981
108051236,108051-23-6,O=C(C=Cc1cc(Br)ccc1O)c1ccc(O)cc1O,3.525243111
108051247,108051-24-7,CC(=O)c1cc(C(=O)C=Cc2ccccc2)c(O)cc1O,2.637789829
108051258,108051-25-8,CC(=O)c1cc(C(=O)C=Cc2ccccc2O)c(O)cc1O,2.661731161
108051269,108051-26-9,COc1ccc(C=CC(=O)c2cc(C(C)=O)c(O)cc2O)cc1,2.649503147
108051270,108051-27-0,COc1cccc(C=CC(=O)c2cc(C(C)=O)c(O)cc2O)c1O,2.671199299
108051281,108051-28-1,COc1cc(C=CC(=O)c2cc(C(C)=O)c(O)cc2O)ccc1O,2.671199299
108051292,108051-29-2,COc1ccc(C=CC(=O)c2cc(C(C)=O)c(O)cc2O)cc1OC,2.72155317
108051305,108051-30-5,CC(=O)c1cc(C(=O)C=Cc2ccc(N(C)C)cc2)c(O)cc1O,2.582950573
108051327,108051-32-7,COc1ccccc1C=CC(=O)c1cc(Br)c(O)cc1O,3.145109352
108051338,108051-33-8,COc1cc(C=CC(=O)c2cc(Br)c(O)cc2O)ccc1O,3.131142031
108051349,108051-34-9,CN(C)c1ccc(C=CC(=O)c2cc(Br)c(O)cc2O)cc1,3.257946027
108051361,108051-36-1,O=C(C=Cc1ccc([N+](=O)[O-])cc1)c1cc(I)ccc1O,4.295734189
108051407,108051-40-7,COc1cc(C=CC(=O)c2cc(C(=O)O)c(O)cc2O)ccc1O,2.705984698
108051418,108051-41-8,O=C(C=Cc1ccccc1)c1cc(Cl)cc(CO)c1O,2.68234066
108051430,108051-43-0,COc1ccc(C=CC(=O)c2cc(Cl)cc(CO)c2O)cc1O,2.649665809
108051441,108051-44-1,CN(C)c1ccc(C=CC(=O)c2cc(Cl)cc(CO)c2O)cc1,2.848777215
108070822,108070-82-2,COc1ccc(C=CC(=O)c2cc(C(C)=O)c(O)cc2O)cc1O,2.671199299
108936727,108936-72-7,Cc1cc(C)n(-c2cc(C)c3cc(Cl)ccc3n2)n1,2.434171151
108936750,108936-75-0,CCCCc1c(C)nn(-c2cc(C)c3cc(OC)ccc3n2)c1C,2.509793728
109274626,109274-62-6,Cc1nn(-c2cc(C)c3cc(F)ccc3n2)c(C)c1CC(=O)O,2.496004751
110576142,110576-14-2,O=[N+]([O-])c1ccc(C=C2c3ccccc3-c3cccnc32)cc1,2.477579917
110576153,110576-15-3,Brc1ccc(C=C2c3ccccc3-c3cccnc32)cc1,2.524027237
