RTECS_ID,CAS_RN,SMILES,rat_unreported_LD50
69884942,69884-94-2,O=C(Nc1ccccc1)c1cccc(N(CCCl)CCCl)c1,3.360634624
69884953,69884-95-3,O=S(=O)(Oc1ccccc1)c1cccc(N(CCCl)CCCl)c1,3.000335462
69884975,69884-97-5,O=C(O)c1ccc(Cl)c(N(CCCl)CCCl)c1,3.764573149
70020643,70020-64-3,CC(=O)c1ccccc1NC(=O)c1ccc(C)c(N(CCCl)CCCl)c1,2.913498168
70020654,70020-65-4,CC(=O)c1cccc(NC(=O)c2ccc(C)c(N(CCCl)CCCl)c2)c1,2.992679414
70020665,70020-66-5,CC(=O)c1ccc(NC(=O)c2ccc(C)c(N(CCCl)CCCl)c2)cc1,3.377255461
70020676,70020-67-6,Cc1ccc(C(=O)Nc2ccccc2C(=O)CBr)cc1N(CCCl)CCCl,4.276195171
70020687,70020-68-7,Cc1ccc(C(=O)Nc2cccc(C(=O)CBr)c2)cc1N(CCCl)CCCl,3.975165176
70020698,70020-69-8,Cc1ccc(C(=O)Nc2ccc(C(=O)CBr)cc2)cc1N(CCCl)CCCl,3.782040577
72516791,72516-79-1,C1=CC(Nc2ccccc2)Oc2ccc3ccccc3c21,2.561633982
72516826,72516-82-6,Brc1ccc(NC2C=Cc3c(ccc4ccccc34)O2)cc1,2.671766312
72516837,72516-83-7,O=[N+]([O-])c1ccc(NC2C=Cc3c(ccc4ccccc34)O2)cc1,2.627819034
73454792,73454-79-2,CCCCNNC,2.231218898
74434212,74434-21-2,C=C(C)CCCC1(C)OC(=O)C23CCC4C(=CCC5C(C)(C)C(OC6OCC(OS(=O)(=O)O)C(O)C6OC6OC(C)C(OC7OC(CO)C(O)C(OCC8OC(CO)C(O)C(OC)C8O)C7O)C(O)C6OC6OCC(O)C(O)C6O)CCC45C)C2CC(=O)C13,4.715141584
74548804,74548-80-4,CC(=O)OC(C(Cl)(Cl)Cl)P(=O)(Oc1ccccc1)Oc1ccccc1,2.29777794
74940617,74940-61-7,COP(=O)(OC)C(OC(=O)CCl)C(Cl)(Cl)Cl,2.899359035
76265082,76265-08-2,CCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,1.848067417
76727009,76727-00-9,N#CC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)NC1(CO)COC2(CCCCC2)OC1,2.697622472
76727010,76727-01-0,N#CC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)NC(CO)(CO)CO,2.881146978
76765189,76765-18-9,Cc1ccc(C(=O)O)cc1N=NN(C)C,2.784979997
76765190,76765-19-0,COC(=O)c1ccc(C)c(N=NN(C)C)c1,2.344035187
76765203,76765-20-3,CCOC(=O)c1ccc(C)c(N=NN(C)C)c1,2.370730211
76765214,76765-21-4,CCCOC(=O)c1ccc(C)c(N=NN(C)C)c1,2.395878945
76765225,76765-22-5,Cc1ccc(C(=O)OC(C)C)cc1N=NN(C)C,2.395878945
76765236,76765-23-6,CCCCOC(=O)c1ccc(C)c(N=NN(C)C)c1,2.420084403
76765247,76765-24-7,Cc1ccc(C(=O)OCC(C)C)cc1N=NN(C)C,2.420084403
76765258,76765-25-8,CCCCCOC(=O)c1ccc(C)c(N=NN(C)C)c1,2.442622278
76765269,76765-26-9,Cc1ccc(C(=O)OCCC(C)C)cc1N=NN(C)C,2.442622278
76765270,76765-27-0,Cc1ccc(C(=O)Oc2ccccc2)cc1N=NN(C)C,2.452294094
76765281,76765-28-1,Cc1ccc(C(N)=O)cc1N=NN(C)C,2.892787925
76765292,76765-29-2,CNC(=O)c1ccc(C)c(N=NN(C)C)c1,2.792738828
76765305,76765-30-5,CCNC(=O)c1ccc(C)c(N=NN(C)C)c1,2.824470733
76765316,76765-31-6,CCCNC(=O)c1ccc(C)c(N=NN(C)C)c1,2.966894395
76765327,76765-32-7,Cc1ccc(C(=O)NC(C)C)cc1N=NN(C)C,3.054585074
76765338,76765-33-8,CCCCNC(=O)c1ccc(C)c(N=NN(C)C)c1,3.022693309
76765349,76765-34-9,Cc1ccc(C(=O)NCC(C)C)cc1N=NN(C)C,2.920582102
76765350,76765-35-0,Cc1ccc(C(=O)NC(C)(C)C)cc1N=NN(C)C,3.193583374
76765361,76765-36-1,Cc1ccc(C(=O)NC2CCCCC2)cc1N=NN(C)C,2.459553649
76765372,76765-37-2,Cc1ccc(C(=O)Nc2ccccc2)cc1N=NN(C)C,2.449915456
76765383,76765-38-3,Cc1ccc(C(=O)NCc2ccccc2)cc1N=NN(C)C,2.472274613
76765394,76765-39-4,Cc1ccc(C(=O)N(C)C)cc1N=NN(C)C,3.173878197
76765407,76765-40-7,CCN(CC)C(=O)c1ccc(C)c(N=NN(C)C)c1,3.149379712
76765418,76765-41-8,Cc1ccc(C(=O)N(C(C)C)C(C)C)cc1N=NN(C)C,3.065073054
76765429,76765-42-9,CCCCN(CCCC)C(=O)c1ccc(C)c(N=NN(C)C)c1,2.568563258
76765430,76765-43-0,Cc1ccc(C(=O)N(CC(C)C)CC(C)C)cc1N=NN(C)C,2.503061709
76765441,76765-44-1,Cc1ccc(C(=O)N(C2CCCCC2)C2CCCCC2)cc1N=NN(C)C,2.568836269
76765452,76765-45-2,Cc1ccc(C(=O)N(Cc2ccccc2)Cc2ccccc2)cc1N=NN(C)C,2.586714297
76928295,76928-29-5,O=C(Oc1ccc(C23CC4CC(CC(C4)C2)C3)cc1)c1cccnc1,2.017855997
76928342,76928-34-2,O=C(Oc1ccccc1C1CCCCC1)c1cccnc1,2.137500776
77386879,77386-87-9,CCOC(=O)C(NC(=O)c1ccc(N=NN(C)C)cc1)C(C)C,2.729708688
77386880,77386-88-0,CCOC(=O)C(C)NC(=O)c1ccc(N=NN(C)C)cc1,2.563883866
77386891,77386-89-1,CCOC(=O)CC(NC(=O)c1ccc(N=NN(C)C)cc1)C(=O)OCC,2.685940815
77898374,77898-37-4,N#CC(=Cc1ccc(N(CCCl)CCCl)cc1)C(=O)NC(CO)(CO)CO,2.619411627
78696421,78696-42-1,CCOC(=O)C(C)N(C(=O)CC1c2ccccc2-c2ccccc21)c1ccc(N=NN(C)C)cc1,2.756699793
79213824,79213-82-4,CN(C)c1ccc(C2OC(C)(C)N=C2c2ccccc2)cc1,2.482163121
79770244,79770-24-4,CN(C(=O)CC(=O)N(C)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I,2.839377913
79781876,79781-87-6,CC(C)(C)c1cc(C2CCCCC2)ccc1OC(=O)c1cccnc1,2.297777242
81129831,81129-83-1,CC1(C)CC1C(=O)NC(=CCCCCSCC(N)C(=O)O)C(=O)O,1.651350713
82144216,82144-21-6,CN(Cc1cnc2c(N)nc(N)nc2n1)c1ccc(C(=O)NC(CC(=O)O)C(=O)O)cc1,3.356065303
82144238,82144-23-8,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NCC(=O)NC(CC(=O)O)C(=O)O)cc1,3.026522789
82144249,82144-24-9,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(Cc2ccccc2)C(=O)NC(CC(=O)O)C(=O)O)cc1,2.793188433
82144250,82144-25-0,COc1cc(N(C)Cc2cnc3nc(N)nc(N)c3n2)ccc1C(=O)NC(CCC(=O)O)C(=O)O,2.350614812
82144261,82144-26-1,COc1cc(C(=O)NC(CCC(=O)O)C(=O)O)ccc1N(C)Cc1cnc2nc(N)nc(N)c2n1,3.11942176
82144272,82144-27-2,COc1cc(N(C)Cc2cnc3nc(N)nc(N)c3n2)ccc1C(=O)NC(CC(=O)O)C(=O)O,2.496129088
82144283,82144-28-3,COc1cc(C(=O)NC(CC(=O)O)C(=O)O)ccc1N(C)Cc1cnc2nc(N)nc(N)c2n1,2.974409235
82151891,82151-89-1,Nc1nc(N)c2nc(CNc3ccc(C(=O)NCC(=O)NC(CC(=O)O)C(=O)O)cc3)cnc2n1,3.41952925
82214968,82214-96-8,CC1Sc2nc(N)nc(N)c2N=C1CN(C)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,3.034799521
85386692,85386-69-2,O=C(O)CN1C(=S)c2cccc3c(F)ccc1c23,2.337919935
85386716,85386-71-6,O=C(O)CN1C(=S)c2cccc3c(Br)cc(Br)c1c23,2.524048677
85386727,85386-72-7,O=C(O)CN1C(=S)c2cccc3c(Cl)cc(Cl)c1c23,2.415219657
85386738,85386-73-8,O=C(O)CN1C(=S)c2cccc3cccc1c23,2.306937657
85386749,85386-74-9,O=C(O)CN1C(=S)c2cccc3c(Cl)ccc1c23,2.364444676
85412799,85412-79-9,c1cnc2ccc(-c3nccc4c3[nH]c3ccccc34)cc2c1,3.303012288
86111264,86111-26-4,CCn1c(-c2ccc(OC(C)=O)cc2)c(C)c2cc(OC(C)=O)ccc21,1.846834225
86166383,86166-38-3,CCCCCC(=O)Nc1c(I)cc(I)cc1C(=O)O,3.125302975
86166394,86166-39-4,O=C(Nc1c(I)cc(I)cc1C(=O)O)c1ccccc1,3.136577892
86166429,86166-42-9,O=CNc1c(I)cc(I)c(C(=O)O)c1I,1.831578655
86166430,86166-43-0,O=C(Nc1c(I)cc(I)c(C(=O)O)c1I)c1ccccc1,2.791644341
86166452,86166-45-2,CCCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,2.626071926
86166474,86166-47-4,CCCCCCCCCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,3.380917643
86166485,86166-48-5,CC(=O)Nc1c(I)cc(C(=O)O)cc1I,2.011194726
86386734,86386-73-4,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,2.486112967
96550651,96550-65-1,O=[N+]([O-])c1ccc(N=CC=Cc2ccccc2O)cc1,2.553514084
96550662,96550-66-2,CC(=O)Oc1ccccc1C=CC=Nc1ccccc1,2.54869563
96550673,96550-67-3,CC(=O)Oc1ccc2ccccc2c1C=CC=Nc1ccccc1,2.623761869
96550684,96550-68-4,CC(=O)Oc1ccc2ccccc2c1C=CC=O,2.505616594
96550695,96550-69-5,CC(=O)Oc1c(C=CC=O)cc(C)c2ccccc12,2.530259479
97586760,97586-76-0,CC(C)OC(=O)c1ccccc1OP(=N)(S)OC(C)C,3.093294432
97586771,97586-77-1,COC(=O)c1ccccc1OP(=N)(S)OC,2.385629548
97586782,97586-78-2,CCOP(=N)(S)Oc1ccccc1C(=O)OC,2.379054732
98025888,98025-88-8,C=[N+](C)O.CCl,2.566492488
98317603,98317-60-3,Cc1ccc2oc(=O)cc(CN)c2c1,2.845589503
98317614,98317-61-4,Cc1ccc2c(CN)cc(=O)oc2c1,2.845589503
98561354,98561-35-4,CCCC[N+](O)=CCCl.CCl,5.303448782
98956344,98956-34-4,CC(C)CCN(CCCl)CCCl,4.84955044
98956355,98956-35-5,CC(C)CC[N+](O)=CCCl.CCl,3.855607984
99584755,99584-75-5,COCC=[N+](O)CCCl,2.484587375
99858227,99858-22-7,O[N+](=CCCl)CCCl.c1ccccc1,3.827247388
99976508,99976-50-8,CCl.C[N+](O)=CCCl.O[N+](=CCCl)CCCl,5.022642785
100792061,100792-06-1,CCCCCN(CCCl)CCCl,4.84955044
100811856,100811-85-6,CCN(CC)CCCOC(=O)c1ccc(N)cc1,3.301623705
101043372,101043-37-2,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,7.298935563
101670739,101670-73-9,ClCC[N+]1(CCCl)CCCO1,4.424012178
102191059,102191-05-9,CC1(C)C2CC(NC(=O)C(O)C3CCCC3)C(CC=CCCCC(=O)O)C1C2,3.396889794
102516734,102516-73-4,CCOC(=O)CCNC(=O)c1ccc(N=NN(C)C)cc1,2.422524479
102516745,102516-74-5,CCOC(=O)C(Cc1ccccc1)NC(=O)c1ccc(N=NN(C)C)cc1,2.829966735
104730587,104730-58-7,CC12CCC(=O)CC1CCC1C2CCC2(C)C(OC(=O)Cc3ccc(N(CCCl)CCCl)cc3)CCC12,3.220737905
108396174,108396-17-4,CC[N+](O)=CCCl.CCl.O[N+](=CCCl)CCCl,5.615533171
109475787,109475-78-7,O/[N+](=C/c1ccccc1)CCCl.c1ccccc1,2.875491209
115499611,115499-61-1,COc1ccc(C(=CC(=O)NCc2ccccc2)c2ccc(OC)cc2)cc1,2.873264785
115499622,115499-62-2,COc1ccc(C(=CCNS(=O)(=O)c2ccccc2)c2ccc(OC)cc2)cc1,2.913291326
115499633,115499-63-3,CCOC(=O)CCC(C#N)=C(c1ccc(OC)cc1)c1ccc(OC)cc1,2.863833005
115499644,115499-64-4,COC(=O)CCCC(C#N)=C(c1ccc(OC)cc1)c1ccc(OC)cc1,2.863833005
118564537,118564-53-7,Cc1cc(C)c(NC(=O)C(C)N2CCCCCC2)c(C)c1,4.020715265
118564559,118564-55-9,CCC(C(=O)Nc1c(C)cccc1C)N1CCCCCC1,4.667656269
118564571,118564-57-1,CCC(C(=O)Nc1c(C)cc(C)cc1C)N1CCCCCC1,4.350337051
118564593,118564-59-3,CCCC(C(=O)Nc1c(C)cc(C)cc1C)N1CCCCCC1,4.72220737
160857567,160857-56-7,COc1ccc(C=NNC(=O)C2=CCN(NS(=O)(=O)c3ccc(NC(C)=O)cc3)CC2)cc1,3.351298323
160857578,160857-57-8,CC(=O)Nc1ccc(S(=O)(=O)NN2CC=C(C(=O)N/N=C/c3ccc(C)cc3)CC2)cc1,3.403254012
160857589,160857-58-9,CC(=O)Nc1ccc(S(=O)(=O)NN2CC=C(C(=O)N/N=C/c3ccccc3)CC2)cc1,3.548033483
160857590,160857-59-0,CC(=O)Nc1ccc(S(=O)(=O)NN2CC=C(C(=O)N/N=C/c3ccc(Cl)cc3)CC2)cc1,3.531440595
160857603,160857-60-3,CC(=O)Nc1ccc(S(=O)(=O)NN2CC=C(C(=O)N/N=C/c3ccc([N+](=O)[O-])cc3)CC2)cc1,3.482971789
160857614,160857-61-4,COc1ccc(-c2nnc(C3=CCN(NS(=O)(=O)c4ccc(NC(C)=O)cc4)CC3)o2)cc1,3.273716863
160857625,160857-62-5,CC(=O)Nc1ccc(S(=O)(=O)NN2CC=C(c3nnc(-c4ccc(C)cc4)o3)CC2)cc1,3.480509015
160857636,160857-63-6,CC(=O)Nc1ccc(S(=O)(=O)NN2CC=C(c3nnc(-c4ccccc4)o3)CC2)cc1,3.364202314
160857647,160857-64-7,CC(=O)Nc1ccc(S(=O)(=O)NN2CC=C(c3nnc(-c4ccc(Cl)cc4)o3)CC2)cc1,3.432687148
160857658,160857-65-8,CC(=O)Nc1ccc(S(=O)(=O)NN2CC=C(c3nnc(-c4ccc([N+](=O)[O-])cc4)o3)CC2)cc1,3.333105885
1184856,1184-85-6,CNS(C)(=O)=O,1.736993744
1187582,1187-58-2,CCC(=O)NC,1.709678915
1192898,1192-89-8,Br[Hg]c1ccccc1,3.813034821
1194656,1194-65-6,N#Cc1c(Cl)cccc1Cl,2.536593791
1319693,1319-69-3,O=P(O)(O)OCC(O)CO,1.655929134
1335859,1335-85-9,Cc1c(O)ccc([N+](=O)[O-])c1[N+](=O)[O-],3.200048994
1397848,1397-84-8,C=CCNC(CCC(=O)[CH-][N+]#N)C(=O)NC(CCC(=O)[CH-][N+]#N)C(=O)O,3.385441818
1422077,1422-07-7,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,3.197454676
2303164,2303-16-4,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,2.837332975
2303175,2303-17-5,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,2.31621702
2307688,2307-68-8,CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,1.672181194
2310170,2310-17-0,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,3.435296849
2312767,2312-76-7,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.367540082
2314172,2314-17-2,CCCCSc1nc2ccccc2s1,2.235073715
2364752,2364-75-2,CCc1nc(C)ccc1O,2.183054621
2425061,2006/1/25,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,1.764756299
2431541,2431-54-1,ClCC=C(Cl)CCl,2.880386163
2432908,2432-90-8,CCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCC,1.002407989
2440451,2440-45-1,CC[Hg]OP(=O)(O)O[Hg]CC,4.267392341
3159986,3159-98-6,CC(C)(OO)c1ccc(C(C)(C)OO)cc1,2.440816963
3162569,3162-56-9,CC1C(=O)OC2C1CCC1(C)C(=O)C=CC(C)(O)C21,3.522311166
3244904,3244-90-4,CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,3.577989001
3647696,3647-69-6,ClCCN1CCOCC1,3.329894513
3653483,3653-48-3,Cc1cc(Cl)ccc1OCC(=O)O,2.457278351
4584467,4584-46-7,CN(C)CCCl,3.554626433
4587159,4587-15-9,O=C(c1cccc(N(CCCl)CCCl)c1)N1CCOCC1,3.918086718
4638442,4638-44-2,O=C(c1cccc(N(CCCl)CCCl)c1)N1CC1,3.619320223
4684940,4684-94-0,O=C(O)c1cccc(Cl)n1,2.025123978
4685147,4685-14-7,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,2.872174927
7700176,7700-17-6,COP(=O)(OC)OC(C)=CC(=O)OC(C)c1ccccc1,3.685733447
25402066,25402-06-6,CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,2.479103449
25429292,25429-29-2,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,1.959916351
25512429,25512-42-9,Clc1cccc(-c2ccccc2)c1Cl,2.0001986
43218560,43218-56-0,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,5.592409094
51542246,51542-24-6,COc1cccc(OP(=O)(Oc2cccc(OC)c2)N(CCCl)CCCl)c1,3.394707779
51630581,51630-58-1,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,3.317802779
63905033,63905-03-3,Cc1ccc(S(=O)(=O)N2CCOC(N(CCCl)CCCl)C2)cc1,3.723962783
63905384,63905-38-4,C=CCN(CCCl)CCCl,5.357205649
63978541,63978-54-1,CC[N+]([O-])(CCCl)CCCl,3.79258311
63978596,63978-59-6,[O-][N+](CCCl)(CCCl)CCCl,4.866340515
63980449,63980-44-9,ClCCN1CCN(CCCl)CC1,5.47946425
67329015,67329-01-5,CCOP(=O)(OCC)OC(C=COCCCl)C(Cl)Cl,4.718430856
87647710,87647-71-0,CSP(N)(=O)Oc1ccccc1C(=O)OC(C)C,4.89785684
87647721,87647-72-1,CCSP(N)(=O)Oc1ccccc1C(=O)OC(C)C,4.004779793
87647732,87647-73-2,CC(C)OC(=O)c1ccccc1OP(N)(=O)SC(C)C,3.802564393
88989008,88989-00-8,Cc1cc2c(c3ccccc13)OC(Nc1ccc([N+](=O)[O-])cc1)C=C2,2.64654618
89583722,89583-72-2,ClCCON(CCCl)CCCl,3.468400506
89692080,89692-08-0,ClCCN(CCCl)OCCBr,3.548148554
89980609,89980-60-9,CCON(CCCl)CCCl,3.026666316
91045226,91045-22-6,O=c1c2cc(I)ccc2nc(-c2ccccc2)n1-c1ccccc1-c1nc2ccccc2n1CN1CCCCC1,2.971988307
91045237,91045-23-7,O=c1c2cc(I)ccc2nc(-c2ccccc2)n1-c1ccccc1-c1nc2ccccc2n1CN1CCOCC1,2.973329599
91045248,91045-24-8,CC1CCN(Cn2c(-c3ccccc3-n3c(-c4ccccc4)nc4ccc(I)cc4c3=O)nc3ccccc32)CC1,2.98144017
91045259,91045-25-9,CN1CCC(Cn2c(-c3ccccc3-n3c(-c4ccccc4)nc4ccc(I)cc4c3=O)nc3ccccc32)CC1,2.98144017
91045260,91045-26-0,O=c1c2cc(Br)ccc2nc(-c2ccccc2)n1-c1ccccc1-c1nc2ccccc2n1CN1CCCCC1,2.938729376
91045271,91045-27-1,O=c1c2cc(Br)ccc2nc(-c2ccccc2)n1-c1ccccc1-c1nc2ccccc2n1CN1CCOCC1,2.940177243
91045282,91045-28-2,CN1CCC(Cn2c(-c3ccccc3-n3c(-c4ccccc4)nc4ccc(Br)cc4c3=O)nc3ccccc32)CC1,2.94892475
91045293,91045-29-3,CC1CCN(Cn2c(-c3ccccc3-n3c(-c4ccccc4)nc4ccc(Br)cc4c3=O)nc3ccccc32)CC1,2.94892475
91045306,91045-30-6,O=c1c2ccccc2nc(-c2ccccc2)n1-c1ccccc1-c1nc2ccccc2n1CN1CCCCC1,2.87644624
91045317,91045-31-7,O=c1c2ccccc2nc(-c2ccccc2)n1-c1ccccc1-c1nc2ccccc2n1CN1CCOCC1,2.878116948
91045328,91045-32-8,O=c1c2ccccc2nc(-c2ccccc2)n1-c1ccccc1-c1nc2ccccc2n1CN1CCCC1,2.864373205
91045339,91045-33-9,CC1CCN(Cn2c(C(Cc3ccccc3)n3c(-c4ccccc4)nc4ccccc4c3=O)nc3ccccc32)CC1,2.910773454
91045340,91045-34-0,O=c1c2ccccc2nc(-c2ccccc2)n1C(Cc1ccccc1)c1nc2ccccc2n1CN1CCCCC1,2.899629825
91045351,91045-35-1,O=c1c2ccccc2nc(Oc2ccccc2[N+](=O)[O-])n1-c1ccccc1-c1nc2ccccc2n1CN1CCCCC1,2.925361392
91045362,91045-36-2,O=c1c2ccccc2nc(Oc2ccccc2[N+](=O)[O-])n1-c1ccccc1-c1nc2ccccc2n1CN1CCOCC1,2.926854441
91045373,91045-37-3,Cc1nc2ccccc2c(=O)n1-c1ccccc1-c1nc2ccccc2n1CN1CCOCC1,2.822177698
91045384,91045-38-4,Cc1nc2ccccc2c(=O)n1-c1ccccc1-c1nc2ccccc2n1CN1CCCCC1,2.820276818
91045395,91045-39-5,Cc1nc2ccccc2c(=O)n1-c1ccccc1-c1nc2ccccc2n1CN(C)C,2.779737569
91457533,91457-53-3,CCNC(=N)NC(=O)Cc1c(Cl)cccc1Cl,3.524175982
91457544,91457-54-4,CCCNC(=N)NC(=O)Cc1c(Cl)cccc1Cl,3.545846971
91627280,91627-28-0,O=[N+]([O-])c1cccc(C=NNc2c3ccccc3nc3ccccc23)c1,3.358389222
91627291,91627-29-1,O=[N+]([O-])c1ccc(C=NNc2c3ccccc3nc3ccccc23)cc1,3.862382623
92204314,92204-31-4,CCO[N+](C)(CCCl)CCCl,4.428387519
92277413,92277-41-3,CS(=O)(=O)OCCON(CCCl)CCCl,3.572365017
92335325,92335-32-5,C[N+](CCCl)(CCCl)OCCCl,4.49704397
92726062,92726-06-2,CCN(CC)CCOC(=O)c1cccc(C)c1C,2.919695085
92726073,92726-07-3,CCN(CC)CCOC(=O)c1cc(C)ccc1C,2.852748295
93479971,93479-97-1,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,1.690750559
93735809,93735-80-9,CCN(CC)CCOC(=O)c1c(C)c(C)cc(C)c1C,3.142088986
94355814,94355-81-4,Oc1ccc(C=NNc2c3ccccc3nc3ccccc23)c(O)c1,3.079918973
94355825,94355-82-5,Oc1ccc(Br)cc1C=NNc1c2ccccc2nc2ccccc12,3.580732371
94388268,94388-26-8,CN(C)c1ccc(C=NNc2c3ccccc3nc3ccccc23)cc1,4.05490657
135841417,135841-41-7,CCC(C(=O)Nc1ccccc1C)N1CCCCCC1,4.22355292
155506700,155506-70-0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC2COC3(CCCC3)O2)C1c1cccc(Cl)c1,2.376548672
