RTECS_ID,CAS_RN,SMILES,mammal (species unspecified)_intraperitoneal_LD50
62707486,62707-48-6,COC(=O)C(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,2.576539559
62707497,62707-49-7,CCCOC(=O)C(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,2.422350414
62707500,62707-50-0,Cc1c(NC(=O)C(=O)OC(C)C)c(=O)n(-c2ccccc2)n1C,2.580886659
62707511,62707-51-1,CCCCOC(=O)C(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,2.599670808
62707522,62707-52-2,Cc1c(NC(=O)C(=O)OCC(C)C)c(=O)n(-c2ccccc2)n1C,2.599670808
62707533,62707-53-3,Cc1c(NC(=O)C(=O)OCc2ccccc2)c(=O)n(-c2ccccc2)n1C,2.261725473
63904870,63904-87-0,CC(C)NS(=O)(=O)c1nc2ccccc2s1,3.010896701
63979953,63979-95-3,CC(C)(C)c1ccc(CSCc2ccc(C(C)(C)C)c(O)c2)cc1O,1.855576089
65695070,65695-07-0,N=C(NO)c1cc2ccccc2o1,3.326866188
65883707,65883-70-7,COC(=O)c1ccccc1NCCN1CCN(c2ccccc2)CC1,3.053640485
65883729,65883-72-9,CC(CNc1ccccc1C(N)=O)N1CCN(c2ccccc2)CC1,3.05237968
65883730,65883-73-0,CNC(=O)c1ccccc1NCCN1CCN(c2ccccc2)CC1,3.228470939
65883741,65883-74-1,NC(=O)c1ccccc1NCCN1CCN(CCc2ccccc2)CC1,3.702038904
65883752,65883-75-2,COc1ccc(NCCN2CCN(c3ccccc3)CC2)c(C(N)=O)c1,3.072438627
65883785,65883-78-5,NC(=O)c1ccccc1NCCN1CCN(Cc2ccccc2)CC1,3.529500934
65883809,65883-80-9,O=C(Nc1ccccc1)c1ccccc1NCCN1CCN(c2ccccc2)CC1,3.125509459
65883865,65883-86-5,CCOc1ccc(NCCN2CCN(c3ccccc3)CC2)c(C(N)=O)c1,3.089293845
65883923,65883-92-3,NC(=O)c1ccccc1N(CCN1CCC(O)(c2ccccc2)CC1)Cc1ccccc1,3.854876627
65883934,65883-93-4,CCC(=O)OC1(c2ccccc2)CCN(CCN(Cc2ccccc2)c2ccccc2C(N)=O)CC1,3.686303719
65883945,65883-94-5,CCC(=O)OC1(c2ccccc2)CCN(CCNc2ccccc2C(N)=O)CC1,3.818998532
65884039,65884-03-9,CC(CN1CCN(c2ccccc2)CC1)Nc1ccccc1C(N)=O,3.05237968
65884040,65884-04-0,NC(=O)c1ccccc1NCCN1CCC(c2ccccc2)CC1,3.208763733
65884051,65884-05-1,NC(=O)c1ccccc1NCCN1CCCCC1,3.791237877
65939744,65939-74-4,CCN(CC)C(=O)C1(c2ccccc2)COC(=O)C1,3.074751631
66099363,66099-36-3,O=C(c1ccccc1NCCN1CCN(c2ccccc2)CC1)N1CCOCC1,3.198127915
88351739,88351-73-9,COC(=O)c1ccc(NC(=O)c2cccc(NCn3c(=S)sc4ccccc43)c2)cc1,2.652784764
88351740,88351-74-0,CCOC(=O)c1ccc(NC(=O)c2cccc(NCn3c(=S)sc4ccccc43)c2)cc1,2.666128438
88351751,88351-75-1,CCOC(=O)c1ccc(NC(=O)c2ccc(NCn3c(=S)n(CNc4ccc(C(=O)Nc5ccc(C(=O)OCC)cc5)cc4)c4ccccc43)cc2)cc1,2.870905805
88351773,88351-77-3,CCOC(=O)c1ccc(NC(=O)c2cccc(NCn3c(=O)oc4ccccc43)c2)cc1,2.63492846
88351784,88351-78-4,O=C(NN=Cc1ccccc1O)c1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,2.606791816
89366892,89366-89-2,CCCCCCCCOc1ccc(C(=O)NCC(C)C)cc1C(=O)Nc1ccc(C(=O)NCC[N+](CC)(CC)CC)cc1,3.962222858
89366905,89366-90-5,CCCCCCCCNC(=O)c1ccc(OCCCCCCCC)c(C(=O)Nc2ccc(C(=O)NCC[N+](C)(CC)CC)cc2)c1,4.105803022
89451296,89451-29-6,N#CC1C(=S)NC(c2ccccc2)=CC1c1ccccc1,2.462983152
89451310,89451-31-0,N#CC1C(=S)NC(c2ccccc2)=CC1c1ccc([N+](=O)[O-])cc1,1.826577515
89451332,89451-33-2,N#CC1C(=S)NC(c2ccccc2)=CC1c1cccc([N+](=O)[O-])c1,2.52554752
89451354,89451-35-4,N#CC1C(=S)NC(c2ccccc2)=CC1c1ccc(F)cc1,2.790117608
89451456,89451-45-6,N#Cc1c(-c2cccc([N+](=O)[O-])c2)cc(-c2ccccc2)[nH]c1=S,2.522929121
89455674,89455-67-4,O=C(CCC(=O)Nc1nncs1)N/N=C\c1ccccc1,2.00481845
89455721,89455-72-1,O=C(CCC(=O)Nc1nncs1)NN=Cc1ccc(O)cc1,2.027140226
90729434,90729-43-4,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,2.972821892
91918557,91918-55-7,COc1cc(-c2nn3cc(-c4ccccc4[N+](=O)[O-])nc3s2)cc(OC)c1OC,3.035563493
91918615,91918-61-5,O=[N+]([O-])c1ccccc1-c1cn2nc(-c3ccc4c(c3)OCO4)sc2n1,3.148932332
91918682,91918-68-2,CCOc1c(OC)cc(-c2nn3cc(-c4ccccc4[N+](=O)[O-])nc3s2)cc1OC,2.976659679
91918739,91918-73-9,CCOc1c(OC)cc(-c2nn3cc(-c4ccc(OC)cc4)nc3s2)cc1OC,3.19937855
95833402,95833-40-2,Cc1ccc(CCNCc2nc3ccccc3c(=O)n2-c2ccccc2)cc1,2.56757683
95833435,95833-43-5,COc1ccc(-n2c(CNCc3ccc(OC)c(OC)c3)nc3ccccc3c2=O)cc1,2.759911485
95833446,95833-44-6,COc1ccc(CNCc2nc3ccccc3c(=O)n2-c2ccc(Cl)cc2)cc1OC,2.639397828
187605432,187605-43-2,O=C(O)C1C2CCC(O2)C1C(=O)O,4.738414452
198767441,198767-44-1,O=C1NP(=S)(c2ccccc2)Oc2ccccc21,2.895689261
198767452,198767-45-2,CN1C(=O)c2ccccc2OP1(=S)c1ccccc1,2.382161183
198767463,198767-46-3,CCN1C(=O)c2ccccc2OP1(=S)c1ccccc1,2.937837298
198767474,198767-47-4,O=C1c2ccccc2OP(=S)(c2ccccc2)N1c1ccccc1,2.670699707
198767485,198767-48-5,O=C1c2ccccc2OP(=S)(c2ccccc2)N1Cc1ccccc1,2.261731416
198767496,198767-49-6,CNN1C(=O)c2ccccc2OP1(=S)c1ccccc1,2.608256388
