RTECS_ID,CAS_RN,SMILES,mouse_intramuscular_LD50
132684436,132684-43-6,C[N+](C)(CCn1c(=O)n(CC[N+](C)(C)Cc2ccc([N+](=O)[O-])cc2)c(=O)n(CC[N+](C)(C)Cc2cccc([N+](=O)[O-])c2)c1=O)Cc1ccc([N+](=O)[O-])cc1,4.135181241
132684447,132684-44-7,CC[N+](CC)(CCn1c(=O)n(CC[N+](CC)(CC)Cc2ccc([N+](=O)[O-])cc2)c(=O)n(CC[N+](CC)(CC)Cc2cccc([N+](=O)[O-])c2)c1=O)Cc1ccc([N+](=O)[O-])cc1,4.864779544
132706106,132706-10-6,C[N+](C)(CCn1c(=O)n(CC[N+](C)(C)Cc2ccc(Br)cc2)c(=O)n(CC[N+](C)(C)Cc2cccc(Br)c2)c1=O)Cc1ccc(Br)cc1,4.399231263
1195922,1195-92-2,C=C(C)C1CCC2(C)OC2C1,3.182520217
1215834,1215-83-4,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,3.310971851
1224642,1224-64-2,CCCCP(=O)(CCCC)Oc1ccc([N+](=O)[O-])cc1,4.526726867
1263894,1263-89-4,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,3.147848486
1393482,1393-48-2,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)C(=CC)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O,3.221393892
1397893,1397-89-3,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,2.266744736
1397940,1397-94-0,CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,2.739281927
1403436,1403-43-6,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,3.636339542
1403663,1403-66-3,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,3.456350575
1422077,1422-07-7,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,3.134720033
3160916,3160-91-6,N=C(N=C(N)N)N1CCOCC1,2.087385872
3244904,3244-90-4,CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,4.933550411
3306603,3306-60-3,COc1cc2c(c(OC(C)=O)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,3.686405697
3689245,3689-24-5,CCOP(=S)(OCC)OP(=S)(OCC)OCC,5.809323987
3689734,3689-73-4,CCN(CC)CCOC(=O)C1N2C(=O)C(NC(=O)Cc3ccccc3)C2SC1(C)C,2.336033235
3690048,04-08-90,Cc1c(NC(=O)C(C)N(C)C)c(=O)n(-c2ccccc2)n1C,2.154214329
3724898,3724-89-8,NCCSP(=O)(O)O,2.194960941
4564878,4564-87-8,COC1C(OC(C)=O)CC(=O)OC(C)CC2OC2C=CC(=O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,2.925306418
25487369,25487-36-9,ON=Cc1cc[n+](COC[n+]2ccccc2C=NO)cc1,3.459855187
25487381,25487-38-1,CNC(=O)c1cccc[n+]1COC[n+]1ccccc1C=NO,3.055605353
25546650,25546-65-0,NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O,2.458750467
25712623,25712-62-3,CN(C)c1ccc[n+](CCC[n+]2ccc(C=NO)cc2)c1,3.877157572
25712656,25712-65-6,CC(C)(C)c1cc[n+](COC[n+]2ccc(C=NO)cc2)cc1,3.329909726
25717800,25717-80-0,CCOC(=O)Nc1c[n+](N2CCOCC2)no1,2.426998959
25953199,25953-19-9,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,2.055492051
25990378,25990-37-8,COC(=O)CC1C2(C)C3=C(C)C(c4ccoc4)CC3OC2C2OC(=O)C3(C)C=CC(=O)C1(C)C23,2.890728326
26016999,26016-99-9,CC1OC1P(=O)(O)O,1.720935416
32665364,32665-36-4,COC(CN1CCN(CCC(O)c2ccccc2)CC1)c1ccccc1,3.463249058
41542501,41542-50-1,CCN(CC)CCS/C(=N/O)c1ccc(Br)cc1,2.611708888
43119477,43119-47-7,Cc1c(C)c2c(c(C)c1OC(=O)c1cccnc1)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,2.729013246
43200802,43200-80-2,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,2.856545746
51370162,51370-16-2,CS(=O)(=O)c1ccc[n+](COC[n+]2cccc(S(C)(=O)=O)c2)c1,2.721270568
51545198,51545-19-8,CC(C)Sc1cc[n+](COC[n+]2ccc(C=NO)cc2)cc1,3.535892753
62484882,62484-88-2,C=C(Cl)COP(=O)(OCC)N(CC)CC,2.876221238
62484893,62484-89-3,C=C(Cl)COP(=O)(OCCC)N(CC)CC,2.787442762
62484906,62484-90-6,C=C(Cl)COP(=O)(OCC(C)C)N(CC)CC,3.029668568
62484917,62484-91-7,C=C(Cl)COP(=O)(OCC)N1CCCC1,2.796807237
62484939,62484-93-9,C=C(Cl)COP(=O)(OCCCC)N1CCCC1,2.653937662
62484940,62484-94-0,C=C(Cl)COP(=O)(OCC(C)C)N1CCCC1,2.82142875
62484951,62484-95-1,C=C(Cl)COP(=O)(OCCCCC)N1CCCC1,2.754917004
62484962,62484-96-2,C=C(Cl)COP(=O)(OCCCCCC)N1CCCC1,2.72761697
63906149,63906-14-9,ON=Cc1cc[n+](CC(O)C(O)C[n+]2ccc(C=NO)cc2)cc1,3.333152952
87125937,87125-93-7,Cc1ccnc(SC(C(=O)O)c2ccccc2)n1,2.716534195
87125959,87125-95-9,Cc1cc(C)nc(SC(C(=O)O)c2ccccc2)n1,2.739327045
87125971,87125-97-1,Cc1cc(N2CCOCC2)nc(SC(C(=O)O)c2ccccc2)n1,2.839382505
87125993,87125-99-3,COc1ccc(-c2cc(C)nc(SC(C(=O)O)c3ccccc3)n2)cc1,2.86503524
87126009,87126-00-9,O=C(O)C(Sc1nc(-c2ccccc2)cc(-c2ccccc2)n1)c1ccccc1,2.901444153
87126087,87126-08-7,COc1c(-c2ccccc2)sc2nc(-c3ccccc3)cc(C)[n+]12,2.824042483
87253836,87253-83-6,Cc1cc(C)[n+]2[n-]c(=S)sc2n1,2.596130666
88133884,88133-88-4,CC(C)=CCCC(C)=CCC(CCCN(C)C)C(=O)O,3.245265839
88338630,88338-63-0,Cc1nc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)no1,2.583376455
88768461,88768-46-1,Cc1cc(C(F)(F)F)nc(SCC(=O)O)n1,2.702804351
88768472,88768-47-2,COc1cc(C)nc(SCC(=O)O)n1,2.631942718
88768494,88768-49-4,O=C(O)CSc1nc(-c2ccccc2)cc(-c2ccccc2)n1,2.809410211
89141695,89141-69-5,COc1ccc(-c2cc(-c3ccccc3)[n+](CCN)c(-c3ccccc3)c2)cc1,3.15012964
89567033,89567-03-3,O=c1nc(CCl)[nH]c2sc3c(c12)CCCC3,1.991127206
90098047,90098-04-7,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,2.437832559
90325545,90325-54-5,OCC(O)COCC(S)CS,2.885722719
91900093,91900-09-3,COC[n+]1ccn(C)c1C=NO,3.123729172
91900106,91900-10-6,CC(C)OC[n+]1ccn(C)c1C=NO,3.308395851
91900117,91900-11-7,Cn1cc[n+](COCC(C)(C)C)c1C=NO,3.596332915
91900128,91900-12-8,CC(OC[n+]1ccn(C)c1C=NO)C(C)(C)C,3.247263657
91900139,91900-13-9,CCCCOC[n+]1ccn(C)c1C=NO,3.083856709
91900140,91900-14-0,CCCCCCCCOC[n+]1ccn(C)c1C=NO,3.972978358
91900151,91900-15-1,Cn1cc[n+](COCc2ccccc2)c1C=NO,3.128995689
91900162,91900-16-2,Cn1cc[n+](COCCCc2ccccc2)c1C=NO,3.180616892
91900173,91900-17-3,Cn1cc[n+](COCc2cccc3ccccc23)c1C=NO,4.317441831
91915785,91915-78-5,COc1c(-c2ccccc2)sc2nc(C)cc[n+]12,2.711533917
91915809,91915-80-9,COC1(c2ccccc2)C(c2ccccc2)Sc2nccc[n+]21,2.808109648
91916142,91916-14-2,COc1c(-c2ccccc2)sc2nc(C)cc(C)[n+]12,2.734583828
92628881,92628-88-1,Cc1cc(N2CCOCC2)nc(SCC(=O)O)n1,2.731308277
92814056,92814-05-6,CCC(O)(c1ccc(Cl)cc1)c1ccc(OCc2cccc(C)n2)cc1,3.389610197
93107085,93107-08-5,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,3.108663337
196309770,196309-77-0,CC(C)Cc1ccc(C(C)C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)cc1,2.467388615
196309781,196309-78-1,COc1ccc2c(c1)c(CC(=O)NC1C(=O)N3C1SC(C)(C)C3C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,2.60806858
196309792,196309-79-2,CC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1cccc(C(=O)c2ccccc2)c1,2.496985314
