RTECS_ID,CAS_RN,SMILES,dog_oral_LD50
80214831,80214-83-1,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O,3.621725556
80621814,80621-81-4,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.59433232
80844071,80844-07-1,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,1.876790362
81486228,81486-22-8,CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,2.911622295
81840155,81840-15-5,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,2.119980209
82159099,82159-09-9,CC(=Cc1ccccc1)C=C1SC(=S)N(CC(=O)O)C1=O,2.50434443
82410320,82410-32-0,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1,2.406938527
82419361,82419-36-1,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,3.256925705
82547817,82547-81-7,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(Cn3nnc(C)n3)CSC12)c1csc(N)n1,2.472499013
82558507,82558-50-7,CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,1.822691011
82560541,82560-54-1,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,3.136229992
82586525,82586-52-5,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O,2.74348886
82834160,82834-16-0,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,2.362286866
82989251,82989-25-1,CCCCOC(=O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,1.859280936
83480299,83480-29-9,OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O,2.125933217
83881521,83881-52-1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,3.084682381
84597717,84597-71-7,CNS(=O)(=O)c1ccccc1-c1nnc(N)s1,1.954787448
84625616,84625-61-6,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,3.547557504
85801021,85801-02-1,COc1ccc2c(c1)c(CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,2.27273096
86386734,86386-73-4,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,3.008991712
86408722,86408-72-2,CC(C)c1cc2c(cc1S(=O)(=O)O)C1(C)CCCC(C)(C(=O)O)C1CC2,2.279331514
86433398,86433-39-8,Cc1c(-c2ccccc2)oc2c(C(=O)OC(C)(C)CN3CCCCC3)cccc2c1=O,2.622753705
86703028,86703-02-8,Cc1ccc(C)n1Nc1ccc(N2CCOCC2)nn1,2.094280509
86780907,86780-90-7,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],2.066417071
97519396,97519-39-6,Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,1.914272268
98043608,98043-60-8,O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2,2.680397163
98079528,98079-52-8,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,3.846773662
98319267,98319-26-7,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,2.571188065
98631959,98631-95-9,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O,2.234291135
99522799,99522-79-9,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,2.350708243
99614014,99614-01-4,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,3.814203187
100299089,100299-08-9,Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12,1.580192936
101477547,101477-54-7,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,2.82194568
101526629,101526-62-9,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,2.797160859
101827467,101827-46-7,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,1.802740895
102207738,102207-73-8,CCCCN(CCCC)CCOc1ccnc(N)n1,2.772303774
102207750,102207-75-0,CCN(CC)CCOc1ccnc(N)n1,1.88346734
102207761,102207-76-1,CC(C)CN(CCOc1ccnc(N)n1)CC(C)C,2.027576279
102207772,102207-77-2,CN(C)CCOc1ccnc(N)n1,2.084521466
105149006,105149-00-6,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)OCC4(C)C3CCC21C,2.308464098
106266062,106266-06-2,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,4.350854666
110871868,110871-86-8,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,2.815584389
111753732,111753-73-2,COc1ccc(C(=C(C#N)CCC(=O)O)c2ccc(OC)cc2)cc1,2.528112898
115767743,115767-74-3,CCC(=C(c1ccc(OCCN(C)C)cc1)c1ccc(OP(=O)(O)O)cc1)c1ccc(C(C)C)cc1,2.309274923
118230970,118230-97-0,CCc1ccc(C(=O)C(C)CN2CCCC2)cc1,2.787754392
118472632,118472-63-2,Cc1c(C2C(=O)CC(C)(C)CC2=O)c2c(n1-c1ccccc1)CC(C)(C)CC2=O,2.291713973
121625716,121625-71-6,CCCCn1c(C)c(CC(=O)O)c2c1CC(C)(C)CC2=O,2.76550613
121625727,121625-72-7,Cc1c(CC(=O)O)c2c(n1CC(C)C)CC(C)(C)CC2=O,2.76550613
121808626,121808-62-6,O=C1CCC(C(=O)N2CSCC2C(=O)O)N1,1.785813697
122892313,122892-31-3,COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,2.776262795
123524527,123524-52-7,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,2.862322981
124391919,124391-91-9,CCOC(=O)c1ccc(NC(=O)CC)cc1NC(=O)c1ccc(C(=O)O)cc1,1.885799817
126463669,126463-66-9,Nc1c(NCC=CCOc2cc(CN3CCCCC3)ccn2)c(=O)c1=O,2.250939381
127408304,127408-30-4,CC(=O)N(OCc1ccccc1)C1c2cc(C#N)ccc2OC(C)(C)C1O,4.563975615
130693822,130693-82-2,CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,3.113206431
131631895,131631-89-5,CC(=O)NCCCOc1ccc(C(=O)N2CCC(N3C(=O)CCc4ccccc43)CC2)cc1,2.351748972
132203704,132203-70-4,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,2.391400929
135159512,135159-51-2,COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1,2.155855058
140695212,140695-21-2,CNCc1ccc(CSCCN=C(NCC(O)c2ccc(O)cc2)NS(C)(=O)=O)o1,1.960556391
143343833,143343-83-3,COc1ccc(CNCC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC,2.283789535
145040375,145040-37-5,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,2.484777301
157810816,157810-81-6,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,2.981849033
1197188,1197-18-8,NCC1CCC(C(=O)O)CC1,1.497518451
1229692,1229-69-2,CN1CCC(N(Cc2ccccc2)c2ccccc2)CC1,3.171339437
1397940,1397-94-0,CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,5.040311922
1401690,1401-69-0,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,3.058858585
1420037,1420-03-7,CN1CCCC(OC(=O)C(O)(c2ccccc2)C2CCCCC2)C1,3.001911945
2303164,2303-16-4,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,2.724155349
2314092,2009/2/14,CCCCOC(=O)C1(O)c2ccccc2-c2ccccc21,1.751800868
2396636,2396-63-6,C#CCCCC#C,1.381254147
2398961,2398-96-1,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,1.341601257
3286246,3286-24-6,CCOC(=O)c1[nH]c2ccc(C(C)=O)cc2c1CN(C)C,2.982794183
3625181,3625-18-1,CCC1(C(C)C=C(C)C)C(=O)NC(=O)NC1=O,5.076070354
3689245,3689-24-5,CCOP(=S)(OCC)OP(=S)(OCC)OCC,4.809323987
3692180,3692-18-0,CC1(NC(N)=O)CCCCC1,2.328065593
3734950,3734-95-0,CCOP(=O)(OCC)SCC(=O)NC(C)(C)C#N,4.16777945
4630959,4630-95-9,CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C,2.971844467
4685147,4685-14-7,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,3.872174927
7681938,7681-93-8,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,3.34617883
23593751,23593-75-1,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,2.236593938
23651958,23651-95-8,NC(C(=O)O)C(O)c1ccc(O)c(O)c1,1.629794788
23757428,23757-42-8,NC1=NC(C(F)(F)F)(C(F)(F)F)NC1(C(F)(F)F)C(F)(F)F,3.376696159
23779999,23779-99-9,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,2.608910952
25601847,25601-84-7,C=C(CC(=O)N(C)OC)OP(=O)(OC)OC,4.558350224
25956176,25956-17-6,COc1cc(S(=O)(=O)O)c(C)cc1NN=C1C(=O)C=Cc2cc(S(=O)(=O)O)ccc21,1.956615946
25967297,25967-29-7,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC1CC1,1.53504208
32780646,32780-64-6,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,2.340327759
41767297,41767-29-7,CCCCOC(=O)C(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,2.649878847
41814782,41814-78-2,Cc1cccc2sc3nncn3c12,3.57804982
43121433,43121-43-3,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,2.769013785
43210679,43210-67-9,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,2.777216512
43218560,43218-56-0,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,3.229231191
49562289,49562-28-9,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,1.955251072
51337714,51337-71-4,CC(C)COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2)cc1,1.639518861
51338273,51338-27-3,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,2.328876311
51460265,51460-26-5,CN1c2cc(O)c(N=NC(N)=O)cc2CC1S(=O)(=O)O,1.778579543
51481619,51481-61-9,CN/C(=N\C#N)NCCSCc1[nH]cnc1C,1.987024798
51484403,51484-40-3,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1ccccn1,2.459919956
51630581,51630-58-1,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,2.623154149
62613825,62613-82-5,NC(=O)CN1CC(O)CC1=O,1.199088418
62774963,62774-96-3,Cn1cc(OCC(O)CNC(C)(C)C)c2ccccc2c1=O,1.95592937
66063056,66063-05-6,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,1.818018597
66085594,66085-59-4,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,2.621639421
67330250,67330-25-0,CCCCOC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1,1.323949145
87239814,87239-81-4,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1,2.84323823
87333195,87333-19-5,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21,2.619633774
87679376,87679-37-6,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,2.332988554
88069492,88069-49-2,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,3.723571411
88296622,88296-62-2,Cc1cccc(C)c1NC(=O)C1(N(C)C)CCN(C2CCCCC2O)CC1,5.396247018
88909960,88909-96-0,O=C(O)CCCN1C(=O)c2cccc3cccc(c23)C1=O,1.872436916
89396941,89396-94-1,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(=O)N(C)CC1C(=O)O,2.352665871
90035088,90035-08-8,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)Cc2ccccc21,6.859380906
90098047,90098-04-7,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,2.26810036
90729434,90729-43-4,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,3.467671913
91832405,91832-40-5,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,2.597060828
92454609,92454-60-9,CCC(=CC(=NO)C(N)=O)/C(C)=[N+](\[O-])O,3.827710451
92823035,92823-03-5,COC1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)COC21,1.69589651
93793830,93793-83-0,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,3.542131744
94739294,94739-29-4,COC(=O)C1=C(C)NC(COC(N)=O)=C(C(=O)OC(C)C)C1c1cccc(Cl)c1Cl,2.359180703
96480443,96480-44-3,CCN1CC2CN(C)CC(C1)C2OC(=O)c1ccc(Cl)cc1,4.207951962
96515741,96515-74-1,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)(C)CN(C)Cc2ccccc2)C1c1cc([N+](=O)[O-])ccc1F,4.334135152
136087859,136087-85-9,NC(=O)C1CC2(NC(=O)NC2=O)c2cc(F)ccc2O1,2.144927415
