RTECS_ID,CAS_RN,SMILES,mammal (species unspecified)_oral_LD50
133405400,133405-40-0,CC(=O)N1N=C(c2ccccc2N2C(=O)C(C)SC2c2c(C)[nH]c3ccccc23)CC1c1ccccc1,3.706416487
133405411,133405-41-1,CC(=O)N1N=C(c2ccccc2N2C(=O)C(C)SC2c2c(-c3ccccc3)[nH]c3ccccc23)CC1c1ccccc1O,3.768428672
133405422,133405-42-2,CC(=O)N1N=C(c2ccccc2N2C(=O)C(C)SC2c2c(-c3ccccc3)[nH]c3ccccc23)CC1c1ccccc1F,3.769899938
133405433,133405-43-3,CC(=O)N1N=C(c2ccccc2N2C(=O)C(C)SC2c2c(-c3ccc(C)cc3)[nH]c3ccccc23)CC1c1ccccc1F,3.780126411
133762160,133762-16-0,CCOC(=O)CN1CC(O)=c2ccccc2=N1,2.068658874
134069526,134069-52-6,C=C1N(CCC)C(=O)OC12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,2.657592172
134069537,134069-53-7,C=C1N(Cc2ccccc2)C(=O)OC12CCN(CCc1ccc(F)cc1)CC2,2.580312428
134069560,134069-56-0,CCCCCCCCCCN1C(=O)OC2(CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1(C)O,2.756457334
134069582,134069-58-2,C=C1N(C2CCCCC2)C(=O)OC12CCN(CCc1ccc(Cl)cc1)CC2,2.589881493
134069593,134069-59-3,C=C1N(C)C(=O)OC12CCN(CCCc1ccccc1)CC2,2.47770282
134069606,134069-60-6,C=C1N(c2ccccc2)C(=O)OC12CCN(CCc1ccccc1)CC2,2.542135483
134069617,134069-61-7,CC1(O)N(C2CCCCC2)C(=O)OC12CCN(CCc1ccc(Cl)cc1)CC2,2.609545322
134069628,134069-62-8,C=C1N(C)C(=O)OC12CCN(CCc1ccccc1)CC2,2.456935102
134069639,134069-63-9,C=C1N(c2ccccc2)C(=O)OC12CCN(CCc1ccc(Cl)cc1)CC2,2.583075158
134069640,134069-64-0,C=C1N(CC)C(=O)OC12CCN(CCc1ccc(C)cc1)CC2,2.497522594
134069651,134069-65-1,C=C1N(C2CCCCC2)C(=O)OC12CCN(CCc1ccc(F)cc1)CC2,2.571107622
134069662,134069-66-2,C=C1N(c2ccccc2)C(=O)OC12CCN(CCc1ccc(F)cc1)CC2,2.563998134
134069673,134069-67-3,C=C1N(CC)C(=O)OC12CCN(CCc1ccccc1)CC2,2.47770282
134069684,134069-68-4,C=C1N(C(C)(C)C)C(=O)OC12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,2.670791163
134069695,134069-69-5,C=C1N(C)C(=O)OC12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,2.629926163
134069708,134069-70-8,C=C1N(C(C)(C)C)C(=O)OC12CCN(CCc1ccccc1)CC2,2.5164772
134069719,134069-71-9,C=C1N(C(C)C)C(=O)OC12CCN(CCc1ccc(Cl)cc1)CC2,2.542668605
134069720,134069-72-0,C=C1N(C)C(=O)OC12CCN(CCc1ccc(F)cc1)CC2,2.48339471
134069731,134069-73-1,C=C1N(CC)C(=O)OC12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,2.643979432
134069742,134069-74-2,C=C1N(C(C)C)C(=O)OC12CCN(CCc1ccc(F)cc1)CC2,2.521685839
134069753,134069-75-3,C=C1N(c2ccccc2)C(=O)OC12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,2.688933907
134069764,134069-76-4,C=C1N(CCC)C(=O)OC12CCN(CCc1ccc(F)cc1)CC2,2.521685839
134069775,134069-77-5,C=C1N(CCc2ccc(OC)c(OC)c2)C(=O)OC12CCN(CCc1ccccc1)CC2,2.640035982
134069786,134069-78-6,C=C1N(Cc2ccccc2)C(=O)OC12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,2.701226805
134069797,134069-79-7,C=C1N(C(CC)CCCCCCC)C(=O)OC12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,2.742528751
134069811,134069-81-1,C=C1N(C2CCCCC2)C(=O)OC12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,2.694276941
134069822,134069-82-2,C=C1N(C(C)CC)C(=O)OC12CCN(CCc1ccccc1)CC2,2.5164772
134069833,134069-83-3,C=C1N(C)C(=O)OC12CCN(CCc1ccc(Cl)cc1)CC2,2.506261434
134069844,134069-84-4,C=C1N(C(C)(C)C)C(=O)OC12CCN(CCc1ccc(Cl)cc1)CC2,2.559788165
134069855,134069-85-5,C=C1N(CC)C(=O)OC12CCN(CCc1ccc(F)cc1)CC2,2.502962147
134069866,134069-86-6,C=C1N(C)C(=O)OC12CCN(CCc1ccc(OC)c(OC)c1)CC2,2.539611733
134069877,134069-87-7,C=C1N(C(C)(C)C)C(=O)OC12CCN(CCc1ccc(F)cc1)CC2,2.539635551
134069888,134069-88-8,C=C1N(c2cccc3ccccc23)C(=O)OC12CCN(CCc1ccc(F)cc1)CC2,2.619610835
134069899,134069-89-9,C=C1N(C(C)CC)C(=O)OC12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,2.670791163
134069902,134069-90-2,C=C1N(C(C)CC)C(=O)OC12CCN(CCc1ccc(F)cc1)CC2,2.539635551
134069913,134069-91-3,C=C1N(CCC)C(=O)OC12CCN(CCc1ccc(Cl)cc1)CC2,2.542668605
134069924,134069-92-4,C=C1N(CC)C(=O)OC12CCN(CCc1ccc(Cl)cc1)CC2,2.524846412
134069935,134069-93-5,C=C1N(c2cccc3ccccc23)C(=O)OC12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,2.731296989
134069968,134069-96-8,C=C1N(c2ccc(Cl)c(Cl)c2)C(=O)OC12CCN(CCc1ccc(Cl)cc1)CC2,2.654927962
134069979,134069-97-9,C=C1N(C2CCCCC2)C(=O)OC12CCN(CCc1ccccc1)CC2,2.549608889
134069980,134069-98-0,C=C1N(CCC)C(=O)OC12CCN(CCc1ccccc1)CC2,2.497522594
134069991,134069-99-1,CCCCN1C(=O)OC2(CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1(C)O,2.687174782
134070012,134070-01-2,C=C1N(C)C(=O)OC12CC[N+](CCCc1ccccc1)(CCCc1ccccc1)CC2,2.622824094
134070045,134070-04-5,CN1C(=O)OC2(CCN(CCc3ccccc3)CC2)C1(C)O,2.483430381
134070056,134070-05-6,CC1(O)N(Cc2ccccc2)C(=O)OC12CCN(CCc1ccc(F)cc1)CC2,2.600404349
134070067,134070-06-7,CN1C(=O)OC2(CCN(CCc3ccc(F)cc3)CC2)C1(C)O,2.508368091
134070078,134070-07-8,CC1(O)N(C2CCCCC2)C(=O)OC12CCN(CCc1ccc(F)cc1)CC2,2.591619926
134070089,134070-08-9,CC(C)(C)N1C(=O)OC2(CCN(CCc3ccc(F)cc3)CC2)C1(C)O,2.561651062
134070090,134070-09-0,CN1C(=O)OC2(CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1(C)O,2.64789326
134070103,134070-10-3,CC1(O)N(Cc2ccccc2)C(=O)OC12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,2.716520848
134070114,134070-11-4,CC(C)N1C(=O)OC2(CCN(CCc3ccc(F)cc3)CC2)C1(C)O,2.544606236
134070125,134070-12-5,CC1(O)N(c2ccccc2)C(=O)OC12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,2.704659185
134070136,134070-13-6,CCCCN1C(=O)OC2(CCN(CCc3ccc(F)cc3)CC2)C1(C)O,2.561651062
134070147,134070-14-7,CCCN1C(=O)OC2(CCN(CCc3ccc(F)cc3)CC2)C1(C)O,2.544606236
134070158,134070-15-8,CCN1C(=O)OC2(CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1(C)O,2.661385751
134070169,134070-16-9,CC1(O)N(c2cccc3ccccc23)C(=O)OC12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,2.745584554
134070170,134070-17-0,CCCCCCCN1C(=O)OC2(CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1(C)O,2.723196167
134070181,134070-18-1,CC1(O)N(c2cccc3ccccc23)C(=O)OC12CCN(CCc1ccc(F)cc1)CC2,2.638000775
134070192,134070-19-2,CCN1C(=O)OC2(CCN(CCc3ccc(F)cc3)CC2)C1(C)O,2.526865024
134070205,134070-20-5,CC1(O)N(C2CCCCC2)C(=O)OC12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,2.709813337
134070216,134070-21-6,CC(C)N1C(=O)OC2(CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1(C)O,2.674471662
134070227,134070-22-7,CCCN1C(=O)OC2(CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)C1(C)O,2.674471662
134070238,134070-23-8,CC1(O)N(c2ccccc2)C(=O)OC12CCN(CCc1ccc(F)cc1)CC2,2.584840995
134070249,134070-24-9,CC1(O)N(Cc2ccc(Cl)c(Cl)c2)C(=O)OC12CCN(CCc1ccc(Cl)cc1)CC2,2.68468651
134070250,134070-25-0,CC1(O)NC(=O)OC12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,2.633968112
134563034,134563-03-4,CC(C)c1ccc(C(C=O)Cn2cnc3ccccc3c2=O)cc1,2.505681663
134563045,134563-04-5,CC(C)Cc1ccc(C(=O)CCn2cnc3ccccc3c2=O)cc1,2.524290944
134563056,134563-05-6,COc1ccc(C(=O)CCn2cnc3ccccc3c2=O)cc1,2.489025643
134563067,134563-06-7,O=C(Cc1ccc(-c2ccccc2)cc1)Cn1cnc2ccccc2c1=O,2.549504742
134563078,134563-07-8,COc1ccc(C(=O)CCn2cnc3ccccc3c2=O)cc1OC,2.529382867
134563089,134563-08-9,O=C(CCn1cnc2ccccc2c1=O)c1ccc(Cl)cc1Cl,2.540580967
134563090,134563-09-0,O=C(Cn1cnc2ccccc2c1=O)c1ccc(-c2ccc(F)cc2F)cc1,2.575605768
134563158,134563-15-8,O=C(CCn1cnc2ccccc2c1=O)c1ccc(-c2ccc(F)cc2F)cc1,2.591497572
134931741,134931-74-1,CC(NC(=O)C1CSCN1C(=O)c1ccccc1)c1ccccc1,1.833080783
137858185,137858-18-5,O=c1cc2n(C3CC3)c3cc(N4CCNCC4)c(F)cc3n2c(=O)n1O,1.953470952
138841120,138841-12-0,O=c1c2ccccc2ncn1CCOc1ccc(-c2ccccc2)cc1,2.534531219
138841131,138841-13-1,O=c1c2ccccc2ncn1CCOc1ccccc1-c1ccccc1,2.534531219
138841142,138841-14-2,O=c1c2ccccc2ncn1CCOc1ccc2ccccc2c1,2.500181567
138841153,138841-15-3,O=c1c2ccccc2ncn1CCOc1ccc2cc(Br)ccc2c1,2.596878471
138841164,138841-16-4,O=c1c2ccccc2ncn1CCCOc1ccc(-c2ccccc2)cc1,2.551968158
138841175,138841-17-5,Cc1nc2ccccc2c(=O)n1CCOc1ccc(-c2ccc(F)cc2F)cc1,2.593734532
143000140,143000-14-0,O=C1NP(=O)(c2ccccc2)Oc2ccccc21,2.112606677
143000151,143000-15-1,CN1C(=O)c2ccccc2OP1(=O)c1ccccc1,2.135495207
143000184,143000-18-4,O=C1c2ccccc2OP(=O)(c2ccccc2)N1c1ccccc1,2.224402263
143000208,143000-20-8,O=C1c2ccccc2OP(=O)(c2ccccc2)N1Cc1ccccc1,2.242200915
143000220,143000-22-0,CNN1C(=O)c2ccccc2OP1(=O)c1ccccc1,2.158728774
143000253,143000-25-3,CCN1C(=O)c2ccccc2OP1(=O)c1ccccc1,2.379086351
143232591,143232-59-1,Nc1c(C(=O)O)nnc2ccccc12,3.100770188
143232604,143232-60-4,Cc1ccc2c(N)c(C(=O)O)nnc2c1,3.52977459
158631437,158631-43-7,CCCNC(=O)CN1CC(O)=c2ccccc2=N1,2.393220604
158631471,158631-47-1,O=C(CN1CC(O)=c2ccccc2=N1)N1CCCCC1,2.260605576
158631528,158631-52-8,O=C(O)C[n+]1cc(=O)c2cc(Br)ccc2[nH]1,2.152424422
158631539,158631-53-9,O=C(O)C[n+]1cc(=O)c2cc(Cl)ccc2[nH]1,2.078525691
158631540,158631-54-0,COc1cc2[nH][n+](CC(=O)O)cc(=O)c2cc1OC,2.12261721
158631551,158631-55-1,O=C(O)C[n+]1cc(=O)c2cccc(Cl)c2[nH]1,2.078525691
158631608,158631-60-8,O=C(O)CN1CC(O)=c2cccc(Cl)c2=N1,2.080348652
158631835,158631-83-5,CN1CCN(C(=O)C[n+]2cc(=O)c3cccc(Cl)c3[nH]2)CC1,2.206539849
159831739,159831-73-9,Nc1c(C(=O)O)nnc2cc(Cl)c(F)cc12,2.082083112
161373428,161373-42-8,Cc1cc2nnc(C(=O)O)c(N)c2cc1C,2.035885808
161373439,161373-43-9,Nc1c(C(=O)O)nnc2ccc(F)cc12,2.219404275
161373440,161373-44-0,Nc1c(C(=O)O)nnc2cc(F)ccc12,3.015284292
161373451,161373-45-1,Nc1c(C(=O)O)nnc2c(F)cccc12,2.538163038
161373462,161373-46-2,Nc1c(C(=O)O)nnc2ccc(Cl)cc12,2.270327455
161373473,161373-47-3,Nc1c(C(=O)O)nnc2cc(Cl)ccc12,3.571357451
161373484,161373-48-4,Nc1c(C(=O)O)nnc2cc(Cl)c(Cl)cc12,2.110697429
1321160,1321-16-0,O=CC1CC=CCC1,2.042008157
1335860,1335-86-0,CC1=CCCCC1,2.704299563
1445756,1445-75-6,CC(C)OP(C)(=O)OC(C)C,2.554148239
2312767,2312-76-7,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,2.995929012
3622842,3622-84-2,CCCCNS(=O)(=O)c1ccccc1,1.86659693
3676800,3676-80-0,CN(CCc1ccccc1)CCC(O)(c1ccccc1)c1ccccc1,2.237400458
3687705,3687-70-5,Clc1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1Cl,2.324606512
3691358,3691-35-8,O=C1C(=C(O)C(c2ccccc2)c2ccc(Cl)cc2)C(=O)c2ccccc21,4.698764969
4636797,4636-79-7,O=C(C[n+]1ccc(-c2cc[n+](CC(=O)N3CCCCC3)cc2)cc1)N1CCCCC1,2.708150976
4685147,4685-14-7,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,3.425016895
23593751,23593-75-1,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,2.66256267
25823874,25823-87-4,C=CCC1(CCO)C(=O)NC(=O)NC1=O,1.548604362
41855178,41855-17-8,c1ccc(C2(CCN3CCOCC3)CCCCC2)cc1,2.658679029
41856035,41856-03-5,c1ccc(C2(CCN3CCCCC3)CCCCC2)cc1,3.257595387
65883774,65883-77-4,NC(=O)c1cc([N+](=O)[O-])ccc1NCCN1CCN(c2ccccc2)CC1,3.090405027
65883978,65883-97-8,CCC(=O)OC1(c2ccccc2)CCN(CCN(Cc2ccccc2)c2ccccc2C(=O)NC)CC1,3.300730229
65883989,65883-98-9,CCC(=O)OC1(c2ccccc2)CCN(CCNc2ccccc2C(=O)NC)CC1,4.408165739
89366892,89366-89-2,CCCCCCCCOc1ccc(C(=O)NCC(C)C)cc1C(=O)Nc1ccc(C(=O)NCC[N+](CC)(CC)CC)cc1,2.29801496
89366905,89366-90-5,CCCCCCCCNC(=O)c1ccc(OCCCCCCCC)c(C(=O)Nc2ccc(C(=O)NCC[N+](C)(CC)CC)cc2)c1,2.202713035
90729434,90729-43-4,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,2.069731905
93750084,93750-08-4,CC(COc1ccc(N)cc1)NCC(O)COc1c[nH]c(=O)c2ccccc12,2.282676481
93750120,93750-12-0,CC(COc1ccc(O)cc1)NCC(O)COc1c[nH]c(=O)c2ccccc12,2.283789535
94843502,94843-50-2,Cc1cc(C)nc(NC(=O)c2ccccc2)c1,2.092193161
198767441,198767-44-1,O=C1NP(=S)(c2ccccc2)Oc2ccccc21,2.263666046
198767452,198767-45-2,CN1C(=O)c2ccccc2OP1(=S)c1ccccc1,2.586281165
198767463,198767-46-3,CCN1C(=O)c2ccccc2OP1(=S)c1ccccc1,2.180875347
198767474,198767-47-4,O=C1c2ccccc2OP(=S)(c2ccccc2)N1c1ccccc1,2.369669712
198767485,198767-48-5,O=C1c2ccccc2OP(=S)(c2ccccc2)N1Cc1ccccc1,2.261731416
198767496,198767-49-6,CNN1C(=O)c2ccccc2OP1(=S)c1ccccc1,2.182287656
