RTECS_ID,CAS_RN,SMILES,guinea pig_oral_LD50
33878523,33878-52-3,CCOC(=O)C(C)Nc1ccc(Cl)c(Cl)c1,2.272398632
33921129,33921-12-9,Nc1ccccc1,2.367024948
33956615,33956-61-5,CCC1CC2CCC(O2)C(C)C(=O)OC(CC)CC2CCC(O2)C(C)C(=O)OC(CC)CC2CCC(O2)C(C)C(=O)OC(CC)CC2CCC(O2)C(C)C(=O)O1,2.598269479
34114982,34114-98-2,CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1OC(=O)CC(C)C)C31CO1,4.980518081
34114993,34114-99-3,CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1O)C31CO1,4.872644215
34148011,34148-01-1,O=C(O)C1CCc2cc(C3CCCCC3)c(Cl)cc21,2.843200065
34264249,34264-24-9,CCCC(=O)CNC(=O)Oc1cc(C)cc(C(C)C)c1,3.045110083
34491128,34491-12-8,CCSP(=O)(CCl)SCC,2.989622608
34588404,34588-40-4,Clc1cc2cc(Cl)c(Cl)cc2cc1Cl,4.947685272
34866461,34866-46-1,CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,2.117415906
34929083,34929-08-3,O=c1c2ccccc2n(-c2cccc(C(F)(F)F)c2)c(=O)n1CCO,3.0392852
35256850,35256-85-0,CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,2.061592083
35523898,35523-89-8,NC(=O)OCC1N=C(N)N2CCC(O)(O)C23NC(N)=NC13,6.345759889
35822469,35822-46-9,Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,5.850553323
36304844,36304-84-4,Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,2.684595473
36322904,36322-90-4,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,2.931459181
36756793,36756-79-3,CCC(C)N(C(=O)SCc1ccccc1)C(C)CC,1.44630256
38178993,38178-99-3,Clc1cc(Cl)c2c(c1Cl)Cc1c(Cl)c(Cl)cc(Cl)c1O2,4.492918996
38964226,38964-22-6,Clc1ccc2c(c1)Oc1cc(Cl)ccc1O2,2.926143435
39227286,39227-28-6,Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,6.731687666
39603480,39603-48-0,NC(=S)NNCNNC(N)=S,3.783298235
39635319,39635-31-9,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,5.119835222
39699086,39699-08-6,Nc1cc2c(S(=O)(=O)O)cccc2c(S(=O)(=O)O)c1N,0.879631007
40321764,40321-76-4,Clc1cc2c(cc1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,8.060599154
40819930,40819-93-0,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5OC(=O)CCl)N3C1O,2.827069731
40828464,40828-46-4,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,2.968339494
41083118,41083-11-8,c1ncn([Sn](C2CCCCC2)(C2CCCCC2)C2CCCCC2)n1,3.223077013
42840175,42840-17-5,COc1ccc2c(oc3ccccc32)c1CN1CCCC1,7.449254637
50471448,50471-44-8,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,1.553449122
50512351,50512-35-1,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,2.454405413
50679088,50679-08-8,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,2.37262207
50995943,50995-94-3,O=c1[nH]c2c(Cl)c(Cl)c(Cl)cc2o1,2.714652244
51207319,51207-31-9,Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,7.786715939
51235042,51235-04-2,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,2.467449782
52182022,52182-02-2,CC(=O)OC1CC2(O)C3CCC4CC(OC5CC(OC6CC(O)C(O)C(C)O6)C(OC6CC(O)C(OC(C)=O)C(C)O6)C(C)O5)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1,5.857846409
52237033,52237-03-3,O=S(=O)(O)c1cc(-n2ncc(-c3ccccc3)n2)ccc1C=Cc1ccc(-n2ncc(-c3ccccc3)n2)cc1S(=O)(=O)O,2.098073058
52315078,52315-07-8,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,2.920440579
52645531,52645-53-1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,1.990443197
52794975,52794-97-5,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,5.233418347
53164059,53164-05-9,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.331113044
53179116,53179-11-6,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,4.058780251
53179127,53179-12-7,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,3.598572539
53179138,53179-13-8,Cc1ccc(=O)n(-c2ccccc2)c1,2.359216929
53306539,53306-53-9,CCCC(C)CCOC(=O)c1ccccc1C(=O)OCCC(C)CCC,1.009091638
53874661,53874-66-1,ClCc1cccc(Oc2ccccc2)c1,2.24290501
54622434,54622-43-4,O=P(O)(O)CN(CC(O)CN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,2.088742092
55335063,55335-06-3,O=C(O)COc1nc(Cl)c(Cl)cc1Cl,2.917678265
55739781,55739-78-1,O=C1C(=C(Cl)Cl)C(=O)C2(Cl)C3C=CC(C3)C12Cl,2.452732677
55837279,55837-27-9,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,3.590713629
56021875,56021-87-5,CC(OC(=O)c1cccnc1)c1nc2c(c(=O)n(C)c(=O)n2C)n1C,2.892275521
56073075,56073-07-5,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21,3.948931071
56073100,56073-10-0,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,5.27169726
56395665,56395-66-5,CCCn1c(=O)c2c(ncn2CCCCC(C)O)n(C)c1=O,2.647104216
56488596,56488-59-6,CC(C)(C)c1ccc(OCC(O)COc2ccc(C(=O)O)cc2)cc1,3.031921991
56924186,56924-18-6,CCCCCCCN(CCCCCCC)CC(O)c1cc2ccccc2c2cc(Br)ccc12,1.709758268
57495144,57495-14-4,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,2.29137739
57653857,57653-85-7,Clc1cc2c(c(Cl)c1Cl)Oc1cc(Cl)c(Cl)c(Cl)c1O2,6.746927632
57729869,57729-86-9,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2c(Br)cc(Br)cc2Br)c(C(F)(F)F)c1,4.876145452
57734595,57734-59-5,OC(c1ccccc1)(c1ccccc1)C1CN2CCC1CC2,2.53297646
57966957,57966-95-7,CCNC(=O)NC(=O)C(C#N)=NOC,2.257253653
58322911,58322-91-1,Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CCN3CCN(C)CC3)C1O2,2.417241375
58322944,58322-94-4,Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CN3CCN(C)CC3)C1O2,2.666846619
58322977,58322-97-7,Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CN3CCCC3)C1O2,2.631493233
58322988,58322-98-8,CCN(CC(=O)NC1C(=O)CCC2(C)c3cc(C)ccc3OC12)Cc1ccccc1,2.609088327
58323005,58323-00-5,Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CCN(C)C)C1O2,2.820106837
58323016,58323-01-6,Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CCN3CCCC3)C1O2,2.773866862
58323027,58323-02-7,Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CCN3CCCCC3)C1O2,2.966720016
58323049,58323-04-9,CCOC(=O)N1CCN(CCC(=O)NC2C(=O)CCC3(C)c4cc(C)ccc4OC23)CC1,2.646936709
58323072,58323-07-2,Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CCN3CCN(Cc4ccccc4)CC3)C1O2,2.664271445
58323083,58323-08-3,Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CCN(C)CCN(C)C)C1O2,2.588298604
58581898,58581-89-8,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,3.481587074
58802087,58802-08-7,Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)cc(Cl)c1O2,5.500808325
59178379,59178-37-9,NCCCNCCSP(=O)(O)O,2.528100481
59470494,59470-49-4,O=C(NNC1OC(C(=O)O)C(O)C(O)C1O)c1ccncc1,2.242575256
59669260,59669-26-0,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,3.345470529
59682529,59682-52-9,CCOP(=O)(O)C(N)=O,1.316845069
59897926,59897-92-6,CCOC(=O)CC(C)(C)C(Cl)C=C(Cl)Cl,1.880792956
59937289,59937-28-9,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,2.137554145
60607343,60607-34-3,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,3.124834222
60851345,60851-34-5,Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)cc32)c(Cl)c1Cl,6.494693648
60853385,60853-38-5,COc1ccc(CNc2cc(C(O)CNC(C)(C)C)ccc2O)cc1,2.623318641
61278986,61278-98-6,CCNC1CCCCC1,2.502532949
61361997,61361-99-7,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,2.929313202
62303199,62303-19-9,O=C(NN=C1SCCS1)c1ccccc1,2.793992695
63394058,63394-05-8,CC(C)(Oc1ccc(Cl)cc1)C(=O)NC(=O)NCN1CCOCC1,2.215173519
65029110,65029-11-0,CCC(C)Cn1c(=O)n(C)c(=O)c2[nH]c(C)nc21,4.062004586
65041921,65041-92-1,CC(=O)OCC12CC(OC(C)=O)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.928852441
65277421,65277-42-1,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,3.475034237
67055598,67055-59-8,CC(C(O)c1ccccc1)N(C)CCC#N,2.25987249
68085858,68085-85-8,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1.954103513
68228182,68228-18-2,CCOC(=O)CNc1nc(Cl)nc(NC(C)C)n1,2.504332056
68228193,68228-19-3,CCNc1nc(Cl)nc(NCC(=O)O)n1,1.836545404
68844779,68844-77-9,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,2.691534413
69598750,69598-75-0,CN1C(=O)C(c2cc(Cl)c(O)c(Cl)c2)NC(=O)C2NC(=O)C(c3cc(Cl)c(O)c(Cl)c3)NC(=O)C(NC(=O)C(=O)c3cc(Cl)c(O)c(Cl)c3)Cc3c[nH]c4cc(ccc34)-c3cc2cc(c3O)Oc2ccc(cc2)CC1C(=O)NC(C(=O)O)c1ccc(O)cc1,2.822424068
69806504,69806-50-4,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,2.158895256
69881921,69881-92-1,Brc1cc2cc(Br)c(Br)cc2cc1Br,6.333278975
72214018,72214-01-8,CCCCC(CC)COS(=O)(=O)O,2.50991559
73384608,73384-60-8,COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1,3.060462124
73806492,73806-49-2,COc1cccc(C2(O)CCCCC2CN(C)C)c1,2.491165517
73987527,73987-52-7,CCOC(=O)OC12CCC(C3=CC(=O)OC3)C1(C)C(O)CC1C2CCC2CC(OC3CC(OC4CC(O)C(O)C(C)O4)C(OC4CC(O)C(O)C(C)O4)C(C)O3)CCC21C,5.386887096
73987538,73987-53-8,CCC(=O)OC12CCC(C3=CC(=O)OC3)C1(C)C(O)CC1C2CCC2CC(OC3CC(OC4CC(O)C(O)C(C)O4)C(OC4CC(O)C(O)C(C)O4)C(C)O3)CCC21C,4.922732203
75625240,75625-24-0,Brc1cc2c(Br)c(Br)c(Br)c(Br)c2cc1Br,6.221764529
75625251,75625-25-1,Brc1cc2c(Br)cc(Br)c(Br)c2cc1Br,6.417184283
75736333,75736-33-3,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,1.914135482
75795050,75795-05-0,Fc1cc(-c2cc(F)c(Cl)c(F)c2)cc(F)c1Cl,4.992792027
75803564,75803-56-4,O=C1c2cc(Cl)c(Cl)cc2-c2cc(Cl)c(Cl)cc21,6.502408
76674210,76674-21-0,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,3.17796337
76738288,76738-28-8,O=[N+]([O-])c1ccc(C(O)C2COC(C(Cl)Cl)=N2)cc1,2.484466406
76738620,76738-62-0,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,2.865988844
81412433,81412-43-3,CCCCCCCCCCCCCN1CC(C)OC(C)C1,2.473526383
84625616,84625-61-6,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,3.644467517
103426977,103426-97-7,Clc1cc2c(Cl)c(Cl)c(Cl)cc2c(Cl)c1Cl,4.967335319
117617706,117617-70-6,CCCCCCCCOP(=O)(O)OCCC(Cl)Cl,1.506749846
131707238,131707-23-8,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,2.201782992
1190530,1190-53-0,CCCCNC(=N)N=C(N)N,3.433082561
1194656,1194-65-6,N#Cc1c(Cl)cccc1Cl,2.402416683
1225554,1225-55-4,CNCCCC1c2ccccc2C=Cc2ccccc21,3.165316884
1229352,1229-35-2,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,3.051979591
1264513,1264-51-3,CC(=O)OC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,4.605836543
1321160,1321-16-0,O=CC1CC=CCC1,1.798970109
1397940,1397-94-0,CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,5.484009422
1405874,1405-87-4,CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1,2.852089441
1422077,1422-07-7,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,2.660630529
2303164,2303-16-4,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,2.808476235
2310170,2310-17-0,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,3.389539358
2312767,2312-76-7,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.9060239
2398961,2398-96-1,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,1.885669301
2409554,2409-55-4,Cc1ccc(O)c(C(C)(C)C)c1,2.143618083
2425254,2425-25-4,CCOC(=O)CSP(=O)(OCC)OCC,3.964636026
2439012,01-02-39,Cc1ccc2nc3sc(=O)sc3nc2c1,2.193690297
3226366,3226-36-6,CN(C)C(=S)S,1.858300823
3261538,3261-53-8,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)OC3C)OC2C)CC(O)C1O,5.764911711
3282857,3282-85-7,CCCCC(CC)CCC(CCC(CC)CC)S(=O)(=O)O,2.877491948
3333526,3333-52-6,CC(C)(C#N)C(C)(C)C#N,3.891132682
3653483,3653-48-3,Cc1cc(Cl)ccc1OCC(=O)O,2.457278351
3691745,3691-74-5,O=C(NN=CC(O)C1OC(=O)C(O)C1O)c1ccncc1,2.413286526
3734950,3734-95-0,CCOP(=O)(OCC)SCC(=O)NC(C)(C)C#N,4.354866093
4562361,4562-36-1,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)CC(O)C1O,3.778679321
4681361,4681-36-1,CCOP(=S)(OCC)SC(C(=O)OCCF)c1ccccc1,5.086853175
4685147,4685-14-7,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,3.88279273
4755593,4755-59-3,CN(C)CCCn1c(=O)n(-c2ccccc2)c2cc(Cl)ccc21,2.815000093
4786203,4786-20-3,CC=CC#N,2.442152938
4792158,4792-15-8,OCCOCCOCCOCCOCCO,1.024905073
7654037,03-07-54,CC(NNC(=O)c1ccccc1)c1ccccc1,2.718006783
7659861,7659-86-1,CCCCC(CC)COC(=O)CS,2.330339391
7681938,7681-93-8,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,3.170087571
7693529,7693-52-9,O=[N+]([O-])c1cc(Br)ccc1O,1.891000316
23757428,23757-42-8,NC1=NC(C(F)(F)F)(C(F)(F)F)NC1(C(F)(F)F)C(F)(F)F,4.511394733
25417203,25417-20-3,CCCCc1ccc2c(S(=O)(=O)O)cc(CCCC)cc2c1,2.329674438
32598133,32598-13-3,Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl,5.465370953
32774166,32774-16-6,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl,6.209060358
32808518,32808-51-8,O=C(O)CCC(=O)c1ccc(C2CCCCC2)c(Cl)c1,2.566405081
41483436,41483-43-6,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,1.898213542
41484359,41484-35-9,CC(C)(C)c1cc(CCC(=O)OCCSCCOC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,2.008831923
51707552,51707-55-2,O=C(Nc1ccccc1)Nc1cnns1,1.893759987
62754841,62754-84-1,Brc1cc2c(cc1Br)-c1cc(Br)c(Br)cc1-2,7.67004165
62782110,62782-11-0,Nc1cc(Cl)cc2c1Oc1cc(Cl)c(Cl)cc1O2,4.00366729
62782121,62782-12-1,O=[N+]([O-])c1c(Cl)c(Cl)cc2c1Oc1cc(Cl)c(Cl)cc1O2,6.887938136
62782132,62782-13-2,Nc1c(Cl)c(Cl)cc2c1Oc1cc(Cl)c(Cl)cc1O2,6.239813995
63906649,63906-64-9,Cn1c(=O)c2c(nc(Cc3ccccc3)n2C(CN)N2CCOCC2)n(C)c1=O,2.984442308
65725066,65725-06-6,CC(=O)OCC12CC(OC(C)=O)C(C)=CC1OC1C(OC(C)=O)C(OC(C)=O)C2(C)C12CO2,5.492744562
65860380,65860-38-0,CC(C)NC1CCc2c(ccc(O)c2CO)C1O,1.740891783
89591515,89591-51-5,CCN(CC)CCNC(=O)c1cc([N+](=O)[O-])c(N(C)C)cc1OC,2.725983506
